類・品目,総合,財,生鮮食品を除く財,農水畜産物,生鮮商品,他の農水畜産物,米類,工業製品,食料工業製品,繊維製品,石油製品,他の工業製品,電気・都市ガス・水道,出版物,サービス,持家の帰属家賃を除くサービス,公共サービス,外食,公営・都市再生機構・公社家賃,家事関連サービス,医療・福祉関連サービス,運輸・通信関連サービス,教育関連サービス,教養娯楽関連サービス,一般サービス,外食,民営家賃,民営家賃（木造）,民営家賃（非木造）,持家の帰属家賃,持家の帰属家賃（木造）,持家の帰属家賃（非木造）,他のサービス,家事関連サービス,医療・福祉関連サービス,教育関連サービス,通信・教養娯楽関連サービス,耐久消費財,半耐久消費財,非耐久消費財,公共料金
198406,-0.7,-1.2,-0.4,-5.3,-6.7,0.0,0.1,-0.1,0.1,-0.1,-1.0,0.1,0.1,-0.2,0.2,0.1,0.0,,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.3,0.2,,,0.3,,,0.0,0.1,0.0,0.0,-0.3,-0.2,-0.1,-1.7,0.1
198407,0.2,0.2,-0.3,2.4,3.0,0.0,0.0,-0.5,0.2,-2.6,0.1,-0.1,0.0,0.0,0.3,0.3,0.5,,1.5,0.4,0.0,0.6,0.0,0.0,0.1,0.2,0.2,,,0.1,,,0.1,0.1,0.0,0.0,0.1,0.0,-1.8,0.7,0.2
198408,-0.8,-1.5,-1.3,-1.8,-2.4,0.0,0.0,-1.6,0.2,-8.5,0.1,0.0,0.0,0.3,0.1,0.1,-0.2,,0.2,0.0,0.0,-0.8,0.0,0.0,0.3,0.1,0.1,,,0.3,,,0.3,0.0,0.0,0.0,0.8,-0.1,-5.6,-0.5,-0.1
198409,1.5,2.7,2.2,4.0,5.3,0.2,0.2,2.5,0.1,11.8,3.8,-0.4,0.1,0.1,-0.1,-0.1,-0.2,,0.5,0.1,0.0,-0.1,0.0,0.0,0.0,0.1,0.1,,,0.1,,,-0.2,0.1,0.2,0.0,-0.8,0.2,7.6,1.5,0.0
198410,0.7,0.9,0.8,1.2,1.4,0.7,0.7,1.1,-0.1,4.3,0.3,0.4,0.1,-0.2,0.4,0.4,1.3,,0.3,-0.1,8.4,0.1,0.3,0.0,0.0,0.1,0.2,,,0.1,,,0.1,0.1,0.0,0.0,0.1,0.8,2.8,0.4,0.7
198411,-0.5,-1.0,0.0,-4.8,-6.4,0.7,0.7,0.0,0.0,0.3,-1.0,0.5,0.0,0.1,0.1,0.1,0.2,,0.2,0.1,0.0,0.3,0.0,0.0,0.1,0.1,0.3,,,0.3,,,0.0,0.1,0.2,0.0,0.0,0.0,0.3,-1.5,0.2
198412,0.2,0.3,-0.1,1.8,2.3,0.1,0.1,-0.2,0.1,-0.7,-1.6,0.2,0.0,2.0,0.2,0.2,0.2,,0.3,0.3,0.0,0.1,0.0,0.0,0.1,0.3,0.3,,,0.3,,,0.0,0.1,0.0,0.0,-0.3,-0.2,-0.4,0.5,0.1
198501,0.5,0.5,-0.7,5.6,5.6,0.4,0.0,-0.9,0.1,-3.6,-1.8,0.5,0.0,-1.8,0.3,0.4,0.0,,0.2,0.3,0.0,0.0,0.0,0.0,0.8,0.3,0.2,,,0.1,,,1.7,0.1,-0.3,0.0,2.0,0.1,-2.4,1.5,0.0
198502,-0.4,-0.6,-0.3,-1.7,-2.0,0.0,0.0,-0.5,0.0,-1.8,-1.5,0.0,0.0,0.2,0.0,-0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.0,-0.1,0.0,0.2,,,0.2,,,-0.5,0.0,0.0,0.0,-1.2,-0.3,-1.1,-0.5,0.0
198503,0.4,0.6,0.3,1.6,1.7,1.2,1.1,0.4,0.1,1.6,0.9,0.0,0.0,0.1,0.2,0.2,0.3,,0.1,0.0,2.4,0.0,0.0,0.0,0.3,0.2,0.3,,,0.2,,,0.3,0.1,4.1,0.2,0.0,-0.1,1.0,0.5,0.2
198504,0.6,0.4,0.3,1.0,1.2,0.1,0.1,0.4,0.0,1.7,0.0,0.0,0.2,-0.1,0.8,0.9,0.3,,1.0,0.6,0.0,0.1,4.0,0.0,0.8,0.3,0.2,,,0.3,,,1.8,0.3,0.9,4.3,1.1,-0.1,1.2,0.4,0.3
198505,0.2,-0.1,0.2,-2.1,-2.6,0.0,0.0,0.4,0.1,1.7,-0.2,0.0,0.0,0.0,0.6,0.6,1.7,,0.8,6.4,0.0,0.2,0.0,0.0,0.3,0.1,0.5,,,0.5,,,0.2,0.1,0.2,0.0,0.3,0.0,1.1,-0.6,0.9
198506,0.0,-0.1,0.0,-0.6,-0.7,0.0,0.0,0.0,0.2,-0.1,-0.4,0.0,0.1,0.0,0.1,0.1,0.0,,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.3,,,0.2,,,0.1,0.0,0.0,0.0,0.1,-0.1,0.0,-0.2,0.0
198507,0.2,0.2,-0.2,2.0,2.5,-0.1,0.0,-0.2,0.1,-0.8,-0.9,0.1,0.0,0.0,0.1,0.1,0.2,,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.2,0.2,,,0.1,,,0.0,0.1,0.2,0.0,0.0,0.0,-0.5,0.6,0.1
198508,-0.2,-0.4,-0.4,0.3,0.5,0.0,0.0,-0.9,0.0,-4.0,-0.8,0.1,0.0,1.8,0.1,0.2,0.1,,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.1,,,0.1,,,0.2,0.0,0.0,0.0,0.7,-0.1,-2.4,0.0,0.0
198509,0.1,0.2,0.7,-2.0,-2.6,0.0,0.0,0.9,0.0,4.7,-0.3,0.1,0.0,-0.4,0.0,0.0,0.0,,0.3,0.6,0.0,0.0,0.0,0.0,0.1,0.1,0.2,,,0.1,,,-0.1,0.1,0.0,0.2,-0.6,0.1,3.0,-0.6,0.0
198510,0.9,1.3,0.3,5.8,7.3,0.0,0.0,0.4,0.2,1.4,-0.2,0.1,0.0,-0.1,0.3,0.2,0.4,,0.5,0.2,0.0,0.8,0.0,0.0,0.1,0.2,0.1,,,0.2,,,0.1,0.1,0.0,0.0,0.3,0.1,0.9,1.7,0.3
198511,-0.8,-1.5,0.1,-8.0,-9.8,0.0,0.0,0.2,0.1,1.0,-0.3,0.0,0.0,0.2,0.1,0.1,0.1,,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.3,,,0.4,,,0.0,0.0,0.0,0.0,0.1,-0.1,0.7,-2.3,0.0
198512,0.1,0.2,0.1,0.9,1.1,0.0,0.0,-0.1,0.0,-0.2,-0.2,0.0,0.0,2.0,0.1,0.0,0.1,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,,,0.2,,,-0.1,0.1,0.2,0.0,-0.5,-0.2,-0.2,0.3,0.0
198601,0.4,0.7,-0.5,6.1,7.5,0.0,0.0,-0.6,0.0,-2.9,-0.6,-0.1,0.0,-1.7,0.1,0.1,0.1,,0.4,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,,,0.1,,,0.1,0.1,0.0,0.0,0.1,-0.1,-1.9,1.6,0.1
198602,-0.1,-0.4,-0.3,-0.7,-0.9,0.5,0.5,-0.3,0.1,-1.3,-0.5,0.1,0.0,-0.1,0.0,0.0,0.0,,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.1,0.2,,,0.2,,,0.0,0.1,0.0,0.0,0.1,-0.1,-0.9,-0.2,0.0
198603,-0.1,-0.2,0.2,-1.9,-2.3,0.0,0.0,0.2,0.1,1.5,-1.3,0.1,0.0,0.4,0.2,0.2,0.1,,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,,,0.2,,,0.1,0.0,0.0,0.0,0.1,-0.1,1.0,-0.6,0.1
198604,0.3,0.0,0.1,-1.1,-1.3,0.1,0.1,0.2,0.1,1.9,-2.3,0.1,0.2,0.2,0.8,0.9,0.6,,0.5,0.6,1.7,0.1,4.9,0.0,0.8,0.2,0.2,,,0.3,,,1.7,0.3,5.0,2.9,1.7,0.0,1.2,-0.5,0.5
198605,0.3,0.4,0.5,-0.2,-0.4,0.0,0.0,0.5,0.1,1.5,-1.8,1.0,0.1,3.0,0.2,0.2,0.1,,0.7,0.2,0.0,0.0,0.0,0.0,0.3,0.1,0.6,,,0.4,,,0.3,0.1,0.1,0.2,0.4,-0.2,1.0,0.3,1.2
198606,-0.5,-1.1,-0.9,-2.0,-2.4,0.0,0.0,-0.2,0.0,0.1,-2.5,0.1,-6.7,0.1,0.1,0.0,0.0,,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,,,0.3,,,0.0,0.0,0.1,0.0,-0.3,-0.1,0.1,-1.5,-1.6
198607,-0.3,-0.5,-0.5,-0.7,-0.9,-0.2,-0.2,-0.5,-0.1,-1.0,-2.8,0.1,-0.6,0.0,0.1,0.1,0.1,,-0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.4,,,0.2,,,0.0,0.1,0.1,0.0,0.0,-0.1,-0.7,-0.5,-0.1
198608,-0.2,-0.4,-0.6,1.2,1.6,0.1,0.1,-1.0,0.0,-3.9,-1.9,0.1,0.0,0.3,0.1,0.2,-0.2,,0.0,0.1,0.0,-0.1,0.0,0.0,0.3,0.1,0.1,,,0.1,,,0.4,0.0,0.0,0.0,1.1,-0.2,-2.6,0.2,0.0
198609,0.5,0.6,0.4,0.9,1.1,0.1,0.1,0.7,-0.1,4.4,-1.7,0.0,0.0,-0.2,0.2,0.1,0.7,,0.1,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.2,,,0.3,,,-0.2,0.0,0.3,0.0,-0.6,-0.1,2.8,0.1,0.4
198610,0.1,0.0,0.2,-0.1,-0.1,0.1,0.0,0.1,-0.1,1.3,-2.5,0.3,0.0,0.0,0.3,0.3,0.6,,0.3,2.1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,,,0.2,,,0.1,0.1,0.0,0.0,0.1,-0.1,0.9,-0.2,0.3
198611,-0.5,-0.8,-0.1,-3.9,-4.9,0.0,0.0,-0.2,0.0,0.6,-3.4,0.2,0.1,0.2,0.0,0.0,0.0,,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,,,0.2,,,-0.1,0.0,0.0,0.0,-0.3,-0.1,0.3,-1.4,0.0
198612,-0.2,-0.4,-0.1,-1.4,-1.8,0.0,0.0,-0.2,-0.1,-0.1,-2.4,0.1,0.0,1.9,0.0,0.0,0.1,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,,,0.1,,,-0.1,0.1,0.0,0.0,-0.4,-0.3,0.0,-0.4,0.0
198701,-0.4,-0.8,-1.2,0.4,0.5,-0.1,0.0,-0.8,0.1,-3.7,-1.5,0.0,-2.7,-1.9,0.2,0.1,0.3,,0.1,0.3,1.8,0.1,0.0,0.0,0.1,0.1,0.1,,,0.2,,,-0.1,0.0,0.1,0.0,-0.1,-0.1,-2.5,-0.4,-0.3
198702,0.0,-0.1,0.0,-0.9,-1.0,0.0,0.0,0.0,0.0,-1.2,4.1,-0.4,-0.3,0.2,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,,,0.2,,,0.1,0.1,0.0,0.0,0.1,-0.2,-0.8,0.1,-0.2
198703,0.4,0.6,0.3,2.1,2.7,0.0,0.0,0.3,-0.1,1.7,0.8,0.0,0.0,0.3,0.1,0.2,0.1,,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,,,0.1,,,0.3,0.0,0.1,0.2,0.4,-0.1,1.2,0.6,0.1
198704,0.9,1.0,0.3,3.3,3.9,0.0,0.0,0.6,-0.1,1.7,3.7,-0.2,0.1,0.0,0.7,0.7,0.4,,1.5,0.2,0.0,0.0,4.2,0.0,0.6,0.1,0.4,,,0.4,,,1.4,0.4,0.6,2.8,1.1,0.0,1.2,1.1,0.2
198705,0.2,0.2,0.2,0.0,0.1,0.0,0.0,0.3,0.0,1.7,-0.1,-0.1,0.0,-0.1,0.1,0.2,0.0,,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,,,0.3,,,0.3,0.0,0.0,0.3,0.4,-0.3,1.2,0.0,0.0
198706,-0.2,-0.5,-0.2,-2.3,-3.0,0.0,0.0,-0.1,-0.1,0.1,-0.4,-0.1,0.1,0.0,0.5,0.1,0.1,,0.1,0.1,0.0,1.9,0.0,0.0,0.5,0.0,1.1,,,1.3,,,0.1,0.1,0.0,0.0,0.0,-0.2,0.0,-0.8,0.1
198707,-0.5,-1.1,-0.3,-4.2,-5.2,0.0,0.0,-0.4,0.0,-1.9,-0.8,-0.1,0.0,0.0,0.1,0.1,0.1,,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,,,0.3,,,0.0,0.1,0.0,0.0,0.0,-0.2,-1.3,-1.1,0.1
198708,0.1,0.1,-0.4,2.9,3.7,0.0,0.0,-0.8,0.0,-3.3,-0.2,-0.1,0.0,0.5,0.2,0.2,0.1,,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,,,0.1,,,0.5,0.1,0.0,0.0,1.0,-0.3,-2.2,0.8,0.0
198709,0.9,1.7,0.6,6.2,7.8,0.0,0.0,0.8,0.0,4.1,-0.3,0.0,0.0,0.0,-0.1,-0.1,-0.1,,0.2,0.1,0.0,0.0,0.0,0.0,-0.1,0.1,0.1,,,0.1,,,-0.3,0.0,0.0,0.2,-0.9,-0.1,2.7,1.7,0.0
198710,0.0,-0.1,0.1,-1.1,-1.3,-0.1,-0.1,0.2,-0.1,1.4,-0.2,0.0,0.0,0.1,0.1,0.1,0.1,,0.3,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.1,,,0.1,,,0.1,0.1,0.0,0.0,0.1,-0.1,1.0,-0.4,0.0
198711,-0.5,-1.0,0.0,-5.2,-6.5,-0.2,-0.2,0.1,0.0,0.5,-0.6,-0.1,0.0,0.2,0.1,0.0,0.0,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,,,0.1,,,0.0,0.1,0.0,0.0,0.1,-0.3,0.4,-1.5,0.0
198712,-0.1,0.0,0.1,0.0,0.1,-0.6,-0.6,-0.2,0.0,-0.2,-1.3,-0.1,0.0,1.8,-0.1,0.0,0.1,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,,,-0.2,,,-0.1,0.1,0.1,0.0,-0.5,-0.3,-0.1,0.0,0.0
198801,-0.3,-0.6,-1.0,1.1,1.6,-0.9,-0.9,-0.9,0.0,-3.8,-1.3,0.1,-1.8,-1.9,0.1,0.1,0.1,,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,,,0.1,,,0.1,0.3,0.0,0.0,0.1,-0.1,-2.5,0.0,-0.4
198802,-0.2,-0.4,-0.3,-0.3,-0.4,0.0,0.0,-0.4,0.0,-1.8,-1.1,0.1,0.0,0.2,0.1,0.0,-0.1,,0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.2,,,0.2,,,0.0,0.0,0.0,0.0,0.0,-0.1,-1.2,-0.2,0.0
198803,0.4,0.7,0.3,2.3,3.0,0.0,0.0,0.3,0.0,2.0,-0.9,0.0,0.0,-0.2,0.0,0.0,-0.3,,0.1,0.0,0.0,-0.2,0.0,0.0,0.1,0.2,0.2,,,0.2,,,0.1,0.1,0.0,0.0,0.0,-0.1,1.3,0.6,-0.1
198804,0.5,0.3,0.2,0.1,0.0,0.0,0.0,0.4,0.0,2.1,-0.9,0.0,0.2,0.0,0.6,0.8,0.2,,0.6,0.3,-1.1,0.2,3.6,0.0,0.8,0.0,0.5,,,0.2,,,1.6,0.3,2.5,3.0,1.4,-0.1,1.5,-0.1,0.1
198805,0.1,0.1,0.2,-0.8,-0.9,0.0,0.0,0.3,0.1,2.0,-0.5,0.0,0.0,0.1,0.2,0.1,0.0,,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,,,0.3,,,0.3,0.1,0.0,0.1,0.5,-0.1,1.3,-0.2,0.0
198806,-0.2,-0.4,-0.1,-1.7,-2.1,0.0,0.0,-0.1,0.0,-0.1,-0.4,-0.3,0.1,0.0,0.1,0.1,0.2,,0.2,0.2,0.5,1.4,0.0,0.0,0.0,0.0,0.1,,,0.1,,,-0.1,0.0,0.0,0.1,-0.2,-0.4,0.0,-0.5,0.2
198807,-0.2,-0.4,-0.3,-0.6,-0.9,0.0,0.0,-0.4,0.0,-1.8,-0.2,0.0,0.0,0.0,0.0,0.0,0.1,,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,0.1,,,0.0,0.1,0.1,0.0,-0.1,-0.1,-1.2,-0.2,0.1
198808,0.3,0.3,-0.4,4.1,5.3,0.0,0.0,-0.6,0.0,-3.3,0.7,-0.2,0.0,0.2,0.2,0.3,0.1,,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,,,0.1,,,0.5,0.0,0.0,0.0,1.2,-0.2,-2.2,1.3,0.0
198809,0.8,1.5,0.8,4.0,5.0,0.0,0.0,1.1,0.0,5.3,0.2,0.1,0.0,-0.1,0.0,-0.2,-0.1,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,,0.2,,,-0.3,0.1,0.1,0.0,-0.9,0.0,3.6,1.1,-0.1
198810,0.5,0.8,0.4,2.9,3.7,0.0,0.0,0.2,0.1,1.2,-0.3,-0.1,0.0,0.3,0.2,0.2,0.2,,1.7,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.3,,,0.2,,,0.1,0.1,0.0,0.0,0.2,-0.1,0.8,0.9,0.1
198811,-0.4,-0.9,0.0,-4.5,-5.6,0.1,0.1,0.1,0.0,0.9,-1.1,0.1,0.0,-0.3,0.1,0.0,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,,,0.3,,,0.0,0.1,0.0,0.0,-0.1,-0.1,0.7,-1.4,0.0
198812,-0.3,-0.5,0.2,-3.1,-3.8,-0.1,-0.1,0.0,0.1,-0.1,-0.8,-0.1,0.0,2.0,0.0,0.1,0.1,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,0.2,,,-0.1,0.3,0.1,0.0,-0.5,-0.1,0.0,-0.8,0.0
198901,-0.2,-0.5,-0.9,0.6,0.7,0.0,0.0,-0.8,0.0,-3.5,-0.4,0.1,0.0,-1.5,0.2,0.1,0.2,,0.2,0.1,0.0,0.6,0.0,0.0,0.1,0.1,0.2,,,0.1,,,0.2,0.3,0.0,0.0,0.4,-0.1,-2.5,0.1,0.2
198902,-0.3,-0.4,0.0,-2.0,-2.6,-0.1,-0.1,-0.3,0.1,-1.8,1.1,-0.3,0.0,5.2,-0.1,0.0,-0.4,,0.0,0.0,0.0,-0.2,0.0,0.0,0.1,0.2,0.1,,,0.1,,,0.1,0.1,0.1,0.0,-0.1,-0.3,-1.2,-0.2,-0.3
198903,0.5,0.7,0.4,2.2,2.7,0.0,0.0,0.4,0.0,2.0,0.6,0.0,0.0,-0.3,0.3,0.2,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.3,,,0.3,,,0.3,0.3,0.0,0.3,0.4,-0.2,1.4,0.6,0.0
198904,1.8,1.4,1.4,0.8,0.6,1.9,1.9,1.8,2.1,4.1,2.2,-0.2,-1.1,2.9,2.1,2.5,1.6,,2.5,0.5,0.5,2.6,2.6,2.9,2.2,3.2,0.5,,,0.5,,,3.4,2.7,2.7,3.9,3.6,-2.4,3.3,1.3,0.9
198905,0.6,0.8,0.6,2.4,3.1,0.1,0.1,0.4,0.1,1.8,0.4,-0.1,0.1,0.0,0.4,0.3,0.3,,0.2,0.2,0.0,0.1,0.0,0.0,0.4,0.3,0.3,,,0.5,,,0.4,0.1,0.0,0.1,0.7,-0.1,1.3,0.7,0.2
198906,-0.1,-0.3,0.0,-1.8,-2.3,0.0,0.0,0.1,-0.1,0.2,0.7,0.1,0.0,0.1,0.3,0.2,0.2,,0.2,0.1,0.0,0.1,0.0,0.0,0.4,0.2,0.5,,,0.8,,,0.0,0.3,0.1,0.0,-0.2,0.1,0.2,-0.5,0.1
198907,-0.2,-0.5,-0.4,-1.0,-1.3,0.0,0.0,-0.4,0.1,-2.0,0.8,-0.2,0.1,0.0,0.1,0.1,0.1,,0.4,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,,,0.1,,,0.1,0.1,0.0,0.0,0.1,-0.2,-1.4,-0.2,0.1
198908,-0.1,-0.4,-0.5,0.4,0.5,0.0,0.0,-0.7,0.0,-3.1,0.0,-0.1,0.0,0.2,0.2,0.2,0.1,,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.1,,,0.1,,,0.4,0.1,0.0,0.0,0.9,-0.1,-2.1,0.1,0.1
198909,0.9,1.7,1.1,3.9,5.1,0.0,0.0,1.4,0.1,6.2,0.2,0.1,0.0,-0.1,-0.1,-0.1,0.0,,0.1,0.2,0.0,-0.1,0.0,0.0,-0.1,0.1,0.1,,,0.1,,,-0.4,0.1,0.0,0.1,-0.9,0.1,4.1,1.2,-0.1
198910,0.8,1.3,0.4,5.1,6.2,0.2,0.2,0.3,-0.1,1.4,0.2,0.0,0.0,0.2,0.2,0.2,0.1,,0.3,0.1,0.0,0.1,0.0,0.0,0.2,0.1,0.1,,,0.1,,,0.3,0.1,0.0,0.0,0.6,0.1,1.0,1.5,0.1
198911,-1.0,-2.0,0.1,-10.0,-12.4,0.3,0.3,0.3,0.1,0.9,0.5,0.0,0.0,-0.1,0.0,0.0,0.0,,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,0.1,,,0.1,0.2,0.0,0.0,-0.1,0.0,0.5,-3.1,0.1
198912,0.1,0.1,0.1,0.5,0.6,0.2,0.2,-0.1,-0.1,-0.3,0.4,-0.1,0.0,2.3,0.1,0.0,0.1,,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,,,0.2,,,-0.2,0.0,0.1,0.0,-0.4,0.0,-0.2,0.3,0.0
199001,0.2,0.2,-0.8,4.4,5.6,0.2,0.1,-0.9,0.2,-3.9,-0.1,0.0,0.0,-2.0,0.3,0.4,0.2,,0.1,0.4,0.0,0.0,0.0,0.5,0.4,0.2,0.2,,,0.3,,,0.6,0.4,0.1,0.0,1.3,-0.1,-2.5,1.1,0.3
199002,0.1,0.3,-0.1,3.0,3.7,0.0,0.0,-0.3,0.0,-1.9,0.3,0.1,0.0,1.0,-0.1,-0.1,-0.1,,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,,,0.1,,,-0.3,0.0,0.0,0.0,-0.9,-0.1,-1.0,0.9,-0.1
199003,0.4,0.7,0.6,0.7,0.8,0.0,0.0,0.7,0.5,2.4,1.0,-0.2,0.0,-0.1,0.2,0.1,0.1,,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,,,0.1,,,0.1,0.4,0.1,0.1,0.0,-0.3,1.8,0.4,0.1
199004,0.8,0.5,0.4,0.1,0.2,0.0,0.0,0.7,0.2,3.0,0.4,0.0,0.0,0.0,1.1,1.4,0.9,,0.7,0.4,0.7,-0.8,3.0,28.1,1.2,0.4,0.3,,,0.4,,,2.6,0.9,3.8,5.3,2.0,-0.2,2.0,0.1,0.5
199005,0.5,0.7,0.5,2.0,2.3,0.0,0.0,0.5,0.2,1.9,0.1,0.0,0.1,0.1,0.3,0.2,0.1,,0.5,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.3,,,0.3,,,0.5,0.2,0.0,0.1,1.0,-0.2,1.4,0.7,0.0
199006,-0.4,-0.9,-0.1,-4.9,-5.9,0.0,0.0,0.0,0.3,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,-0.1,,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.3,,,0.4,,,-0.2,0.2,0.1,0.0,-0.9,-0.2,-0.1,-1.3,0.0
199007,-0.2,-0.4,-0.2,-1.1,-1.5,0.0,0.0,-0.3,0.2,-1.9,0.1,0.0,0.0,0.1,0.2,0.2,0.1,,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.3,,,0.2,,,0.2,0.1,0.1,0.0,0.5,-0.1,-1.3,-0.2,0.1
199008,0.4,0.4,-0.2,4.3,5.3,0.0,0.0,-0.4,0.5,-3.1,0.3,0.0,0.0,0.4,0.3,0.3,0.1,,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.1,,,0.2,,,0.7,0.1,0.0,0.0,1.8,0.0,-2.1,1.4,0.0
199009,0.8,1.5,1.3,2.3,2.8,0.0,0.0,1.5,0.6,5.7,0.9,0.2,0.0,0.0,-0.1,-0.2,-0.1,,0.2,0.1,0.0,-0.1,0.0,0.0,-0.1,0.1,0.1,,,0.1,,,-0.5,0.2,0.1,0.0,-1.7,0.2,4.1,0.9,0.0
199010,1.1,1.8,0.9,4.8,5.7,0.0,0.0,1.2,0.6,1.7,9.5,-0.1,0.0,0.1,0.2,0.2,0.1,,0.5,0.0,0.0,0.1,0.0,0.0,0.2,0.3,0.2,,,0.2,,,0.2,0.4,0.0,0.1,0.5,-0.2,1.3,2.2,0.0
199011,-0.2,-0.5,0.6,-5.1,-6.1,0.0,0.0,0.8,0.7,0.6,4.3,0.1,0.0,0.0,0.3,0.2,0.1,,0.2,0.1,0.0,0.3,0.0,0.0,0.2,0.1,0.2,,,0.6,,,0.2,0.2,0.0,0.0,0.1,-0.1,0.5,-0.8,0.1
199012,-0.1,-0.3,0.4,-3.1,-3.8,0.0,0.0,0.2,0.5,0.0,0.5,0.0,0.1,3.0,0.1,0.0,0.2,,0.2,0.1,0.0,0.3,0.0,0.0,0.1,0.4,0.3,,,0.2,,,-0.2,0.4,0.0,0.0,-0.7,-0.2,0.0,-0.5,0.1
199101,0.7,0.9,-0.8,9.0,10.9,0.0,0.0,-0.9,0.3,-4.1,-1.6,0.0,0.0,-2.7,0.5,0.6,0.1,,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,,,0.1,,,1.3,0.4,0.3,0.0,3.1,0.0,-2.8,2.2,0.0
199102,-0.3,-0.4,-0.1,-1.4,-1.7,-0.2,-0.2,-0.3,0.3,-1.7,-2.0,0.5,0.0,1.5,-0.2,-0.2,0.0,,0.1,0.1,0.0,0.1,0.0,0.0,-0.2,0.2,0.1,,,0.1,,,-0.9,0.4,0.3,0.0,-2.7,0.3,-0.9,-0.3,0.1
199103,0.5,0.7,0.6,1.6,2.0,-0.1,-0.1,0.6,0.4,2.5,-2.2,0.3,0.0,0.0,0.2,0.2,0.1,,0.1,0.1,0.0,0.1,0.0,0.0,0.2,0.2,0.2,,,0.1,,,0.3,0.2,0.0,0.4,0.2,0.0,1.9,0.5,0.1
199104,0.6,0.6,0.5,0.1,0.1,0.0,0.0,0.7,0.5,2.8,-1.7,0.2,0.1,0.9,0.7,0.8,-0.5,,-0.6,-1.8,0.0,-1.0,2.7,0.0,1.0,0.4,0.3,,,0.3,,,2.3,0.8,0.4,4.2,2.2,0.1,2.2,0.1,-0.4
199105,0.5,0.6,0.6,0.6,0.8,0.0,0.0,0.7,0.4,2.4,-0.4,0.3,0.0,0.1,0.3,0.3,0.0,,0.2,0.1,0.0,0.0,0.0,0.0,0.3,0.3,0.4,,,0.4,,,0.4,0.5,0.0,0.3,0.4,0.1,1.7,0.2,0.0
199106,-0.4,-0.8,0.0,-4.8,-5.7,-0.1,-0.1,0.2,0.3,0.1,-0.4,0.1,0.0,0.1,0.2,0.1,-0.1,,0.0,0.0,0.0,-0.1,0.0,0.0,0.3,0.3,0.6,,,0.6,,,0.2,0.2,0.0,0.0,0.1,0.0,0.2,-1.1,0.0
