類・品目,総合,財,生鮮食品を除く財,農水畜産物,生鮮商品,他の農水畜産物,米類,工業製品,食料工業製品,繊維製品,石油製品,他の工業製品,電気・都市ガス・水道,出版物,サービス,持家の帰属家賃を除くサービス,公共サービス,外食,公営・都市再生機構・公社家賃,家事関連サービス,医療・福祉関連サービス,運輸・通信関連サービス,教育関連サービス,教養娯楽関連サービス,一般サービス,外食,民営家賃,民営家賃（木造）,民営家賃（非木造）,持家の帰属家賃,持家の帰属家賃（木造）,持家の帰属家賃（非木造）,他のサービス,家事関連サービス,医療・福祉関連サービス,教育関連サービス,通信・教養娯楽関連サービス,耐久消費財,半耐久消費財,非耐久消費財,公共料金
Group/Item,All items,Goods,"Goods, less fresh food","Agricultural, aquatic & livestock products","Fresh food, raw meats & cut flowers","Other agricultural, aquatic & livestock products",Rice,Industrial products,Food products,Textiles,Petroleum products,Other industrial products,"Electricity, manufactured & piped gas & water charges",Publications,Services,"Services, less imputed rent",Public services,Meals outside the home,"House rent, public, Urban Renaissance Agency & public corporation",Services related to domestic duties,Services related to medical care & welfare,Services related to forwarding & communication,Services related to education,Services related to culture & recreation,General services,Meals outside the home,"House rent, private","House rent, private (wooden)","House rent, private (non-wooden)",Imputed rent,Imputed rent (wooden),Imputed rent (non-wooden),Other services,Services related to domestic duties,Services related to medical care & welfare,Services related to education,"Services related to communication, culture & recreation",Durable goods,Semi-durable goods,Non-durable goods,Public utilities charges
類・品目符号(Group/Item code),0201,0202,0241,0203,0204,0205,0206,0207,0208,0211,0214,0215,0218,0219,0220,0242,0221,0243,0222,0223,0224,0225,0226,0227,0228,0229,0230,0245,0246,0231,0247,0248,0232,0233,0234,0235,0236,0237,0238,0239,0240
198309,0.9,-0.1,0.8,-3.5,-4.6,1.5,1.6,1.0,1.9,2.5,-10.4,3.5,0.3,0.4,2.6,2.4,1.0,,7.0,2.4,-1.0,-0.6,4.6,0.0,2.9,2.3,2.9,,,3.2,,,3.2,1.4,2.9,4.6,3.2,-0.3,2.1,-0.7,2.4
198310,1.5,0.8,0.9,0.5,0.1,1.3,1.5,1.0,2.4,1.6,-9.8,3.7,0.2,0.4,2.5,2.5,1.2,,9.8,2.2,-1.0,-0.7,4.6,0.0,3.2,2.4,2.9,,,3.4,,,3.4,1.4,2.7,4.6,3.1,-0.1,1.6,0.7,2.5
198311,1.9,1.5,1.3,3.0,3.5,1.5,1.6,1.3,2.6,2.5,-10.5,3.9,0.3,0.4,2.6,2.5,1.1,,9.9,2.1,-1.0,-0.6,4.6,0.0,3.0,2.6,2.8,,,3.3,,,3.3,1.3,2.3,4.6,3.4,0.2,2.1,1.6,2.6
198312,1.7,1.3,1.0,2.7,2.9,1.6,1.7,1.1,2.6,2.1,-11.9,4.2,0.3,0.5,2.4,2.4,1.3,,9.0,1.8,-1.0,-0.6,4.6,0.0,2.9,2.6,2.6,,,3.0,,,3.2,1.1,2.1,4.6,3.1,0.1,1.8,1.3,2.5
198401,1.9,1.5,1.2,3.2,3.6,1.8,1.8,1.1,2.7,2.3,-12.1,4.2,0.3,0.6,2.5,2.4,1.3,,9.1,2.0,0.2,-0.6,4.6,0.0,2.9,2.7,2.5,,,2.7,,,3.0,1.1,2.3,4.6,3.2,0.2,1.9,1.6,2.6
198402,2.9,2.9,1.6,9.1,10.8,3.2,3.1,1.4,2.7,2.9,-10.3,3.6,0.4,0.6,2.5,2.6,1.7,,8.4,2.1,0.0,0.9,4.6,0.0,2.7,2.6,2.5,,,2.5,,,3.1,1.1,2.0,4.6,3.1,-0.1,2.2,3.5,3.0
198403,2.5,2.4,1.5,6.3,7.0,3.7,3.6,1.5,2.7,2.5,-8.5,3.5,0.4,0.6,2.5,2.5,1.5,,8.4,2.1,-1.4,1.1,4.6,0.0,2.9,2.6,2.4,,,2.6,,,3.1,1.1,3.2,4.6,2.9,0.1,2.0,2.9,3.0
198404,2.3,2.2,1.7,4.0,4.2,3.9,3.8,1.9,2.6,2.9,-5.5,2.9,0.8,0.7,2.6,2.6,2.2,,8.3,2.1,-1.4,1.2,4.7,15.5,2.6,2.7,2.2,,,2.2,,,2.8,1.0,7.0,4.4,2.3,-0.3,2.3,2.5,3.6
198405,2.0,1.4,2.0,0.1,-0.7,3.8,3.7,1.7,3.3,2.6,-4.9,1.8,1.4,0.8,2.9,3.2,3.7,,7.0,1.9,-1.4,2.2,4.7,15.5,2.7,3.1,2.1,,,1.6,,,3.0,1.0,7.4,4.2,3.2,0.0,2.2,1.4,2.6
198406,1.9,1.3,1.5,0.6,-0.3,3.8,3.8,1.6,3.0,2.5,-4.9,1.7,1.5,0.6,2.9,3.2,3.8,,6.8,1.9,-1.4,2.3,4.7,15.5,2.5,3.3,1.9,,,1.6,,,2.9,1.1,6.5,4.2,2.7,-0.2,2.1,1.3,2.8
198407,2.5,2.2,1.6,4.6,4.8,3.8,3.8,1.7,2.9,2.4,-3.6,1.4,1.5,0.6,3.0,3.3,4.1,,8.0,2.1,-1.4,2.8,4.7,15.5,2.5,3.4,1.9,,,1.5,,,3.0,1.3,6.5,4.2,2.6,-0.1,1.9,2.5,2.9
198408,1.9,1.1,1.8,-1.4,-2.9,3.8,3.8,1.9,3.0,2.6,-2.0,1.4,1.5,0.6,3.0,3.3,4.4,,8.1,1.9,-1.4,3.2,4.7,15.5,2.7,3.3,1.8,,,1.7,,,2.8,1.3,6.5,4.2,2.6,0.1,2.1,0.9,3.0
198409,2.3,1.8,1.6,2.4,2.0,3.9,3.9,1.6,3.0,1.8,-0.9,1.1,1.6,0.8,2.9,3.3,4.2,,8.0,2.1,-1.4,3.1,4.7,15.5,2.7,3.3,1.8,,,1.7,,,2.9,1.4,6.5,4.2,2.3,-0.2,1.6,2.1,3.0
198410,2.2,1.4,1.8,0.3,-0.5,4.4,4.4,1.9,2.3,3.5,-1.3,1.1,1.7,0.5,3.2,3.5,5.2,,5.6,2.1,6.8,3.1,5.0,15.5,2.4,3.1,1.9,,,1.6,,,2.7,1.4,6.5,4.2,2.2,0.0,2.7,1.2,3.5
198411,2.2,1.6,1.5,1.2,0.4,3.9,3.9,1.5,2.1,2.8,-1.5,1.2,1.6,0.6,3.1,3.5,5.5,,5.8,2.1,6.8,3.4,5.0,15.5,2.4,2.8,2.0,,,1.7,,,2.7,1.5,6.6,4.2,2.0,-0.2,2.3,1.4,3.6
198412,2.6,2.3,1.6,4.8,5.1,3.8,3.9,1.6,2.0,3.3,-1.3,1.1,1.6,0.7,3.3,3.5,5.3,,5.8,2.2,6.8,3.3,5.0,15.5,2.5,2.7,2.2,,,2.0,,,2.7,1.5,6.6,4.2,2.2,-0.1,2.6,2.4,3.7
198501,2.9,2.5,1.6,5.6,4.6,4.1,3.8,1.6,1.9,4.1,-2.1,1.5,1.6,0.4,3.4,3.8,5.3,,5.5,2.2,6.8,3.2,5.0,15.5,3.2,2.7,2.4,,,2.3,,,4.4,1.5,6.1,4.2,3.7,0.1,3.1,2.5,3.6
198502,1.5,0.5,1.7,-2.5,-5.2,2.8,2.6,1.4,1.8,3.3,-3.5,1.4,1.5,0.4,3.2,3.4,4.8,,5.6,2.3,6.8,1.7,5.0,15.5,3.1,2.7,2.3,,,2.4,,,3.9,1.4,6.1,4.2,2.7,-0.1,2.7,0.0,3.2
198503,1.8,0.7,1.9,-2.1,-4.6,3.5,3.5,1.5,1.7,3.8,-2.7,1.3,1.5,0.7,3.3,3.6,5.1,,5.6,2.3,12.6,1.6,5.0,15.5,3.1,2.7,2.4,,,2.5,,,4.0,1.4,9.1,4.2,2.7,-0.1,3.0,0.1,3.4
198504,2.0,1.2,1.9,0.7,-0.3,3.4,3.4,1.4,1.7,3.2,-2.5,1.3,1.2,0.4,3.0,3.3,4.0,,6.1,2.2,12.6,1.5,4.3,0.0,3.1,2.5,2.5,,,2.4,,,3.9,1.4,5.3,4.5,2.4,-0.1,2.6,0.9,2.8
198505,1.8,0.7,0.8,-0.5,-0.6,3.4,3.5,1.1,1.0,3.1,-2.1,1.1,0.6,0.4,3.4,3.5,4.1,,5.9,8.5,12.6,0.7,4.3,0.0,2.9,2.1,2.6,,,2.7,,,3.7,1.5,5.3,4.5,1.9,-0.3,2.5,0.2,2.7
198506,2.5,1.9,1.2,4.7,5.8,3.4,3.4,1.3,1.1,3.5,-1.5,1.0,0.5,0.6,3.3,3.5,4.1,,5.9,8.5,12.6,0.7,4.3,0.0,2.9,1.8,2.8,,,2.5,,,3.8,1.4,5.3,4.5,2.3,-0.2,2.8,1.9,2.6
198507,2.4,1.8,1.3,4.8,5.2,3.3,3.4,1.2,1.1,3.3,-2.4,1.2,0.5,0.6,3.1,3.3,3.8,,4.4,8.2,12.6,0.2,4.3,0.0,2.9,1.8,2.8,,,2.6,,,3.7,1.4,5.4,4.5,2.1,-0.2,2.7,1.9,2.5
198508,2.3,1.8,2.1,6.3,8.4,3.3,3.4,0.6,0.9,1.1,-3.2,1.3,0.5,2.5,3.3,3.4,4.0,,4.3,8.3,12.6,1.0,4.3,0.0,2.7,2.0,2.8,,,2.3,,,3.7,1.4,5.4,4.5,2.0,-0.3,1.4,2.2,2.6
198509,1.7,0.6,0.7,-0.4,0.4,3.1,3.3,1.0,0.8,4.2,-7.1,1.8,0.4,2.1,3.3,3.4,4.2,,4.1,8.8,12.6,1.1,4.3,0.0,2.9,2.0,2.9,,,2.4,,,3.8,1.4,5.2,4.7,2.1,-0.1,3.5,-0.2,2.6
198510,2.3,1.8,0.0,5.4,6.2,2.3,2.6,0.8,1.1,3.5,-7.5,1.5,0.4,2.2,3.0,3.2,3.3,,4.2,9.2,4.0,1.8,4.0,0.0,3.0,2.1,2.9,,,2.5,,,3.8,1.4,5.2,4.7,2.3,-0.1,3.0,1.7,2.3
198511,1.9,1.1,0.3,1.9,2.3,1.7,1.9,1.0,1.1,3.8,-6.8,1.0,0.4,2.2,3.1,3.2,3.2,,4.1,9.2,4.0,1.6,4.0,0.0,3.0,2.1,2.9,,,2.7,,,3.8,1.2,5.1,4.7,2.4,-0.1,3.2,0.6,2.0
198512,1.9,1.0,0.4,1.1,1.1,1.6,1.8,1.0,1.1,4.0,-5.6,0.8,0.4,2.2,3.0,3.1,3.1,,4.1,8.9,4.0,1.5,4.0,0.0,2.9,1.9,2.7,,,2.7,,,3.7,1.2,5.2,4.7,2.1,0.0,3.3,0.5,1.9
198601,1.5,0.9,0.6,2.7,3.0,1.2,1.2,0.4,0.8,1.9,-4.4,0.3,0.3,2.0,2.5,2.4,3.3,,3.9,8.8,2.4,1.5,4.0,0.0,2.2,1.7,2.5,,,2.6,,,2.0,1.2,5.6,4.7,0.3,-0.9,1.7,0.9,2.0
198602,1.8,1.1,0.6,3.7,4.2,1.6,1.7,0.6,0.9,2.5,-3.4,0.4,0.3,1.7,2.5,2.5,3.3,,3.9,8.8,2.4,1.6,4.0,0.0,2.4,1.8,2.5,,,2.6,,,2.5,1.4,5.6,4.7,1.6,-0.7,2.0,1.2,2.0
198603,1.3,0.3,0.5,0.2,0.1,0.5,0.6,0.4,0.9,2.5,-5.5,0.5,0.3,2.0,2.5,2.5,3.0,,3.9,8.8,0.0,1.6,4.0,0.0,2.3,1.9,2.2,,,2.6,,,2.4,1.2,1.4,4.5,1.7,-0.7,1.9,0.1,1.9
198604,1.0,-0.1,0.3,-1.9,-2.4,0.5,0.6,0.2,1.0,2.6,-7.7,0.6,0.3,2.3,2.5,2.5,3.3,,3.3,8.7,1.7,1.6,4.9,0.0,2.3,1.8,2.2,,,2.6,,,2.3,1.2,5.5,3.0,2.4,-0.6,1.9,-0.8,2.1
198605,1.1,0.4,0.6,0.0,-0.2,0.5,0.6,0.3,1.0,2.4,-9.2,1.6,0.4,5.3,2.1,2.1,1.7,,3.2,2.5,1.7,1.4,4.9,0.0,2.3,1.8,2.3,,,2.5,,,2.5,1.2,5.5,3.2,2.5,-0.8,1.8,0.1,2.4
198606,0.6,-0.6,-0.3,-1.4,-1.9,0.5,0.6,0.1,0.8,2.6,-11.1,1.7,-6.4,5.4,2.1,2.0,1.7,,3.3,2.2,1.7,1.4,4.9,0.0,2.3,1.9,2.2,,,2.6,,,2.4,1.2,5.6,3.2,2.1,-0.8,1.9,-1.2,0.8
198607,0.1,-1.3,-0.6,-4.1,-5.1,0.4,0.4,-0.2,0.6,2.4,-12.8,1.7,-7.0,5.4,2.1,2.0,1.7,,2.9,2.2,1.7,1.2,4.9,0.0,2.3,1.7,2.4,,,2.7,,,2.4,1.2,5.6,3.2,2.1,-0.9,1.7,-2.3,0.6
198608,0.1,-1.3,-0.8,-3.2,-4.1,0.5,0.5,-0.3,0.6,2.5,-13.8,1.7,-7.0,3.9,2.1,2.0,1.4,,2.8,2.2,1.7,1.1,4.9,0.0,2.4,1.6,2.4,,,2.7,,,2.5,1.2,5.6,3.2,2.6,-1.0,1.5,-2.1,0.6
198609,0.5,-0.9,-1.1,-0.3,-0.5,0.6,0.6,-0.5,0.5,2.2,-14.9,1.6,-7.0,4.1,2.3,2.1,2.1,,2.6,1.7,1.7,1.5,5.1,0.0,2.3,1.6,2.4,,,2.9,,,2.4,1.1,5.9,3.0,2.6,-1.2,1.4,-1.4,1.0
198610,-0.3,-2.2,-1.2,-5.9,-7.4,0.7,0.6,-0.8,0.2,2.1,-16.9,1.8,-7.0,4.2,2.3,2.2,2.3,,2.4,3.6,1.7,0.7,5.1,0.0,2.3,1.4,2.5,,,2.9,,,2.4,1.1,5.9,3.0,2.5,-1.4,1.4,-3.3,1.0
198611,0.0,-1.5,-1.4,-1.8,-2.3,0.7,0.6,-1.2,0.1,1.6,-19.5,2.0,-6.9,4.2,2.2,2.1,2.2,,2.3,3.6,1.7,0.7,5.1,0.0,2.1,1.4,2.3,,,2.7,,,2.3,1.1,5.9,3.0,2.1,-1.4,1.0,-2.4,1.0
198612,-0.3,-2.1,-1.6,-4.0,-5.2,0.7,0.6,-1.3,0.0,1.7,-21.2,2.1,-6.9,4.1,2.1,2.1,2.2,,2.6,3.6,1.7,0.7,5.1,0.0,2.1,1.4,2.3,,,2.6,,,2.3,1.1,5.8,3.0,2.2,-1.5,1.2,-3.1,1.0
198701,-1.1,-3.6,-2.3,-9.1,-11.3,0.6,0.6,-1.5,0.1,0.9,-22.0,2.1,-9.4,3.9,2.2,2.1,2.4,,2.3,3.8,3.5,0.8,5.1,0.0,2.1,1.4,2.4,,,2.7,,,2.1,0.9,5.9,3.0,2.0,-1.5,0.5,-5.0,0.6
198702,-1.0,-3.3,-2.0,-9.3,-11.4,0.1,0.1,-1.2,0.0,1.0,-18.4,1.7,-9.7,4.2,2.3,2.1,2.4,,2.3,3.7,3.5,0.6,5.1,0.0,2.1,1.4,2.6,,,2.7,,,2.2,0.9,5.9,3.0,2.0,-1.6,0.6,-4.8,0.3
198703,-0.5,-2.5,-1.9,-5.6,-6.8,0.1,0.1,-1.1,-0.2,1.2,-16.6,1.6,-9.7,4.0,2.2,2.1,2.4,,2.3,3.7,3.5,0.6,5.1,0.0,2.1,1.1,2.8,,,2.6,,,2.4,0.9,6.1,3.2,2.2,-1.6,0.8,-3.6,0.3
198704,0.1,-1.5,-1.7,-1.4,-1.9,0.0,0.0,-0.7,-0.4,1.0,-11.5,1.3,-9.8,3.8,2.1,1.9,2.2,,3.3,3.3,1.8,0.4,4.4,0.0,2.0,1.0,3.0,,,2.6,,,2.0,1.1,1.6,3.1,1.7,-1.6,0.8,-2.0,0.0
198705,0.0,-1.7,-2.0,-1.2,-1.4,0.0,0.0,-0.9,-0.5,1.3,-9.9,0.2,-9.9,0.8,2.0,1.9,2.1,,3.3,3.1,1.8,0.4,4.4,0.0,2.0,1.0,2.6,,,2.5,,,2.0,0.9,1.5,3.3,1.7,-1.7,1.0,-2.3,-1.2
198706,0.3,-1.1,-1.3,-1.5,-2.0,0.0,0.0,-0.8,-0.6,1.3,-8.0,0.0,-3.3,0.7,2.3,2.0,2.2,,3.2,3.2,1.8,2.3,4.4,0.0,2.4,0.8,3.6,,,3.6,,,2.1,1.1,1.3,3.3,1.9,-1.8,0.9,-1.6,0.5
198707,0.1,-1.7,-1.1,-5.0,-6.2,0.2,0.2,-0.7,-0.5,0.3,-6.0,-0.2,-2.7,0.7,2.3,2.0,2.2,,4.0,3.1,1.8,2.3,4.4,0.0,2.4,0.9,3.5,,,3.7,,,2.1,1.1,1.2,3.3,1.9,-1.9,0.3,-2.2,0.8
198708,0.4,-1.2,-0.9,-3.4,-4.2,0.1,0.1,-0.5,-0.5,0.9,-4.4,-0.4,-2.7,0.9,2.4,1.9,2.4,,4.2,3.0,1.8,2.5,4.4,0.0,2.3,0.8,3.5,,,3.7,,,2.2,1.2,1.2,3.3,1.8,-2.0,0.7,-1.6,0.8
198709,0.8,-0.1,-0.7,1.7,2.1,0.0,0.0,-0.4,-0.4,0.7,-3.1,-0.4,-2.7,1.1,2.1,1.8,1.7,,4.3,3.0,1.8,2.1,4.2,0.0,2.2,0.8,3.4,,,3.5,,,2.1,1.2,0.9,3.4,1.5,-2.0,0.6,-0.1,0.3
198710,0.7,-0.2,-0.8,0.7,0.9,-0.2,-0.1,-0.3,-0.4,0.9,-0.8,-0.6,-2.7,1.1,1.9,1.6,1.2,,4.2,1.0,1.8,2.3,4.2,0.0,2.2,0.8,3.3,,,3.4,,,2.1,1.2,0.9,3.4,1.5,-2.0,0.7,-0.3,0.0
198711,0.7,-0.4,-0.7,-0.6,-0.7,-0.4,-0.3,0.0,-0.4,0.8,2.1,-0.9,-2.8,1.1,2.0,1.6,1.2,,4.3,0.9,1.8,2.2,4.2,0.0,2.2,0.8,3.3,,,3.3,,,2.2,1.3,0.9,3.4,1.9,-2.2,0.8,-0.4,0.0
198712,0.8,0.0,-0.5,0.7,1.2,-0.9,-0.9,0.0,-0.3,0.7,3.2,-1.1,-2.8,1.0,1.9,1.6,1.2,,4.0,0.9,1.8,2.2,4.2,0.0,2.2,0.8,3.3,,,3.0,,,2.2,1.3,1.0,3.4,1.8,-2.2,0.7,0.0,0.0
198801,0.9,0.2,-0.3,1.4,2.3,-1.7,-1.8,-0.1,-0.4,0.6,3.5,-1.0,-1.9,1.0,1.8,1.6,1.0,,4.0,0.7,0.0,2.2,4.2,0.0,2.2,0.8,3.3,,,2.9,,,2.4,1.6,0.9,3.4,2.0,-2.2,0.7,0.4,-0.1
198802,0.7,-0.1,-0.6,1.9,2.8,-1.7,-1.8,-0.5,-0.4,0.0,-1.7,-0.6,-1.5,1.0,1.8,1.6,0.9,,4.1,0.7,0.0,2.1,4.2,0.0,2.1,0.7,3.1,,,2.9,,,2.3,1.5,0.9,3.4,1.9,-2.1,0.3,0.1,0.1
198803,0.7,0.0,-0.6,2.1,3.1,-1.7,-1.8,-0.5,-0.3,0.3,-3.3,-0.6,-1.5,0.6,1.7,1.4,0.5,,4.1,0.7,0.0,1.9,4.2,0.0,2.1,0.9,3.1,,,3.0,,,2.1,1.6,0.7,3.3,1.5,-2.1,0.4,0.1,-0.1
198804,0.3,-0.7,-0.7,-1.0,-0.8,-1.7,-1.8,-0.7,-0.2,0.7,-7.7,-0.4,-1.4,0.6,1.6,1.4,0.3,,3.2,0.8,-1.1,2.1,3.6,0.0,2.2,0.8,3.2,,,2.8,,,2.4,1.5,2.6,3.5,1.8,-2.2,0.7,-1.1,-0.2
198805,0.2,-0.8,-0.7,-1.8,-1.8,-1.7,-1.8,-0.7,-0.1,1.0,-8.1,-0.3,-1.4,0.8,1.7,1.3,0.3,,2.9,0.8,-1.1,2.1,3.6,0.0,2.2,0.8,3.1,,,2.8,,,2.4,1.6,2.6,3.3,1.9,-2.1,0.8,-1.3,-0.2
198806,0.2,-0.7,-0.6,-1.1,-0.9,-1.7,-1.8,-0.7,0.0,0.8,-8.1,-0.5,-1.4,0.8,1.3,1.3,0.4,,3.0,0.9,-0.6,1.6,3.6,0.0,1.7,0.8,2.0,,,1.5,,,2.2,1.5,2.6,3.5,1.6,-2.3,0.8,-1.0,-0.1
198807,0.5,0.0,-0.6,2.5,3.6,-1.7,-1.8,-0.7,0.0,0.9,-7.6,-0.4,-1.4,0.8,1.2,1.2,0.4,,2.7,1.0,-0.6,1.6,3.6,0.0,1.5,0.7,1.9,,,1.3,,,2.2,1.5,2.8,3.5,1.5,-2.2,0.8,-0.1,-0.1
198808,0.7,0.2,-0.6,3.7,5.2,-1.7,-1.8,-0.5,0.0,0.9,-6.7,-0.5,-1.4,0.5,1.2,1.3,0.4,,2.6,1.0,-0.6,1.6,3.6,0.0,1.5,0.8,1.8,,,1.3,,,2.2,1.3,2.8,3.5,1.7,-2.1,0.7,0.3,-0.1
198809,0.6,0.0,-0.4,1.5,2.4,-1.7,-1.8,-0.2,0.0,2.0,-6.3,-0.4,-1.4,0.4,1.3,1.2,0.4,,2.6,0.9,-0.6,1.6,3.6,0.0,1.7,0.7,2.0,,,1.4,,,2.2,1.5,2.9,3.3,1.8,-2.0,1.6,-0.2,-0.2
198810,1.1,0.9,-0.1,5.6,7.6,-1.6,-1.7,-0.2,0.2,1.8,-6.4,-0.5,-1.4,0.6,1.4,1.3,0.5,,4.1,0.8,-0.6,1.6,3.6,0.0,1.7,0.8,2.2,,,1.5,,,2.2,1.5,2.9,3.3,1.9,-2.0,1.4,1.1,-0.1
198811,1.2,1.0,-0.1,6.5,8.5,-1.3,-1.4,-0.2,0.2,2.3,-6.9,-0.3,-1.4,0.1,1.4,1.3,0.5,,4.0,0.8,-0.6,1.6,3.6,0.0,1.8,0.8,2.3,,,1.7,,,2.2,1.5,2.9,3.3,1.6,-1.8,1.6,1.2,-0.1
198812,1.0,0.5,0.0,3.2,4.3,-0.9,-0.9,0.0,0.3,2.4,-6.5,-0.3,-1.4,0.3,1.5,1.4,0.5,,4.2,0.8,-0.6,1.6,3.6,0.0,1.8,0.8,2.2,,,2.1,,,2.2,1.6,2.9,3.3,1.6,-1.6,1.7,0.4,-0.1
198901,1.1,0.6,0.1,2.7,3.4,0.0,0.0,0.1,0.3,2.7,-5.7,-0.3,0.3,0.7,1.6,1.4,0.6,,4.2,0.8,-0.6,2.2,3.6,0.0,1.8,0.8,2.3,,,2.1,,,2.3,1.6,2.9,3.3,1.9,-1.6,1.8,0.5,0.5
198902,1.0,0.6,0.4,0.9,1.2,-0.1,-0.1,0.2,0.4,2.6,-3.6,-0.6,0.3,5.7,1.4,1.4,0.3,,4.1,0.8,-0.6,2.1,3.6,0.0,1.9,1.0,2.2,,,2.0,,,2.4,1.7,3.1,3.3,1.8,-1.8,1.8,0.5,0.2
198903,1.1,0.6,0.5,0.8,0.9,-0.1,-0.1,0.3,0.4,2.6,-2.1,-0.6,0.3,5.7,1.7,1.6,0.6,,4.1,0.8,-0.6,2.3,3.6,0.0,2.0,1.0,2.3,,,2.0,,,2.6,1.8,3.1,3.6,2.1,-1.9,1.9,0.5,0.3
198904,2.4,1.7,1.7,1.5,1.5,1.8,1.8,1.7,2.5,4.6,0.9,-0.8,-1.0,8.7,3.2,3.4,2.0,,6.0,1.0,1.0,4.7,2.6,2.9,3.5,4.2,2.3,,,2.3,,,4.4,4.3,3.3,4.5,4.3,-4.2,3.7,2.0,1.1
198905,2.9,2.4,2.1,4.9,5.6,1.9,1.9,1.8,2.5,4.4,1.9,-0.9,-0.9,8.6,3.4,3.6,2.3,,5.8,1.2,1.0,4.8,2.6,2.9,3.7,4.4,2.4,,,2.5,,,4.5,4.3,3.3,4.5,4.5,-4.2,3.7,2.9,1.3
198906,3.0,2.6,2.2,4.7,5.4,1.9,1.9,2.0,2.4,4.7,3.0,-0.6,-1.0,8.7,3.6,3.7,2.3,,5.8,1.1,0.5,3.4,2.6,2.9,4.0,4.5,2.8,,,3.2,,,4.6,4.6,3.4,4.4,4.6,-3.7,3.9,2.9,1.2
198907,3.0,2.5,2.2,4.3,4.9,1.9,1.9,2.0,2.5,4.5,4.0,-0.7,-0.9,8.7,3.7,3.8,2.3,,6.1,1.2,0.5,3.5,2.6,2.9,4.0,4.5,2.8,,,3.2,,,4.7,4.6,3.3,4.4,4.8,-3.8,3.8,2.9,1.2
198908,2.6,1.7,2.1,0.6,0.2,1.9,1.9,1.9,2.5,4.7,3.3,-0.6,-0.9,8.7,3.7,3.7,2.3,,6.1,1.3,0.5,3.5,2.6,2.9,4.0,4.5,2.9,,,3.2,,,4.6,4.7,3.3,4.4,4.5,-3.7,4.0,1.8,1.3
198909,2.6,1.9,2.3,0.6,0.3,1.9,1.9,2.2,2.6,5.6,3.3,-0.6,-0.9,8.7,3.6,3.8,2.4,,6.0,1.5,0.5,3.4,2.6,2.9,3.9,4.6,2.7,,,3.1,,,4.6,4.7,3.1,4.5,4.4,-3.6,4.5,1.8,1.3
198910,2.9,2.4,2.3,2.7,2.7,2.1,2.1,2.3,2.4,5.8,3.8,-0.6,-0.9,8.5,3.6,3.8,2.3,,4.5,1.6,0.5,3.3,2.6,2.9,4.0,4.6,2.5,,,3.0,,,4.7,4.7,3.1,4.5,4.8,-3.4,4.8,2.4,1.3
198911,2.3,1.3,2.4,-3.3,-4.7,2.3,2.3,2.5,2.5,5.7,5.5,-0.6,-0.9,8.8,3.5,3.8,2.3,,4.8,1.9,0.5,3.3,2.6,2.9,3.9,4.5,2.4,,,2.8,,,4.8,4.8,3.1,4.5,4.8,-3.3,4.6,0.7,1.4
198912,2.6,1.9,2.3,0.3,-0.3,2.6,2.6,2.4,2.3,5.6,6.8,-0.6,-0.9,9.1,3.6,3.7,2.3,,4.7,1.9,0.5,3.3,2.6,2.9,4.0,4.5,2.6,,,2.8,,,4.7,4.6,3.1,4.5,4.9,-3.2,4.4,1.9,1.4
199001,3.0,2.7,2.5,4.1,4.5,2.8,2.7,2.3,2.5,5.2,7.2,-0.7,-0.9,8.5,3.6,4.0,2.3,,4.6,2.2,0.5,2.7,2.6,3.5,4.3,4.6,2.6,,,3.0,,,5.2,4.7,3.3,4.5,5.9,-3.2,4.4,2.9,1.5
199002,3.6,3.7,2.5,9.9,11.8,2.9,2.8,2.3,2.5,5.3,6.4,-0.4,-0.9,4.3,3.7,3.9,2.6,,4.8,2.3,0.5,2.9,2.6,3.5,4.1,4.4,2.6,,,3.0,,,4.8,4.5,3.1,4.5,5.0,-2.6,4.6,4.2,1.7
199003,3.5,3.5,2.7,7.9,9.2,2.9,2.8,2.7,3.0,5.8,6.7,-0.6,-0.9,4.3,3.6,3.8,2.7,,4.8,2.3,0.5,2.9,2.6,3.5,4.0,4.4,2.5,,,3.0,,,4.7,4.7,3.2,4.3,4.7,-2.6,4.9,3.9,1.9
199004,2.5,2.4,1.5,6.7,8.1,0.9,0.9,1.6,1.0,4.1,4.9,-0.4,0.2,1.5,2.7,2.7,2.2,,2.9,2.2,0.8,-0.5,3.0,28.8,2.9,1.6,2.3,,,3.0,,,3.7,2.8,4.4,5.7,3.1,-0.1,3.3,2.5,1.5
199005,2.7,2.7,1.7,7.1,8.7,0.9,0.8,1.7,1.1,4.7,4.6,-0.3,0.2,1.6,2.6,2.7,2.0,,3.1,2.2,0.8,-0.6,3.0,28.8,2.9,1.6,2.4,,,2.8,,,3.7,2.9,4.4,5.7,3.4,-0.2,3.6,2.7,1.3
199006,2.2,1.8,1.4,3.0,3.6,0.9,0.7,1.7,1.5,4.2,4.0,-0.4,0.2,1.6,2.5,2.5,1.9,,3.0,2.2,0.8,-0.7,3.0,28.8,2.7,1.4,2.3,,,2.6,,,3.7,2.9,4.4,5.7,2.7,-0.3,3.3,1.7,1.2
199007,2.3,2.1,1.7,3.9,4.7,0.9,0.8,1.8,1.7,4.4,3.3,-0.2,0.1,1.6,2.6,2.6,1.9,,2.7,2.0,0.8,-0.7,3.0,28.8,2.8,1.7,2.3,,,2.7,,,3.7,2.9,4.5,5.7,3.1,-0.1,3.6,1.9,1.2
