類・品目,総合,財,生鮮食品を除く財,農水畜産物,生鮮商品,他の農水畜産物,米類,工業製品,食料工業製品,繊維製品,石油製品,他の工業製品,電気・都市ガス・水道,出版物,サービス,持家の帰属家賃を除くサービス,公共サービス,外食,公営・都市再生機構・公社家賃,家事関連サービス,医療・福祉関連サービス,運輸・通信関連サービス,教育関連サービス,教養娯楽関連サービス,一般サービス,外食,民営家賃,民営家賃（木造）,民営家賃（非木造）,持家の帰属家賃,持家の帰属家賃（木造）,持家の帰属家賃（非木造）,他のサービス,家事関連サービス,医療・福祉関連サービス,教育関連サービス,通信・教養娯楽関連サービス,耐久消費財,半耐久消費財,非耐久消費財,公共料金
Group/Item,All items,Goods,"Goods, less fresh food","Agricultural, aquatic & livestock products","Fresh food, raw meats & cut flowers","Other agricultural, aquatic & livestock products",Rice,Industrial products,Food products,Textiles,Petroleum products,Other industrial products,"Electricity, manufactured & piped gas & water charges",Publications,Services,"Services, less imputed rent",Public services,Meals outside the home,"House rent, public, Urban Renaissance Agency & public corporation",Services related to domestic duties,Services related to medical care & welfare,Services related to forwarding & communication,Services related to education,Services related to culture & recreation,General services,Meals outside the home,"House rent, private","House rent, private (wooden)","House rent, private (non-wooden)",Imputed rent,Imputed rent (wooden),Imputed rent (non-wooden),Other services,Services related to domestic duties,Services related to medical care & welfare,Services related to education,"Services related to communication, culture & recreation",Durable goods,Semi-durable goods,Non-durable goods,Public utilities charges
類・品目符号(Group/Item code),0201,0202,0241,0203,0204,0205,0206,0207,0208,0211,0214,0215,0218,0219,0220,0242,0221,0243,0222,0223,0224,0225,0226,0227,0228,0229,0230,0245,0246,0231,0247,0248,0232,0233,0234,0235,0236,0237,0238,0239,0240
197606,9.6,8.5,7.1,16.0,15.8,16.6,17.0,6.5,5.4,9.2,3.9,5.5,7.3,2.3,11.2,11.9,16.4,,9.4,7.2,8.4,8.2,61.8,52.8,10.7,10.5,10.3,,,10.5,,,10.7,8.9,30.0,44.9,4.8,1.5,,,21.0
197607,9.9,9.1,7.4,17.0,17.1,16.4,16.8,7.0,5.2,9.1,10.3,5.7,10.0,2.4,11.3,11.6,16.1,,9.8,7.2,8.4,8.2,61.8,52.8,10.3,10.6,10.1,,,10.3,,,10.1,9.3,28.4,44.9,3.2,1.6,,,21.7
197608,9.4,8.2,7.5,12.1,11.2,16.6,16.8,6.9,5.3,8.5,11.1,6.0,11.6,3.7,11.4,11.7,15.7,,10.1,7.2,8.4,7.9,61.8,52.8,10.3,10.3,10.2,,,10.3,,,10.7,9.7,29.8,44.9,3.6,1.8,,,21.8
197609,9.8,9.0,7.5,12.8,13.2,11.2,11.1,7.4,5.3,9.4,11.1,6.3,16.0,3.9,11.9,11.6,15.9,,10.0,7.3,8.4,7.7,63.4,52.8,10.2,9.9,10.4,,,10.6,,,10.7,10.1,30.6,44.9,3.8,1.8,,,22.0
197610,8.7,7.3,7.5,5.7,4.6,10.6,10.6,7.4,5.1,9.8,11.1,6.1,17.8,3.8,12.0,11.7,16.1,,9.9,7.5,8.4,7.7,65.0,52.8,10.4,9.9,10.3,,,10.6,,,10.6,10.0,29.6,44.9,3.0,1.6,,,22.3
197611,9.2,7.5,7.3,6.5,5.3,10.7,10.6,7.5,5.2,9.9,11.0,6.1,17.2,4.0,12.9,13.1,22.7,,15.3,7.4,8.4,11.4,65.0,52.8,10.1,9.7,10.1,,,10.3,,,10.4,10.1,29.1,44.9,2.6,0.8,,,25.1
197612,10.5,8.1,7.6,9.0,8.4,10.7,10.6,7.5,5.7,9.7,9.6,6.2,16.7,4.2,14.7,15.5,32.8,,17.9,7.2,8.4,37.6,65.0,52.8,10.3,9.6,10.4,,,10.9,,,10.3,10.3,29.1,44.9,2.4,0.7,,,29.6
197701,9.4,6.9,6.3,9.2,8.8,10.8,10.7,5.6,5.5,9.2,8.0,2.7,16.1,3.5,14.1,14.7,31.0,,22.3,7.2,8.4,33.1,65.0,52.8,10.0,8.7,10.2,,,10.8,,,10.1,10.0,25.6,16.3,2.4,0.7,,,17.7
197702,9.3,7.0,6.2,10.1,9.9,10.8,10.6,5.3,5.1,8.1,7.4,2.9,17.9,3.7,13.7,14.2,28.9,,23.6,7.4,8.4,32.0,65.0,52.8,9.7,8.5,9.8,,,10.3,,,10.1,9.7,26.0,16.3,2.2,0.9,,,17.4
197703,9.5,7.3,5.9,12.2,12.5,10.8,10.6,5.2,4.4,8.5,7.4,2.9,17.7,2.2,13.7,14.1,28.9,,23.7,7.4,8.4,32.3,65.0,52.8,9.6,8.5,9.8,,,10.2,,,10.0,9.4,26.0,16.3,2.4,0.9,,,17.4
197704,8.8,6.3,5.6,7.3,6.3,11.0,10.6,5.4,4.7,9.0,7.9,3.1,17.3,2.4,13.2,13.6,29.1,,22.3,7.0,0.0,42.8,26.6,52.8,8.9,7.5,9.5,,,9.9,,,8.8,9.1,9.3,13.1,3.0,0.6,,,17.2
197705,9.4,7.0,5.7,9.8,9.5,11.0,10.6,5.5,5.4,7.3,8.2,3.3,17.0,2.4,13.8,14.4,28.4,,24.9,5.1,0.0,43.9,26.6,52.8,9.7,7.4,9.4,,,9.9,,,11.1,8.8,9.3,13.0,9.4,1.3,,,16.9
197706,8.6,6.2,5.5,7.2,6.2,11.0,10.6,5.3,6.2,5.2,7.7,3.3,16.4,2.6,13.3,13.9,26.8,,24.8,4.9,0.0,44.3,26.6,0.0,9.4,7.3,9.1,,,9.2,,,11.1,8.8,9.3,12.7,9.4,1.3,,,16.4
197707,7.7,4.8,5.3,3.3,1.2,11.1,10.7,4.9,6.8,5.0,0.8,3.3,13.3,2.7,12.9,13.8,27.3,,25.4,5.0,0.0,44.3,26.6,0.0,9.2,7.3,9.0,,,9.1,,,11.1,8.3,8.0,12.7,9.4,1.2,,,15.8
197708,8.6,6.2,4.9,10.2,9.9,10.9,10.7,4.8,7.0,4.5,-0.4,3.2,10.7,1.3,12.6,13.7,27.4,,26.7,5.0,0.0,44.5,26.6,0.0,9.1,7.1,8.9,,,9.6,,,10.4,7.9,6.4,12.7,9.4,1.1,,,15.1
197709,7.7,5.1,4.7,6.7,6.1,9.0,8.9,4.7,6.9,4.9,-0.7,3.0,5.0,1.2,11.8,13.3,27.0,,26.9,4.8,0.0,44.2,25.4,0.0,8.9,6.7,8.6,,,9.0,,,10.3,7.2,5.8,12.7,9.0,1.1,,,13.6
197710,7.6,4.9,4.2,7.0,6.3,9.4,9.1,4.6,6.9,4.1,-1.0,3.0,2.9,1.3,11.6,13.1,26.4,,27.7,4.6,0.0,44.1,24.6,0.0,8.8,6.5,8.9,,,9.7,,,9.9,7.0,5.8,12.7,9.0,1.3,,,13.1
197711,6.5,3.9,4.2,3.0,1.2,9.0,8.9,4.4,7.0,3.8,-1.2,2.8,3.0,1.3,10.3,11.4,19.6,,22.0,4.6,0.0,39.4,24.6,0.0,8.6,6.5,8.7,,,9.5,,,9.9,6.6,6.1,12.7,9.0,1.3,,,10.4
197712,5.0,3.1,4.0,0.2,-2.3,9.0,9.0,4.2,6.9,3.3,-1.6,2.7,2.9,1.0,8.1,8.5,9.1,,19.8,4.6,0.0,12.1,24.6,0.0,8.3,6.3,8.3,,,8.8,,,9.5,6.0,6.1,12.7,8.8,1.2,,,5.8
197801,4.5,2.4,3.8,-1.9,-4.7,8.9,8.9,4.0,6.7,3.2,-2.4,2.4,3.2,1.0,8.0,8.4,9.3,,16.3,4.6,3.1,12.2,24.6,0.0,8.1,5.8,8.1,,,8.5,,,9.3,5.6,5.7,12.4,8.8,1.1,,,6.1
197802,4.5,2.1,3.5,-2.4,-5.1,8.7,8.9,3.9,6.8,3.1,-3.3,2.4,1.6,2.2,8.3,8.8,10.4,,14.8,4.6,13.0,10.7,24.6,0.0,8.3,5.6,8.4,,,9.2,,,9.6,5.4,20.1,12.4,8.6,1.0,,,6.6
197803,4.8,2.6,3.2,-0.5,-2.8,8.7,8.9,3.6,6.8,2.8,-4.5,2.1,1.7,4.4,8.2,8.7,10.4,,14.7,4.6,13.0,10.7,24.6,0.0,8.0,5.1,8.1,,,9.1,,,9.4,5.1,20.6,12.4,8.6,0.9,,,6.6
197804,4.2,2.4,3.3,0.2,-2.0,8.7,8.9,3.3,6.3,2.8,-5.9,1.9,1.1,4.4,7.0,7.0,7.0,,13.1,4.4,13.0,2.2,31.3,0.0,7.4,4.9,8.3,,,9.4,,,7.9,4.3,17.8,8.6,7.9,0.8,,,4.9
197805,3.9,2.5,3.4,0.2,-2.0,8.7,9.0,3.4,6.1,4.0,-7.0,1.8,1.0,4.3,5.9,5.7,6.4,,10.8,4.2,13.0,1.2,31.3,0.0,6.4,4.4,8.1,,,9.1,,,5.6,4.3,17.8,8.3,1.5,0.6,,,4.6
197806,3.9,2.2,2.8,0.3,-1.8,8.7,9.0,2.8,5.4,4.0,-8.0,1.9,1.3,5.2,5.9,5.7,6.2,,11.0,3.9,13.0,0.9,31.3,0.0,6.6,4.6,8.0,,,9.4,,,5.5,3.9,17.8,8.5,1.4,0.7,,,4.4
197807,4.6,3.4,2.8,4.8,3.8,8.6,8.8,2.8,4.9,4.1,-8.8,2.2,1.3,5.3,6.2,6.0,7.4,,9.9,2.5,13.0,1.7,31.3,0.0,6.3,4.4,7.7,,,9.3,,,5.3,3.9,17.8,8.5,1.2,1.4,,,5.1
197808,4.6,3.4,2.7,6.1,5.3,8.6,8.8,2.4,4.5,3.5,-9.4,2.2,1.2,5.3,6.0,5.8,7.3,,8.9,2.2,13.0,1.6,31.3,0.0,6.1,4.4,7.5,,,8.9,,,5.3,3.7,18.0,8.5,0.8,1.5,,,5.2
197809,4.1,2.7,1.9,3.7,4.3,1.6,1.5,2.2,4.0,3.3,-10.4,2.2,1.2,5.3,6.0,5.8,7.7,,15.7,2.2,13.0,1.7,31.3,0.0,5.9,4.1,7.5,,,8.9,,,5.2,3.7,18.0,8.5,1.0,1.6,,,4.6
197810,3.7,2.1,1.5,2.8,3.6,0.1,0.3,1.9,3.8,3.3,-11.5,2.1,-4.1,7.3,5.6,5.9,8.7,,14.8,2.2,13.0,2.3,30.8,0.0,5.7,3.7,7.5,,,8.4,,,5.2,3.5,18.0,8.5,1.2,1.2,,,3.6
197811,3.8,2.1,1.4,3.5,4.6,0.1,0.2,1.7,3.4,3.4,-12.4,2.1,-4.2,8.3,5.4,5.9,8.6,,17.0,2.4,13.0,2.0,30.8,0.0,5.7,3.3,7.3,,,8.2,,,5.1,3.5,18.0,8.5,0.8,1.2,,,3.8
197812,3.9,2.4,1.3,4.5,6.0,0.0,0.0,1.7,3.0,3.8,-12.6,1.9,-3.4,9.1,5.5,5.8,8.6,,16.4,2.9,13.0,2.0,30.8,0.0,5.7,3.2,7.1,,,8.4,,,5.2,3.7,18.0,8.5,0.8,1.1,,,3.8
197901,3.6,1.9,1.0,2.7,3.4,0.0,0.0,1.6,2.6,4.1,-12.1,1.8,-3.4,9.2,5.4,5.7,8.7,,15.8,2.6,9.6,3.1,30.8,0.0,5.5,3.0,7.0,,,8.3,,,5.1,3.7,17.7,8.5,0.7,1.0,,,3.9
197902,2.8,1.0,1.0,-0.4,-1.0,2.1,2.1,1.4,2.4,3.8,-11.4,1.6,-3.6,7.7,4.8,5.1,7.0,,16.0,2.6,0.0,3.1,30.8,0.0,5.1,2.9,6.5,,,7.3,,,4.8,3.9,3.3,8.5,0.8,1.0,,,3.1
197903,2.7,1.0,1.3,-0.2,-0.8,2.4,2.3,1.6,2.1,4.2,-8.7,1.8,-3.7,5.4,4.8,5.0,6.8,,15.9,2.6,0.0,3.1,30.8,0.0,4.9,3.0,6.2,,,7.1,,,4.7,3.8,2.9,8.5,0.7,1.1,,,3.1
197904,2.9,1.6,1.5,0.8,0.4,2.2,2.3,1.8,1.9,3.6,-2.5,1.4,1.5,5.3,4.7,4.7,6.2,,14.8,1.7,0.0,3.2,17.5,0.0,4.6,2.9,5.3,,,6.3,,,4.6,4.0,5.6,6.3,1.8,1.3,,,3.5
197905,3.2,2.2,1.9,2.5,2.6,2.2,2.2,1.9,1.1,5.3,0.2,1.2,1.4,5.4,4.8,4.8,6.1,,15.1,1.7,0.0,3.2,17.5,0.0,4.6,2.8,4.8,,,6.0,,,5.1,4.3,5.8,6.5,2.7,1.1,,,3.6
197906,3.8,3.2,2.7,3.8,4.2,2.2,2.2,3.0,0.9,6.0,15.6,0.5,1.4,4.0,4.8,4.9,7.4,,15.0,1.6,0.0,3.9,17.5,0.0,4.2,2.8,4.2,,,5.1,,,4.8,4.5,5.8,6.5,1.8,1.1,,,4.2
197907,4.3,4.0,2.7,7.2,8.8,2.2,2.3,3.0,0.5,6.0,20.7,0.3,1.4,3.9,4.4,4.5,5.9,,14.9,2.8,0.0,3.0,17.5,0.0,4.2,2.8,4.0,,,4.7,,,4.8,5.0,5.8,6.5,1.2,0.5,,,3.6
197908,3.1,2.0,2.8,-1.5,-2.5,2.2,2.3,3.3,0.5,5.1,27.4,0.2,1.7,4.2,4.6,5.0,6.0,,15.0,3.0,0.0,3.4,17.5,0.0,4.4,2.8,3.8,,,4.4,,,5.5,5.2,5.6,6.2,3.3,0.6,,,3.6
197909,3.2,2.2,3.4,-2.2,-3.3,2.2,2.3,3.8,0.7,5.0,32.7,0.6,1.7,3.9,4.6,4.9,6.0,,9.2,3.0,0.0,3.6,17.5,0.0,4.5,2.8,3.9,,,4.7,,,5.4,5.3,5.6,6.5,2.5,0.6,,,3.6
197910,4.2,3.9,3.9,2.7,2.9,2.2,2.3,4.4,0.6,5.6,38.3,1.0,7.4,2.1,4.8,4.7,5.1,,9.3,3.0,0.0,2.9,17.5,0.0,4.4,2.9,3.3,,,4.4,,,5.4,5.6,5.6,6.5,2.3,0.9,,,4.4
197911,5.0,5.0,4.2,6.6,7.8,2.2,2.3,4.6,0.6,4.9,41.3,1.2,7.5,1.1,5.1,5.0,5.6,,7.4,3.3,0.0,3.4,17.5,0.0,4.7,3.1,3.5,,,4.4,,,6.1,6.0,5.5,6.5,3.8,1.0,,,4.4
197912,5.6,6.2,4.6,9.9,12.1,2.2,2.3,5.2,0.8,5.0,50.7,1.5,6.6,0.6,4.9,5.0,5.4,,7.6,2.7,0.0,3.5,17.5,0.0,4.5,3.2,3.4,,,4.3,,,5.9,6.5,5.5,6.5,2.7,1.3,,,4.4
198001,6.4,7.1,5.0,13.1,16.2,2.5,2.3,5.4,1.0,4.5,52.8,2.2,6.8,0.6,5.6,5.6,5.3,,7.5,3.0,0.0,2.2,18.7,0.0,5.4,3.9,3.4,,,4.5,,,7.4,6.9,5.8,6.5,6.7,1.3,,,4.2
198002,7.7,9.3,5.8,19.1,23.2,2.1,2.2,6.4,1.4,3.9,63.5,1.8,8.1,0.7,5.6,5.6,5.5,,7.4,3.3,0.0,2.2,18.7,0.0,5.4,4.2,3.5,,,4.5,,,7.1,7.1,5.8,6.5,6.2,1.3,,,4.3
198003,7.7,9.1,6.2,15.9,17.4,2.1,2.3,7.1,2.6,3.5,61.9,2.5,8.3,1.2,5.7,5.8,6.3,,7.7,3.3,0.2,3.1,18.7,0.0,5.7,5.0,3.6,,,4.4,,,7.1,7.6,5.8,6.5,6.2,1.5,,,4.8
198004,8.1,9.3,8.9,9.3,10.3,2.2,2.3,7.9,3.6,5.0,56.0,2.9,34.3,1.3,8.2,6.4,5.6,,5.9,4.4,0.2,3.0,21.9,0.0,5.9,6.0,4.0,,,4.6,,,7.6,8.3,3.5,7.4,6.9,1.7,,,10.0
198005,8.0,8.7,9.7,2.7,2.6,2.3,2.4,9.6,5.0,5.4,57.0,4.8,34.7,1.3,8.6,7.1,7.2,,6.7,4.3,0.2,3.5,21.9,24.0,6.3,6.8,4.1,,,4.4,,,7.4,8.5,3.5,6.7,7.1,1.7,,,13.9
198006,8.2,9.4,10.0,4.3,6.0,2.3,2.5,9.1,5.3,5.9,37.8,5.8,34.8,11.6,8.5,6.9,6.1,,6.5,4.8,0.1,2.8,21.9,24.0,6.6,7.1,4.3,,,4.8,,,7.7,8.8,3.5,6.5,7.5,1.8,,,13.2
198007,7.5,8.2,9.8,-0.2,-0.9,2.3,2.6,8.9,5.6,6.0,31.7,6.3,35.5,14.3,8.6,6.9,6.2,,7.8,5.2,0.1,2.8,21.9,24.0,6.6,7.1,4.5,,,5.1,,,7.7,8.4,3.3,6.5,8.7,1.8,,,13.7
198008,8.4,9.6,9.6,6.4,7.6,2.3,2.6,8.4,6.0,5.4,24.3,6.6,35.4,14.1,8.7,6.9,6.1,,7.6,5.2,0.1,2.4,21.9,24.0,6.7,7.2,4.6,,,5.2,,,7.7,8.5,3.3,6.7,8.1,1.6,,,13.5
198009,8.7,10.1,9.0,9.3,11.7,2.3,2.6,8.1,6.4,4.6,19.7,6.8,36.2,14.3,8.5,6.7,5.9,,6.8,5.0,0.1,2.3,22.1,24.0,6.4,7.2,4.3,,,4.8,,,7.6,8.3,3.5,6.3,8.5,1.8,,,13.6
198010,7.5,8.2,9.7,2.6,2.9,3.0,2.9,7.8,6.9,4.8,15.4,7.1,36.1,14.0,8.5,6.8,6.1,,6.7,5.2,0.1,2.4,22.1,24.0,6.5,7.3,4.3,,,4.5,,,7.6,8.1,3.5,6.3,8.8,1.9,,,13.5
198011,8.0,9.3,9.7,6.3,7.5,4.2,3.9,8.0,7.2,5.4,13.7,7.0,36.2,15.0,8.4,6.6,5.6,,6.3,4.9,0.1,1.9,22.1,24.0,6.1,7.2,4.4,,,4.5,,,7.0,7.6,3.3,6.3,7.6,1.9,,,13.5
198012,6.9,7.5,9.3,0.8,1.8,4.5,4.2,7.3,7.5,5.2,6.8,7.0,36.2,14.9,8.2,6.3,5.0,,6.3,4.9,0.1,0.4,22.1,24.0,6.3,7.2,4.6,,,4.8,,,7.2,7.0,3.3,6.3,8.5,1.7,,,13.2
198101,7.2,8.3,8.8,5.7,5.9,4.4,4.4,6.5,7.5,4.1,5.3,6.7,35.5,16.6,5.6,5.8,4.5,,7.6,5.0,0.6,0.5,20.9,24.0,5.9,7.2,4.4,,,4.5,,,6.2,6.6,3.3,6.3,6.4,2.4,5.8,9.7,13.0
198102,6.3,6.7,7.7,2.2,2.0,2.7,2.7,5.6,7.2,4.6,-1.5,7.1,34.1,16.6,5.6,5.9,5.0,,7.5,4.6,0.6,1.3,20.9,24.0,5.7,6.8,4.3,,,4.4,,,6.1,6.3,3.3,6.3,6.4,2.4,5.8,7.6,12.9
198103,6.1,6.6,7.3,3.9,4.2,2.6,2.5,4.9,6.1,4.2,-2.2,6.5,33.4,16.6,5.3,5.4,4.1,,7.6,4.5,-1.4,0.3,20.9,24.0,5.5,6.2,4.3,,,4.5,,,6.2,5.8,3.3,6.3,6.6,2.3,5.3,7.6,12.3
198104,5.0,5.2,4.6,7.3,8.3,3.5,3.4,4.2,5.4,3.9,-3.8,6.1,3.4,17.5,4.8,4.8,4.0,,8.9,4.5,-1.4,0.5,11.8,24.0,5.1,5.3,4.2,,,4.6,,,5.2,4.8,3.2,5.1,5.5,1.6,4.8,5.9,6.0
198105,5.0,5.2,4.1,9.0,10.3,3.6,3.6,3.8,5.1,4.2,-0.9,3.6,2.9,17.0,4.9,5.0,5.1,,8.3,4.6,-1.4,3.2,11.8,0.0,4.9,5.0,4.1,,,4.7,,,5.1,4.3,3.2,5.5,5.0,1.8,4.9,5.8,3.6
198106,4.8,4.7,3.7,9.2,10.5,3.7,3.6,3.5,5.0,3.5,-0.7,3.2,2.9,5.2,4.9,4.9,5.2,,8.2,0.0,0.3,3.5,11.8,0.0,4.7,4.8,4.3,,,4.9,,,4.8,4.0,9.1,5.5,5.6,1.6,4.2,5.2,3.9
198107,4.4,4.2,3.5,8.3,9.4,4.3,4.1,3.3,5.3,2.3,0.4,2.6,2.3,1.4,4.8,4.8,5.3,,4.9,-0.4,0.3,4.0,11.8,0.0,4.7,4.8,4.5,,,4.9,,,4.7,3.8,9.6,5.5,5.2,1.4,3.0,5.0,3.7
198108,4.2,4.0,3.9,5.2,5.6,4.4,4.2,3.8,5.0,3.3,6.3,1.8,2.2,1.4,4.6,4.5,4.6,,4.9,-0.5,0.5,2.4,11.8,0.0,4.6,4.7,4.4,,,5.0,,,4.3,3.5,10.0,5.5,4.3,1.3,3.4,4.5,3.5
198109,4.0,3.6,3.8,3.0,2.7,4.6,4.4,4.1,4.6,4.5,8.7,1.4,1.9,1.7,4.6,4.5,4.7,,5.0,-0.5,0.5,2.5,11.6,0.0,4.7,4.6,4.4,,,5.0,,,4.4,3.3,10.4,5.7,4.5,1.5,4.0,3.8,3.3
198110,4.2,4.0,3.9,4.0,3.8,4.7,4.6,4.3,4.3,5.4,10.3,1.2,2.1,2.1,4.5,4.4,4.7,,4.9,-0.9,0.5,2.5,11.6,0.0,4.5,4.6,4.3,,,4.9,,,4.1,3.1,10.4,5.7,4.2,1.8,4.6,4.2,3.6
198111,3.8,3.3,3.5,1.7,0.9,4.9,4.7,3.8,4.1,3.9,10.9,0.7,3.2,2.0,4.5,4.4,4.9,,5.5,-1.1,0.5,2.9,11.6,0.0,4.5,4.5,4.1,,,4.9,,,4.1,3.3,10.6,5.7,4.0,1.5,3.3,3.5,4.0
198112,4.3,4.2,3.9,6.0,6.3,4.8,4.6,3.8,3.8,4.0,11.5,0.6,3.3,1.5,4.7,4.7,5.8,,5.5,-1.1,0.5,4.4,11.6,0.0,4.4,4.5,4.0,,,4.7,,,4.0,3.1,10.6,5.7,4.0,1.3,3.4,4.7,4.2
198201,3.3,2.6,3.2,-0.6,-1.9,4.6,4.5,3.6,3.9,3.2,11.9,0.4,3.3,1.4,4.5,4.5,6.0,,5.5,-1.3,0.5,5.0,11.6,0.0,4.0,4.2,3.7,,,4.5,,,3.7,3.0,10.4,5.7,2.8,1.2,2.7,2.7,4.5
198202,3.2,2.4,2.9,-0.8,-2.0,4.6,4.4,3.4,3.9,2.5,11.9,0.3,3.2,1.5,4.4,4.4,5.6,,5.5,-1.3,0.5,4.9,11.6,0.0,4.2,4.2,3.8,,,4.4,,,3.8,3.1,13.3,5.7,2.7,1.1,2.3,2.6,4.3
198203,3.0,2.0,2.6,-2.2,-3.8,4.5,4.4,3.4,3.9,2.4,11.8,0.1,3.3,1.3,4.6,4.4,5.9,,5.4,-1.4,1.6,5.0,11.6,0.0,4.0,4.2,3.9,,,4.5,,,3.6,3.0,13.3,5.7,2.4,0.8,2.2,2.1,4.5
198204,3.0,2.1,2.9,-1.5,-3.0,4.8,4.7,3.2,3.7,2.1,12.2,-0.2,3.2,0.6,4.2,4.2,5.4,,6.5,-1.7,1.6,4.6,7.4,0.0,4.0,3.9,3.9,,,4.3,,,3.7,2.9,14.8,5.6,2.8,0.5,1.9,2.3,4.3
198205,2.5,1.6,2.5,-2.0,-3.7,4.7,4.5,2.6,2.7,3.7,7.0,0.2,3.3,0.9,3.7,3.6,4.0,,6.7,-1.8,1.6,2.2,7.4,0.0,3.6,3.2,3.8,,,4.0,,,3.6,2.8,14.6,5.6,2.4,0.1,2.9,1.4,3.5
198206,2.3,1.4,2.6,-2.7,-4.5,4.7,4.4,2.6,2.6,3.8,6.7,0.0,3.4,1.0,3.7,3.6,3.7,,6.8,1.9,0.0,2.2,7.4,0.0,3.6,3.0,3.5,,,3.8,,,3.9,2.6,8.4,5.6,2.4,-0.1,2.9,1.2,3.2
198207,1.9,0.7,2.2,-5.3,-7.7,4.1,3.9,2.2,2.3,2.5,6.9,0.0,3.3,1.0,3.7,3.6,3.8,,6.7,2.0,0.0,1.8,7.4,0.0,3.6,3.0,3.4,,,3.9,,,3.8,2.6,7.9,5.6,2.6,-0.2,2.1,0.3,3.2
198208,3.2,2.7,2.1,4.2,4.2,4.0,3.8,2.2,2.2,3.4,6.2,-0.1,3.2,1.1,3.7,3.7,4.3,,5.7,1.9,0.0,3.4,7.4,0.0,3.6,2.8,3.4,,,3.8,,,3.9,2.6,7.5,5.6,2.9,-0.3,2.7,3.0,3.5
198209,3.2,3.0,2.5,5.8,6.2,3.9,3.7,2.0,2.2,2.7,5.8,-0.3,3.1,2.3,3.6,3.6,4.1,,5.5,1.7,0.0,3.3,7.5,0.0,3.5,2.9,3.5,,,3.7,,,3.7,2.6,6.9,5.6,2.2,-0.8,2.7,3.5,3.3
198210,3.1,2.8,2.1,5.3,5.8,3.4,3.3,2.0,2.1,3.1,5.3,-0.5,2.7,2.2,3.7,3.7,4.0,,5.3,1.9,0.0,3.4,7.5,0.0,3.3,2.9,3.4,,,3.5,,,3.8,2.6,7.1,5.6,2.7,-1.1,2.8,3.2,3.2
198211,2.3,1.5,2.0,-0.9,-1.9,3.1,3.0,2.3,2.1,4.1,5.2,-0.3,1.6,1.9,3.6,3.6,3.8,,4.5,2.0,0.0,2.9,7.5,0.0,3.4,2.9,3.4,,,3.5,,,3.8,2.5,7.3,5.6,2.6,-1.1,3.6,1.1,2.7
198212,2.0,0.8,1.6,-3.5,-5.1,3.1,2.9,2.1,2.2,3.3,5.1,-0.4,1.5,2.5,3.6,3.6,3.6,,5.3,2.3,0.0,2.9,7.5,0.0,3.4,2.9,3.5,,,3.5,,,3.9,2.6,7.5,5.6,2.7,-1.1,3.0,0.5,2.7
198301,2.1,1.3,1.6,-0.6,-1.2,3.0,2.9,1.9,1.8,3.3,4.5,-0.4,1.4,2.2,3.3,3.3,3.2,,5.6,2.3,-1.2,2.3,7.5,0.0,3.3,2.8,3.4,,,3.3,,,3.8,2.4,7.5,5.6,2.3,-1.3,3.0,1.1,2.3
198302,2.0,1.2,1.6,-0.1,-0.9,2.8,2.9,1.5,1.7,2.8,2.6,0.1,1.3,2.3,3.4,3.3,3.0,,6.1,2.1,-1.0,1.7,7.5,0.0,3.3,2.8,3.3,,,3.5,,,3.7,2.3,5.0,5.6,2.7,-1.1,2.7,1.0,2.1
198303,2.3,1.9,1.6,3.5,3.6,2.8,2.9,1.3,1.6,2.5,0.8,0.3,1.2,2.2,3.1,3.3,3.2,,6.2,2.1,-1.0,1.7,7.5,0.0,3.3,2.8,3.2,,,3.2,,,3.9,2.3,5.0,5.8,3.2,-1.0,2.5,2.0,2.2
198304,2.1,1.3,1.2,2.2,2.3,1.6,1.7,1.0,1.7,2.6,-3.4,1.2,0.5,2.1,3.1,3.1,2.9,,4.0,2.4,-1.0,1.9,4.7,0.0,3.1,2.7,3.3,,,3.2,,,3.4,2.3,2.0,4.8,3.0,-0.5,2.6,1.2,1.7
198305,2.7,2.6,1.3,7.7,9.5,1.6,1.6,1.4,1.8,2.6,-5.0,2.5,0.5,1.9,2.8,2.7,1.8,,5.4,2.4,-1.0,1.1,4.7,0.0,3.1,2.6,3.2,,,3.6,,,3.3,2.1,1.8,4.6,2.7,-0.7,2.6,3.0,3.0
198306,2.0,1.6,1.1,3.1,3.6,1.5,1.6,1.2,1.9,1.4,-6.1,2.8,0.4,1.9,2.7,2.6,1.5,,5.4,2.5,-1.0,0.7,4.7,0.0,3.1,2.6,3.2,,,3.4,,,3.3,2.0,2.7,4.6,2.8,-0.6,1.8,1.7,2.8
198307,2.3,2.2,1.3,5.9,7.3,1.5,1.6,1.3,1.9,2.8,-7.3,3.0,0.3,1.9,2.6,2.6,1.4,,5.7,2.4,-1.0,0.7,4.7,0.0,3.1,2.4,3.1,,,3.3,,,3.3,1.7,2.7,4.6,2.9,-0.5,2.7,2.4,2.6
198308,1.3,0.6,0.5,0.6,0.4,1.5,1.6,0.7,1.9,1.8,-11.9,3.6,0.3,1.8,2.6,2.5,1.0,,6.6,2.4,-1.0,-0.5,4.7,0.0,2.9,2.5,3.1,,,3.2,,,3.3,1.6,2.7,4.6,2.8,-0.6,2.0,0.4,2.4
