Date,Food and non-alcoholic beverages,Alcohol and tobacco,Clothing and footwear,Housing excluding household energy,"Furnishings, household equipment and services",Health,Transport excluding automotive fuel,Communication,Recreation and culture,Education,Insurance and financial services,Energy
2010-09-30,0.0,0.3866324049674372,0.08156085661906237,1.3542304702061907,0.242182634129621,0.19988809452387946,0.12154407867854564,-0.00654853855661878,0.13092304879841904,0.027493843319656888,0.15142590298503136,0.0
2010-12-31,0.0,0.4124470408178009,0.06192553869655145,0.9309885329906742,0.15543833518735395,0.2316283385191582,0.0035007629425095922,0.004046180016426386,-0.06575690819855937,0.03929355339441713,0.12991517875322994,0.0
2011-03-31,0.0,0.39842265955339706,0.08213714400159529,1.0944180578847436,0.1897252854363565,0.18829046795859222,0.06329121906004709,0.009651478094966272,0.10005744875003718,0.02785990858099186,0.1652722452958839,0.0
2011-06-30,0.0,0.38357808669940785,0.09290377447156253,0.8506654582847804,0.23919455501201842,0.23584233574304914,0.09087965667362516,0.025656297276069148,0.015874707979881726,0.034459014318029696,0.18000657530617015,0.0
2011-09-30,0.0,0.37361384946028764,0.09925302295784141,0.9259475859441794,0.2395054184189369,0.2049209089189781,0.1429027323638264,0.02298207547198221,0.12691020865453884,0.02793594489344637,0.18233431006160233,0.0
2011-12-31,0.0,0.39819456052597724,0.0796351776297999,0.6595467816695724,0.19526683506195325,0.235134472777564,0.07512974653219556,0.043107360762137746,-0.01577769094631361,0.03629066185726373,0.18860381153714997,0.0
2012-03-31,0.0,0.3970618545256489,0.08554444309445233,0.6908894161286558,0.22965811783910978,0.24041166569280897,0.11650819578560731,0.0334014989707625,0.012577520932735153,0.03544384324884191,0.19539065144598772,0.0
2012-06-30,0.0,0.3792717515356515,0.09657500705293709,0.7583539999766438,0.27420545718271383,0.24054410416737038,0.1791930308580419,0.035018109296536315,0.09156746069667832,0.030191979982790607,0.1724801123122272,0.0
2012-09-30,0.0,0.38249592971451124,0.09659510556039108,0.9950921664946707,0.27011750206097884,0.21691199111645765,0.18263798408622167,0.0458936280378536,0.22878217939271175,0.022919961746860677,0.16106269434334677,0.0
2012-12-31,0.0,0.4147873137464255,0.07405603884182343,0.7743495074858555,0.18590247624216205,0.22774386482499775,0.073652478690403,0.05756627082850457,0.11404890001936886,0.030414812718053092,0.18680610238424605,0.0
2013-03-31,0.0,0.4199063873038341,0.07337908587319415,1.0590356586740644,0.20750604621853347,0.210984445779413,0.09355949433570868,0.03888975872539516,0.2454921808349378,0.02709568976544209,0.16088738589049642,0.0
2013-06-30,0.0,0.4282299490568512,0.0729587138819194,0.9906989499072986,0.22705496994327762,0.23470321779737693,0.08021339457771881,0.041225114216363504,0.23198774372854364,0.030107638762750473,0.1446329091437628,0.0
2013-09-30,0.0,0.4225941967919673,0.08056724449873232,1.2598313754750603,0.2559882642051476,0.1700027457922355,0.13410473724370678,0.017645598396854853,0.4859017414648267,0.015781931498851428,0.14590199692042577,0.0
2013-12-31,0.0,0.4507263362013342,0.059781676464391115,0.8506217359678645,0.21950985491052188,0.2184689536247969,0.07730999836449406,0.009855350649264561,0.350651718911717,0.02709224810332536,0.1218993039586831,0.0
2014-03-31,0.0,0.47150421685203425,0.0485451698784614,0.8048052531988856,0.18246685142955787,0.21268573143446218,0.045675961511307914,-0.02154964446500058,0.3231382952946763,0.02920196423767037,0.1336076989685991,0.0
2014-06-30,0.0,0.4580166702846478,0.05576778442399522,0.9360654241693827,0.2391662919791639,0.23096373235727713,0.10345131846824517,-0.06834546669495338,0.3389705456240282,0.028683885004223968,0.12151497410772816,0.0
2014-09-30,0.0,0.4522122776144756,0.05585082312763186,1.0099069499657078,0.25130282348275923,0.21824939952773692,0.14686147709404307,-0.0917830274919621,0.38834341928750016,0.02575261173595021,0.14341244266263184,0.0
2014-12-31,0.0,0.4712207498379355,0.04103243052010118,0.7270811419570384,0.22318286065504733,0.24816331385753063,0.08321175174976916,-0.09530124833611958,0.24889623730506583,0.03395099281363327,0.1627612755160492,0.0
2015-03-31,0.0,0.4570611122160696,0.04855938474573104,0.8538261810534269,0.2533184065257752,0.22478274566678175,0.13048042838145651,-0.13049648878648962,0.34238184956912515,0.029424534274941377,0.13634187894921113,0.0
2015-06-30,0.0,0.462447975825266,0.046241489045761724,0.9071433592643718,0.24616335211974633,0.21419947135843237,0.13266426668431605,-0.1404921145954689,0.31871820452414673,0.024295424324702317,0.1468201162510254,0.0
2015-09-30,0.0,0.4571483904404917,0.04604945842803025,0.8356186031741025,0.2595462032778402,0.20891958509281225,0.1740582180495701,-0.17068171438409468,0.35613010788545846,0.022802376045743963,0.1528964103461541,0.0
2015-12-31,0.0,0.47800404447033035,0.03256483863393202,0.3317230327688173,0.22740686061708199,0.2546740333448636,0.12206919547880449,-0.18021918330098535,0.18373572452337703,0.033330185074853205,0.16353219770108818,0.0
2016-03-31,0.0,0.481703493870172,0.021505906073605578,0.3393167089343115,0.19966876944098794,0.25766189813657114,0.07789319352936216,-0.17179342339127648,0.11993120560487167,0.03440791989546335,0.16364251712249603,0.0
2016-06-30,0.0,0.49219369457611606,0.017194464829509037,0.5217042932710604,0.17556626156291064,0.23308478527904924,0.03622168769144221,-0.16259713379276658,0.14544385600592605,0.03030829813253256,0.1564138880051663,0.0
2016-09-30,0.0,0.48819403124225225,0.015498849035165189,0.5243103721729473,0.17748555225734397,0.21811110639902134,0.05556204655211596,-0.15599466556901453,0.18986527675941678,0.026612117087172527,0.1704709968137375,0.0
2016-12-31,0.0,0.5114041414851322,-0.003014940141203495,0.4405583602118033,0.10483902086005144,0.22092813843448453,0.001336299797213522,-0.12319574321073942,0.12668466096013192,0.029809753995701856,0.15289845254616083,0.0
2017-03-31,0.0,0.5089127867159657,-0.005390657543220835,0.5789650614234096,0.10397838907468804,0.20810086192670196,0.01539847126758594,-0.11199642740775767,0.15507498058112337,0.02690973160485415,0.15078477230240825,0.0
2017-06-30,0.0,0.4996633308027978,-0.004384813164967689,0.5392569720755387,0.13828661572764853,0.23594767851027498,0.06191522849278738,-0.10176043967993709,0.1291485942698223,0.0309711052020507,0.10516474138692294,0.0
2017-09-30,0.0,0.5036823303704734,-0.0010325044648356303,0.7356952492812934,0.1299278260880487,0.18877401844542185,0.10456984756143581,-0.11351136295939045,0.2641711566833153,0.02205446749317538,0.13015190859328074,0.0
2017-12-31,0.0,0.5199875277551042,-0.009260902922307742,0.4899074680480968,0.08228457290937584,0.19967638758301298,0.05882599028923485,-0.1134423079470496,0.2032367068543467,0.027927471689484798,0.10401172660396651,0.0
2018-03-31,0.0,0.5012381273329312,0.004293655580604963,0.47323802243524493,0.1257273973487233,0.2021982477766639,0.11760064531416536,-0.10762296963410015,0.2391235875817665,0.027777648475599086,0.10601947079025656,0.0
2018-06-30,0.0,0.5098711368293718,0.008256593907208733,0.4116751219704837,0.11513826587851345,0.20469134370312908,0.10293988231639292,-0.11991512020216613,0.22176944149049566,0.02905030389370174,0.10875490872593337,0.0
2018-09-30,0.0,0.5056783047629101,0.015479558950753964,0.36021719603837465,0.12247998249962777,0.19902037010633583,0.13009016051364355,-0.12201646842394637,0.2542124638902469,0.03012012191633378,0.10974115821974714,0.0
2018-12-31,0.0,0.49925569240413187,0.02487001988171811,0.29220855306262117,0.17226279764801977,0.2093596848646708,0.17816752590189355,-0.12175121448331702,0.25734640545748605,0.03317772284810718,0.0943799071883527,0.0
2019-03-31,0.0,0.4844743640165019,0.036256815047373686,0.22655809490816353,0.21640467814287634,0.2226310632194235,0.22403361063070726,-0.11007554671302552,0.2479684610108493,0.03612353415693339,0.07518729360435195,0.0
2019-06-30,0.0,0.4873135376326041,0.04383511592326819,0.13733700443060243,0.23352665453934385,0.2070902059477585,0.2225390687601458,-0.11288024621125028,0.30299948626066275,0.03351852459337721,0.09002537037028295,0.0
2019-09-30,0.0,0.4956792831809151,0.04314817204535733,0.16927325871268745,0.24313508615167997,0.2059851380981837,0.19678816637158844,-0.10603675320595586,0.27421680505902885,0.03865738701494131,0.09712811770121635,0.0
2019-12-31,0.0,0.5049416910858857,0.03775575238963556,0.31882542413126047,0.23830068635357593,0.2054428033343374,0.1663251334127047,-0.09856824467319986,0.25643037755643594,0.04067000836424031,0.11234307356417866,0.0
2020-03-31,0.0,0.507855321341613,0.029820438803334622,0.15566280429065343,0.25105173211057474,0.24702997398933485,0.11462447527258432,-0.08137411695700025,0.11596530212049268,0.052397724276232335,0.12965854514196212,0.0
2020-06-30,0.0,0.514672484234453,0.018282013191047775,-0.3940641638780854,0.240536391619517,0.2857794555150121,0.07963631169360647,-0.0782329590749844,-0.011790794426945854,0.06490092795962742,0.11223826288207911,0.0
2020-09-30,0.0,0.4743433567319937,0.04693767041109201,0.07386455126191085,0.32959379809576494,0.22582748775912123,0.2425737859689896,-0.06577351149715754,0.26376832326372585,0.050687463303984465,0.10055404573405989,0.0
2020-12-31,0.0,0.44508950343720466,0.06100230276571489,0.33744360256200717,0.3880482889884843,0.22153002592321808,0.337756000588862,-0.04940648506063902,0.37602698582101957,0.047573844921124056,0.11153554574105316,0.0
2021-03-31,0.0,0.43283728981698166,0.06741529273458646,0.17655754277031704,0.39747559989209413,0.2256326272216449,0.36645614620065414,-0.0287378121733754,0.36891098091200547,0.04676853901957301,0.11856222428192455,0.0
2021-06-30,0.0,0.41288753386172977,0.08591539906696524,0.5789911571606805,0.4503535368352438,0.20779270775015624,0.4563872354772372,-0.028081158050379546,0.5013363124917424,0.03768777328441512,0.15941147937464878,0.0
2021-09-30,0.0,0.3869607317283894,0.11058108234982977,1.6641903747669642,0.532203371797674,0.16747367384458545,0.5493743563457048,-0.02097188963133162,0.6916801177646227,0.024009569896778504,0.19370364865003492,0.0
2021-12-31,0.0,0.3845463141840478,0.1221817126845828,2.215798787158059,0.5477932552042304,0.15465842742148145,0.55918351448737,-0.0036089570384712608,0.7774722448498794,0.020969151764597883,0.2571525302892195,0.0
2022-03-31,0.0,0.3801878414365086,0.13807497421003054,2.6745453616492725,0.5979026826097015,0.1488454684245104,0.5921624019741276,0.004122796615085508,0.8635574089122651,0.019942358722540736,0.260676805030995,0.0
2022-06-30,0.0,0.37677741720209745,0.15076520875646882,2.9249393186451185,0.6204205708464406,0.14775249558600323,0.6058547001327406,0.010122467016674134,0.9321846107246318,0.016597036048032907,0.3147296511080051,0.0
2022-09-30,0.0,0.39190879206920504,0.1471286109506545,2.5432702314640134,0.5933265077602992,0.17353853288227322,0.560032113885462,0.02201441500785621,0.8753711951597686,0.021841691977628225,0.3615230550526438,0.0
2022-12-31,0.0,0.4087583382015459,0.14312315613758073,1.7281189285942218,0.5217079957657872,0.1897564640486097,0.5032347693869581,0.011693094508069362,0.8292245380640286,0.02685648644021234,0.409748959875919,0.0
2023-03-31,0.0,0.42917557737914036,0.13298547308347525,1.5311542849962994,0.43763845039417415,0.20803170579378039,0.41020916795623297,0.01901998098047583,0.7274554585128812,0.031277626261086836,0.4150324868744063,0.0
2023-06-30,0.0,0.43674620558365596,0.13674299435420023,1.5887601102488085,0.3932985184938383,0.18562606336262605,0.3688968811170342,0.012130104851835095,0.7849886900796815,0.02753823294931322,0.41544668492421744,0.0
2023-09-30,0.0,0.4424212405733924,0.14011215001561453,1.6249553564987842,0.33675151761531164,0.18697831361127837,0.34373067797626555,0.0208053272713382,0.7515184982280518,0.027973786415664965,0.3764240416413959,0.0
2023-12-31,0.0,0.46487429863483465,0.13450207936893827,1.2597794090688144,0.2693082476918323,0.20562675020904442,0.23297497711260304,0.022765016962279026,0.6307080229350266,0.037111145642851846,0.40481330439367325,0.0
2024-03-31,0.0,0.45414510593323876,0.148304313403069,1.3786068336223378,0.3067773498379799,0.20569093850551018,0.24166776738468632,0.020981695544129216,0.6452819102961331,0.04045621079617316,0.402495478232009,0.0
2024-06-30,0.0,0.4572489148734041,0.1537021224210865,1.3288864512933234,0.28995415512620637,0.2159453326200873,0.1982745027077223,0.016079764906286403,0.6113798825387207,0.045343205600919284,0.34789922700480835,0.0
2024-09-30,0.0,0.46985170218509853,0.1459246784562903,1.1180269856033407,0.2479531763057139,0.22447104214471203,0.11542076956246611,0.026030638218301923,0.5229438168063122,0.05231850430895918,0.3277732166333638,0.0
2024-12-31,0.0,0.4777087144699907,0.14373376988192357,0.5736612244570614,0.20516343385118568,0.2380155998491888,0.07785347742314183,0.030303418428987317,0.46499735454010216,0.056864397820693344,0.2822321927393078,0.0
2025-03-31,0.0,0.45781384678980924,0.16259304637473132,0.6624352267467123,0.23541154574159712,0.2145897659326389,0.1344305554238677,0.025886146417953386,0.5230531530263436,0.05223870348093758,0.2505669070880425,0.0
2025-06-30,0.0,0.4314067022404664,0.18314391335018138,0.9612680485078977,0.27801925209768497,0.2033405764066677,0.19778430399079414,0.03384550845306746,0.6174497522765021,0.048604225410230996,0.23724698630950863,0.0
2025-09-30,0.0,0.42626436060980777,0.19093458772131333,1.3915581044960894,0.28294857191369305,0.18023865122023303,0.22390293302268077,0.04600631255450349,0.6674238720937464,0.04337872430756763,0.24704263905707186,0.0
2025-12-31,0.0,0.4212223439968812,0.19267682111745893,1.3300252741469838,0.26630729766535066,0.18410703508653192,0.20591214541777042,0.03700680412390467,0.662251817354637,0.047688279094553906,0.2361610346341383,0.0
2026-03-31,0.0,0.42308330233416264,0.19599486868451077,1.3317061885887558,0.24951922283086614,0.19128554988767593,0.176999463579727,0.03937533609570053,0.5983183411274238,0.05134650387243578,0.25908305342238064,0.0
2026-06-30,0.0,0.42759478936625606,0.1922050407334584,1.2454164694775711,0.23002776410999418,0.2138062052050456,0.1307871237743664,0.047531794960931815,0.5286100999624306,0.06101054535050987,0.25761803786960386,0.0
