iteration,log_likelihood,change_in_log_likelihood,beta1,beta2,beta3,beta4,eps1,eps2,eps3,eps4,eps5,eps6,eps7,g_star,gamma,lambda1,lambda2,lambda3,phi1,phi2,psi,rho1,rho2
18,23.54242443678954,0.043346632409487995,1.0133738305273983,-0.19499451359302467,0.0638404409494093,-0.1072939640480673,0.006708277303704408,1e-05,0.33726039797570234,5.259983944178684,0.007203736731292807,0.0042321686917422205,0.11347374772998774,0.0016645265078291485,0.002299402962709031,9.853099933714537,-0.03377103370123862,-3.9204205971887656,1.3136007540416461,-0.5143971433715387,0.002475986224028018,1.2578142800253607,-0.41370915049026646
19,23.62724614459539,0.08482170780585108,1.0031580515910368,-0.17977753096214322,0.056096737449187715,-0.08881683904031527,0.006726083841118096,1e-05,0.337720683624058,5.243627458329709,0.007292657518889578,0.0040881342621456665,0.11317068760679692,0.001690157054319848,0.0022997199070721275,9.826795030957037,-0.033845109347201724,-3.921369821047458,1.3129068024161632,-0.5105058496267827,0.0029683597585661715,1.2521758491074322,-0.41024523952079067
20,23.68864629381902,0.061400149223629796,0.9717117351558138,-0.1608532192567868,0.06193396297475343,-0.04073889757940498,0.006727044349878122,1e-05,0.338170483672097,5.227465562966179,0.007370402616391335,0.003821952744720446,0.11259402526246487,0.0016703800789308627,0.0022499928760223477,9.77133562987496,-0.034508353478873995,-3.8543981964744956,1.3144285665967959,-0.5039091238525896,0.0038165834104995533,1.2491083112245276,-0.4005017765705991
21,23.771255188978184,0.08260889515916503,0.9692473486638553,-0.15576809154060703,0.06432928175812476,-0.032033547517953787,0.006733745354511184,1e-05,0.33853482111157646,5.229988814289818,0.0073759840964348405,0.003790812114144617,0.1126525938808391,0.001680412912704885,0.002233906972257219,9.765411642857835,-0.03471258412621845,-3.890593967613043,1.3150213803999742,-0.5063033661090232,0.0038984989153356166,1.2456253156599244,-0.40507214356337456
22,23.7894740671353,0.018218878157114204,0.9658366390659103,-0.15567382583645542,0.0691262927848559,-0.023798490347693924,0.006735297919743735,1e-05,0.33899893842592094,5.23357216491791,0.0073426403314868485,0.00378532571275038,0.1126271193013936,0.0016768975781576829,0.0022110295242815333,9.760465509389038,-0.03502490178186741,-3.904369454448071,1.3183816890344329,-0.510317966356182,0.003888255071070291,1.2472035723538897,-0.4087566069072144
23,23.804397364527922,0.01492329739262388,0.9627529946318685,-0.15488006766896759,0.07101087133988376,-0.012858114970465214,0.006739896508584746,1e-05,0.33970705077725744,5.242781122234369,0.007322793071538355,0.003773778047981884,0.112544630126788,0.0016799220386027936,0.0021862929754228318,9.75282490467693,-0.035369307250295905,-3.9088209619121317,1.3205557267293442,-0.512760739954482,0.003920823330715291,1.2486323347887003,-0.41095090200164824
24,23.845862514737725,0.04146515020980246,0.9567117142111314,-0.15152997747728694,0.0737434659019965,0.02497060963709746,0.006754612344305112,1e-05,0.34161737739729153,5.275887672013604,0.007282754067155794,0.003738219982269985,0.11216663350129175,0.001678440776502123,0.0021079152723502614,9.723437594938396,-0.03648910141051982,-3.9118098633210567,1.3255902906143373,-0.515279289945755,0.004081775164659687,1.2522128037803693,-0.41532201388187284
25,23.87399971064392,0.02813719590619357,0.9523485542114377,-0.15252460146474878,0.07121720743448927,0.05838647087160778,0.006763391881468426,1e-05,0.34294503204885174,5.303485543635821,0.0072861498471956,0.0037193919238554234,0.11186890264529877,0.001684708371858919,0.0020410719635702984,9.69658995569979,-0.03741578978911878,-3.919476415042895,1.3225351743664118,-0.5131504577800473,0.004239461481798528,1.2504455738659306,-0.4175494114269867
26,23.929072011943493,0.05507230129957463,0.9511473315401932,-0.15032915847548262,0.07043405736377115,0.10269226268061293,0.006775247256807998,1e-05,0.3441778988114235,5.34361464464439,0.0072814755924486005,0.0036979554522976986,0.11149538967621644,0.001683588411830607,0.0019527164293887801,9.660323291144474,-0.03867655092745406,-3.9211161563406325,1.3226287884657815,-0.5090526747265551,0.0044383707118903805,1.2519409717951826,-0.41864068641943725
27,24.035213714005454,0.1061417020619615,0.9530459615318477,-0.14997227646408498,0.06697939751712641,0.19490392462207462,0.00678464752696964,1e-05,0.34488465666776197,5.400788242747286,0.007318672030001733,0.0036846516201789956,0.11092163041259383,0.0016909685133478858,0.0017670081370329239,9.58222716969389,-0.04132706418739727,-3.923938454603551,1.316457402485736,-0.4954583365285107,0.004799203386043445,1.2515945602723348,-0.41795410576947717
28,24.184243483753455,0.14902976974800097,0.9578197410280948,-0.15351261976511213,0.06342900964947744,0.33413228261237354,0.006777529971273403,1e-05,0.3438715190962796,5.4388351571809315,0.007409448497826875,0.00369949420457491,0.11042671035547047,0.0016957567127019247,0.0014768016846764085,9.46339662404451,-0.045474483421874476,-3.9430771172867782,1.3033374297894555,-0.4758475890644084,0.005203336740566861,1.249690333535145,-0.41611803924933316
29,24.43770177384927,0.2534582900958142,0.961425188951608,-0.16174485760438764,0.06290943138560195,0.6026173266296483,0.006729487845418153,1e-05,0.340518970425252,5.432818966136958,0.007599216480629517,0.003754666963004503,0.10999505090416165,0.001718500454222216,0.0008970754196010984,9.235907414587233,-0.053794593837381506,-3.9890649776744103,1.2826693808455085,-0.4466360864955793,0.005691435354978247,1.2479493904072412,-0.41574479156966176
30,24.513174476372665,0.07547270252339544,0.958973529427273,-0.15934952696707255,0.060326289928081304,0.7329041633144123,0.006697490925700405,1e-05,0.33960428137893134,5.4154746193688705,0.00769021667749427,0.003775108373199462,0.11000680357212789,0.0016230218035765385,0.0006071380221243035,9.134423261945505,-0.05810560654161759,-3.909576696174824,1.2789838571496273,-0.4423129411084762,0.005683721156717072,1.2502167845368428,-0.41871502171943864
31,24.644258740954005,0.13108426458133948,0.9609447157306251,-0.1648074140124358,0.054826306271857736,0.9141017078289291,0.006630594513963665,1e-05,0.3351719144432101,5.341509303310506,0.007909383930397473,0.003841309390422869,0.11034258176022452,0.0016526001462108834,0.00020475590921938805,8.984541395466563,-0.06398722317360052,-4.035895309539835,1.263677561810806,-0.42372861062810946,0.005716081510208165,1.2486298653456176,-0.4163804454100837
32,24.670694983080075,0.026436242126070653,0.9584382343257775,-0.16403801978645371,0.056304544469748204,0.9375434790270312,0.006608085883149445,1e-05,0.3340862713376905,5.298900745330389,0.007947747488296068,0.0038538368781517196,0.11063373124222056,0.0017254610017013465,0.00014360029137245396,8.971269258564343,-0.06493448001915651,-3.9786029558402385,1.264823250583994,-0.4251859027417372,0.00555913660824795,1.2469685379684956,-0.4190815115908098
33,24.693157143719578,0.02246216063950257,0.955850112703913,-0.1628627297975183,0.05558210640494055,0.9070735783653282,0.0066088723933121,1e-05,0.33441381129535197,5.291668795615846,0.007927307146832048,0.003847330282110682,0.11076133721520712,0.0017056844983013447,0.00020587339452375763,9.000507263355592,-0.06409015974246264,-3.956337061870652,1.2697873952803043,-0.4305109160989683,0.005419755603653974,1.2497323748358107,-0.41833653726323866
34,24.6987863030546,0.005629159335022393,0.9536923148327306,-0.1611398313414984,0.05520753026411856,0.8975089324943747,0.006609936833551981,1e-05,0.33478029122127817,5.290795364906601,0.007915768046213677,0.003838227569735217,0.11079915486908516,0.0017003545631483017,0.00022427666616125507,9.013122386052848,-0.06387499538889405,-3.945185095546103,1.273594700425497,-0.4337879893084516,0.005342096251060072,1.2511382253916,-0.4193798103551813
35,24.70825145315736,0.009465150102759168,0.950942162314524,-0.15831697894970265,0.05327671893133476,0.9032779251460884,0.0066108554780812,1e-05,0.3350918136806384,5.296329731616134,0.007912096699522001,0.0038217505192860465,0.11078555313756451,0.0016969711628829994,0.00020833092435146219,9.021794251364819,-0.06424179703491374,-3.934534651696302,1.2790472972360665,-0.4367722896297191,0.005229454688787744,1.2529982130441883,-0.4219496029373175
36,24.71861778544193,0.010366332284569069,0.9477503858023366,-0.15628445513682157,0.04810482029119527,0.9484556955200362,0.006613920948616142,1e-05,0.3348718735635815,5.31754317992176,0.007925038681125825,0.0037918912614266355,0.11058598614293191,0.0017144214354127896,0.00010494792718774033,9.021629332766715,-0.06609675968802772,-3.878178699576184,1.284666481396936,-0.4383251548485728,0.005070748123187826,1.256208613499552,-0.42579982315597525
37,24.72832666580799,0.009708880366062544,0.9499942267350996,-0.1548546381080389,0.045109231962250355,0.9793502824475526,0.0066176065926913585,1e-05,0.33394629437337947,5.332888659532404,0.007944304106733585,0.0037720137848350245,0.110440257852594,0.001709265752372511,3.267372893312564e-05,9.03527844263989,-0.06750911519135297,-3.8949401512895414,1.2880976526315848,-0.4374550628643087,0.004911627091946643,1.2581330437560196,-0.42855695394205634
38,24.734977844002486,0.006651178194495344,0.9520463366669344,-0.15742805546902217,0.044848883918951095,0.9872206108125575,0.006619894953450726,1e-05,0.33347959734314325,5.336939155170006,0.007950852479296342,0.00377423291763812,0.11037476820675396,0.001712341513027887,1.647625703064068e-05,9.035929459486406,-0.06780188234974406,-3.9024097145652865,1.2850066977884962,-0.4352647057807922,0.004939955047292274,1.257054366622546,-0.42818300022241707
39,24.7441063368246,0.009128492822114254,0.9565525159526589,-0.16283487587239528,0.04456470886715147,1.0064446355965078,0.0066251035369580295,1e-05,0.3323451328645082,5.343750012604929,0.007964358149271308,0.0037707987909524694,0.11023978783128568,0.0017174352046245651,-2.6993557602419133e-05,9.053114316521135,-0.06871737177878494,-3.9055400928746202,1.2806909741965575,-0.43131262383852154,0.00491246020225843,1.256064792268163,-0.4277193310923845
40,24.755289534139887,0.01118319731528672,0.9604092558037917,-0.1689179527601192,0.04488082582553215,1.021509524895222,0.00663237121727274,1e-05,0.3315102167438422,5.3493524981438885,0.00796785867185019,0.0037525563978442495,0.11012279638677552,0.0017149981344498034,-6.647458467221407e-05,9.102825408380188,-0.06983380263051811,-3.911401653655549,1.2793996945200412,-0.4294942590861209,0.004764656787146694,1.2560009073677778,-0.42885295508170357
41,24.772677833934758,0.01738829979487022,0.9694649069985893,-0.1824822580745037,0.0484976343923321,1.0482616325163499,0.006640254449016766,1e-05,0.3302383914035481,5.34304916412315,0.007975711750167291,0.0037181623986944252,0.11002276169620334,0.0017235060280767112,-0.000143320533713207,9.229735156850984,-0.07224467119746152,-3.889829418972403,1.2764493438016886,-0.4255121042784485,0.0044119875489068115,1.2571443420165285,-0.4285071198896385
42,24.782774772441808,0.010096938507050623,0.972666547636491,-0.1878322491335012,0.04754058141206768,1.0620668576912666,0.006644328457196962,1e-05,0.330922017767938,5.345683769666124,0.007967139478760585,0.003673824794187731,0.11004809572395034,0.001683556111715374,-0.00019380528734766695,9.364112596990195,-0.07428057782644659,-3.8945543422437865,1.2803380740707015,-0.429222308558351,0.003989988676698308,1.2594500957582273,-0.43253499967818165
43,24.792024066187373,0.009249293745565268,0.9723097116364832,-0.18788189311177497,0.048017541021148004,1.0643210183174616,0.006638720229892698,1e-05,0.3317424291129934,5.34003353585391,0.007968495648138927,0.0036776847891850655,0.1101374541763593,0.0017077878802573315,-0.00020218076570760896,9.382806327821868,-0.0745699339160378,-3.9165294132334183,1.280142945013901,-0.42840138886859963,0.003992313712589273,1.2599067559112787,-0.43145831114090016
44,24.798515996793782,0.006491930606408403,0.9713363966844639,-0.1858357994577031,0.0489162793706302,1.0557390202476324,0.006631800875498715,1e-05,0.3328924077468492,5.330706769016987,0.007962397162889542,0.0036830475159610825,0.110288993387586,0.0017180776318797253,-0.00018762461814462506,9.405957340247712,-0.07449277377474475,-3.9007705383049363,1.2811017423003026,-0.4296368049975034,0.003980110042144591,1.2599152425608775,-0.43083984310951834
45,24.80251338332606,0.003997386532276437,0.9715598733564216,-0.18539262296141706,0.04859431248307414,1.0518935706361239,0.0066271659927202185,1e-05,0.33364693910316773,5.325946813633432,0.007960563127193425,0.003687286101387682,0.110399869899631,0.001713080462334262,-0.00018505436774589974,9.443013897933488,-0.07474875959959283,-3.9003496833470424,1.2808685909696111,-0.4300815939107296,0.003941668371965651,1.2599182009081715,-0.430044506646874
46,24.814687742101952,0.012174358775894234,0.9733121953222141,-0.18596532858389647,0.046669978686210305,1.0577783585217309,0.006616721445514934,1e-05,0.334598090580987,5.317751515693417,0.007968702134480496,0.0037025448811706754,0.11062277400946444,0.0017141199745664296,-0.00022176322693563094,9.579414437731073,-0.07649235599368122,-3.9093050886868292,1.2787312749157649,-0.4285351045925155,0.0037796313849173782,1.2581997466350026,-0.42885881086114963
47,24.83296657932601,0.018278837224055877,0.9752244409834686,-0.18688496406605382,0.042320529066829454,1.075657375155726,0.0066037477972080635,1e-05,0.33489414381055777,5.313834268406089,0.007992081804512363,0.0037364106690063415,0.11083355616620312,0.001707159810915649,-0.000296931014423669,9.773320966924002,-0.07935826537255408,-3.9302327887664896,1.273654496046519,-0.42401994079439626,0.0035908603926972957,1.2555506941628243,-0.4257799187495803
48,24.878246602395244,0.0452800230692354,0.9746026186499425,-0.18579275552934676,0.03857914774381401,1.121089649023973,0.006573531799505221,1e-05,0.333832614664496,5.308208658243313,0.00805276025293708,0.0038453031897643115,0.11106470201668564,0.0016939724144803385,-0.0004982828882923724,10.263733044391634,-0.08666749673589427,-4.020569583563449,1.2591403663689456,-0.4119537919219633,0.003197654594426635,1.2484854537418113,-0.41795159904803664
49,24.892628497008467,0.014381894613222812,0.9504595340168732,-0.17843173244546706,0.028320991222527785,1.208949529994602,0.006491840365050072,1e-05,0.33109064626326706,5.284735610944303,0.008172493602565133,0.004142010173414644,0.11154531475541263,0.0016913996602351304,-0.0009608128089902121,11.487008095102771,-0.10403283906222133,-4.089555194869272,1.2295306047479961,-0.389124423387894,0.002293449463728671,1.2315134364427234,-0.39882232290304376
50,24.98215925322319,0.0895307562147245,0.9534854669496715,-0.1780965665172302,0.03197172561880406,1.227096124624862,0.00651144570012901,1e-05,0.3279736511890108,5.310535232363075,0.008181200727243295,0.004126579989896847,0.11104324941094486,0.0016775518376387244,-0.0009917313881269122,11.414019435319773,-0.10392944621800358,-4.151106178299369,1.2309245647666722,-0.3852288325383997,0.0023713633100957343,1.232382076399631,-0.401804654699308
51,25.01319108443142,0.031031831208228056,0.9471369864048251,-0.17506947852819113,0.033503826914826236,1.2530976420855595,0.006516448327815585,1e-05,0.3245508368788289,5.329832256238704,0.008199631486897079,0.004161256910313091,0.11059769900881489,0.0016762808915148023,-0.001083630335699967,11.516603655962443,-0.10616827899440638,-4.1836460635867585,1.2293601825513218,-0.3801813964648756,0.0023588371726454525,1.231362373015805,-0.4019623817045347
52,25.037850378724833,0.02465929429341429,0.9391814837625142,-0.17316963573922292,0.03223277196350116,1.2985335148092163,0.006514749853612947,1e-05,0.3208898807401832,5.346733122047299,0.008225086645512395,0.004211204096078898,0.11017986048602857,0.0016796708103809397,-0.0012614845745458376,11.811942143167071,-0.11133804894586508,-4.187508720944697,1.2264761352115408,-0.3731712673275135,0.002168347848330778,1.2304499996818579,-0.4014978383919863
53,25.072892311431097,0.03504193270626388,0.922860231372071,-0.16905237932352113,0.029035478870329593,1.3784275761484723,0.006508445659533218,1e-05,0.3162772978627128,5.365008974618554,0.00825340038971421,0.004284100986592508,0.10964980415051491,0.0017097910981704538,-0.0015841376074216173,12.326414164884078,-0.12035474710255707,-4.24490815625369,1.2224461273168739,-0.36483596587593686,0.002016602348512531,1.230279805903294,-0.4061376342767988
54,25.127762293260105,0.054869981829007486,0.9067281228522464,-0.1651511438184679,0.022633957404326124,1.4805433629417777,0.0064996535274511125,1e-05,0.311536732585377,5.380725034365755,0.008284337494029967,0.0043673932918496736,0.1092468553162823,0.0017208963483232509,-0.0020068055826451005,13.045425601154344,-0.13252954721348062,-4.228746780702155,1.218445344470882,-0.35303318477738393,0.0017607985125518517,1.2328497397051155,-0.40911388373606655
55,25.213603722333,0.0858414290728966,0.8668667030036764,-0.15296326384492678,0.007148644988605792,1.7115517378086942,0.006492939303533827,1e-05,0.30201601421595153,5.412041080822515,0.008318774290413212,0.004518496259654845,0.10870047611653032,0.0017070449263717799,-0.0029775201361541483,14.606772925249645,-0.1593618756573945,-4.147272089437328,1.2128696118966165,-0.33327737361826304,0.0015176169837120687,1.2430588192837186,-0.425088615940581
56,25.27479035809054,0.06118663575754013,0.8433694244903259,-0.14549815957594184,-0.0022532741424454907,1.820590391955157,0.006491909786773359,1e-05,0.3007106958755539,5.404190465743994,0.00829019571266279,0.004547789316884609,0.10909958609303044,0.0017045885323187125,-0.003478509140627742,15.408026123996407,-0.17273782802405407,-4.165549485839375,1.2175921342921256,-0.33039168916861106,0.0016114182304186233,1.259389784064217,-0.4373209998892806
57,25.31975404088917,0.0449636827986275,0.8456569988563387,-0.14358644591368633,0.00023927719017529303,1.7847476111572793,0.006505216894315685,1e-05,0.3033381444580217,5.393020230096875,0.008246160995733103,0.004486890868531631,0.10949037349474502,0.001695520354072805,-0.003344917643636286,15.110201956226803,-0.16797165276241346,-4.131717786799435,1.2236442194574542,-0.33964407636628696,0.001964671515365174,1.2631710249981138,-0.4431273850128337
58,25.353896182729923,0.03414214184075348,0.8398105529891667,-0.13626639968098453,0.0005905950264104025,1.7971548657562033,0.006513485702860988,1e-05,0.3041470379099117,5.383285989347905,0.008216164306433587,0.00447978784937138,0.110038695519626,0.0016792832703436604,-0.003428280478165629,15.177904895820355,-0.16927904157483334,-4.1210755555009895,1.2262582685027834,-0.342845280340761,0.0022608720431929828,1.2691012634084895,-0.44958278442652205
59,25.378427094000862,0.02453091127093998,0.8353550390628046,-0.12800099031447237,0.00233249767209762,1.799903133379876,0.006520680327446536,1e-05,0.30470357092414924,5.373093570574348,0.008192983817957215,0.00448671766294821,0.11064237377626357,0.0016686124889268553,-0.0034761745099500057,15.197485707092833,-0.1696851359203516,-4.124815822180125,1.2269803275863385,-0.3451631217870841,0.0025137268908942017,1.2738343330923343,-0.4521147593206854
60,25.400892908859944,0.022465814859081945,0.8241736409176511,-0.11757184179271804,0.0012673798439800559,1.8437875739388552,0.006530295308839611,1e-05,0.30230917776591354,5.372139728735142,0.00818088286834872,0.0045357360973019055,0.11109091987308824,0.0016769476997204906,-0.003697659052235503,15.46570419534272,-0.17457619277192424,-4.119169472729412,1.2239938929329819,-0.3431517242597586,0.0026663236816329063,1.2791972504841453,-0.45448221397190647
61,25.41707223887766,0.01617933001771732,0.8119587625496704,-0.1090616770774269,-0.0012857057393219527,1.8786381496887123,0.006543857720638166,1e-05,0.29972039525172944,5.368131759917647,0.00816055215902883,0.0045890512997999,0.11157824887129726,0.001673265415269871,-0.0038936574212937,15.620434632667862,-0.17786165487428837,-4.096503967071381,1.2212901499067952,-0.34075269945046516,0.002900125993150018,1.2824808628035793,-0.4565399632833533
62,25.426712604137787,0.00964036526012535,0.7951664951326,-0.10026753154899831,-0.006099895837146331,1.950432238201444,0.006548735420387344,1e-05,0.29481300870334076,5.372559708652442,0.008165922192247047,0.004688210758476432,0.11172394172039607,0.0016927806543132627,-0.004245738422132748,16.020494571045315,-0.18538982710036814,-4.12382237026392,1.218053153315657,-0.33013656802888114,0.002933483375790342,1.2833834268933146,-0.45866717866253703
63,25.435319928445843,0.008607324308055553,0.795603042345242,-0.10170640080095057,-0.007312306380951995,1.941485704771879,0.006546049360717645,1e-05,0.29536498809131667,5.369539593744593,0.008162986992208698,0.004692914610868783,0.11177980538702066,0.0016925167830428645,-0.004229133207857323,15.938157066059135,-0.1841258057694672,-4.116645152309867,1.2182681963217081,-0.33035313001762395,0.002971623757590981,1.2818888702644484,-0.45844167354914755
64,25.442717095938075,0.007397167492232626,0.7927702917195341,-0.10229773082699756,-0.010454561089720826,1.9500924614052804,0.006537318500523476,1e-05,0.295280991821895,5.369218165667285,0.008167368774819932,0.004724634605349749,0.11179000622344495,0.0016926583724376583,-0.004310026932554978,15.957541028376792,-0.1847355377214061,-4.114622168619962,1.2179991398195351,-0.3277155377806268,0.0029913682319995644,1.279986794535725,-0.45922066783040644
