code,name,parent,depth,raw_weight,rounded_weight,official_type
1517,"“Shiranui”, citrus fruits",0028,4,614810,2,Item
1521,Pears,0028,4,1808656,5,Item
1533,Grapes,0028,4,3425298,10,Item
1541,Persimmons,0028,4,966079,3,Item
1551,Peaches,0028,4,984267,3,Item
1561,Watermelons,0028,4,1457756,4,Item
1563,Melons,0028,4,802587,2,Item
1571,Strawberries,0028,4,3473005,10,Item
1581,Bananas,0028,4,5915438,17,Item
1582,Kiwi fruits,0028,4,2492213,7,Item
1572,Cherries,0028,4,636405,2,Item
1583,Avocados,0028,4,1272807,4,Item
1584,Pineapples,0028,4,636405,2,Item
0029,Processed fruits,0027,3,3341355,9,Group
1594,Nuts,0029,4,3341355,9,Item
0030,"Oils, fats & seasonings",0002,2,42480425,120,Group
0031,Oils & fats,0030,3,4517787,13,Group
1601,Edible oil,0031,4,3967933,11,Item
1602,Margarine,0031,4,549854,2,Item
0032,Seasonings,0030,3,37962638,107,Group
1611,Salt,0032,4,499439,1,Item
1621,Soy sauce,0032,4,1995473,6,Item
1631,Soybean paste,0032,4,2578219,7,Item
1632,Sugar,0032,4,1303756,4,Item
1633,Vinegar,0032,4,817128,2,Item
1641,Worcester sauce,0032,4,922824,3,Item
1642,Ketchup,0032,4,908639,3,Item
1643,Mayonnaise,0032,4,1905120,5,Item
1645,Dressing,0032,4,2504423,7,Item
1644,Jam,0032,4,1578447,4,Item
1652,Instant curry mix,0032,4,1711097,5,Item
1653,Instant dried soup,0032,4,4601540,13,Item
1654,Flavor seasonings,0032,4,3041330,9,Item
1656,"“Furikake”, granular flavor seasonings ",0032,4,2215281,6,Item
1655,"“Tare”, liquid seasonings",0032,4,2087783,6,Item
1659,"“Tsuyu”, liquid seasonings",0032,4,4175564,12,Item
1657,Mixed seasonings,0032,4,1705525,5,Item
1658,Prepared pasta sauce,0032,4,1705525,5,Item
1660,Spice ,0032,4,1705525,5,Item
0033,Cakes & candies,0002,2,94788055,267,Group
1701,"“Yokan”, sweet bean jelly",0033,3,3335706,9,Item
1702,"“Manju”, bean-jam cakes",0033,3,4143421,12,Item
1703,"“Daifukumochi”, rice cakes stuffed with sweetened bean jam",0033,3,5992239,17,Item
1711,"“Kasutera”, sponge cakes",0033,3,2209002,6,Item
1712,Cakes,0033,3,8437108,24,Item
1784,Jelly,0033,3,6049279,17,Item
1714,Pudding,0033,3,4715001,13,Item
1713,Cream puffs,0033,3,2769723,8,Item
1715,Roll cakes,0033,3,2466083,7,Item
1741,"“Sembei”, Japanese crackers",0033,3,7910189,22,Item
1721,Biscuits,0033,3,6673226,19,Item
1783,Potato chips,0033,3,7897752,22,Item
1732,Candies,0033,3,3091199,9,Item
1761,Chocolate,0033,3,10799069,30,Item
