Date,lower_16.67pct,MCT_median,upper_83.33pct
1972-12-31,5.951666197648297,6.095616779977206,6.239567362306116
1973-03-31,8.634882102462484,9.085602218383848,9.53632233430521
1973-06-30,12.077897709324212,12.365772423780186,12.653647138236161
1973-09-30,13.129104564176776,13.450122221121205,13.771139878065634
1973-12-31,13.424817167818532,13.700548396091495,13.976279624364457
1974-03-31,13.929642787903887,14.220969538064846,14.512296288225803
1974-06-30,15.33082796710135,15.837254424360268,16.343680881619186
1974-09-30,16.45551527539626,16.45819867242094,16.46088206944562
1974-12-31,14.711300748434823,14.840966175021398,14.970631601607973
1975-03-31,14.194585624439696,14.255716245624274,14.31684686680885
1975-06-30,13.731480737857446,13.831899147998037,13.932317558138628
1975-09-30,11.693945070855246,12.440213923542114,13.186482776228983
1975-12-31,12.102212778199068,12.664119911822741,13.226027045446415
1976-03-31,12.011874737795889,12.494705295570808,12.977535853345728
1976-06-30,11.987382504215613,12.065913254131011,12.144444004046408
1976-09-30,11.62456542616191,11.790735657693489,11.956905889225066
1976-12-31,10.854158866833801,11.598726292457922,12.343293718082045
1977-03-31,10.871416623075609,11.289149928486765,11.706883233897921
1977-06-30,10.221677220874295,10.80076407279769,11.379850924721087
1977-09-30,9.222302074282073,9.473708950195286,9.7251158261085
1977-12-31,9.76842342560525,9.968137097746474,10.1678507698877
1978-03-31,8.598432811227095,8.699302445959365,8.800172080691636
1978-06-30,7.844488122100845,8.338966981383711,8.833445840666577
1978-09-30,7.60814032571496,7.677820461475019,7.747500597235078
1978-12-31,6.569062700459618,6.743258465967406,6.917454231475194
1979-03-31,8.046086195758644,8.140439220855683,8.234792245952724
1979-06-30,8.708432890337889,9.264620840372306,9.820808790406721
1979-09-30,9.480329571068932,9.668465034764948,9.856600498460963
1979-12-31,10.947274306913418,11.251367000218517,11.555459693523616
1980-03-31,9.915109244554474,10.515053948677025,11.114998652799578
1980-06-30,9.99223438903031,10.124787759842992,10.257341130655673
1980-09-30,10.45092387520335,11.051580757925755,11.652237640648162
1980-12-31,9.596092946889915,9.963671137383436,10.331249327876955
1981-03-31,9.324689539356413,9.960487029856296,10.59628452035618
1981-06-30,9.66252407115115,9.689823802563167,9.717123533975183
1981-09-30,8.550680676643143,9.135111630087764,9.719542583532384
1981-12-31,7.985961537438081,9.37791777376445,10.769874010090819
1982-03-31,8.65117364334483,9.210215222058086,9.769256800771343
1982-06-30,10.020059397739203,10.646721502891713,11.273383608044224
1982-09-30,9.709425635274162,10.437754261789983,11.166082888305803
1982-12-31,10.206567888928603,10.269213560733343,10.331859232538083
1983-03-31,9.125909837548601,9.442541771900464,9.759173706252326
1983-06-30,7.545433484746583,7.614900085105828,7.684366685465072
1983-09-30,5.9925647856048965,6.463292799918295,6.934020814231694
1983-12-31,4.592776772530501,5.539774621864626,6.486772471198751
