Date,lower_16.67pct,MCT_median,upper_83.33pct
1972-12-31,2.875089999117907,3.4671756310632986,4.059261263008691
1973-03-31,7.178426125176584,7.551424726586837,7.92442332799709
1973-06-30,10.230453563521047,11.071217758936058,11.911981954351068
1973-09-30,12.50904184615919,13.125491221591137,13.741940597023083
1973-12-31,11.851174502290318,13.105098381501591,14.359022260712866
1974-03-31,12.276997847414918,12.612239091413684,12.947480335412449
1974-06-30,13.617327735193228,14.098932026770687,14.580536318348143
1974-09-30,12.488187885075215,14.634969334369003,16.781750783662794
1974-12-31,14.378988949781446,15.597085257224233,16.81518156466702
1975-03-31,15.026468724200258,15.133184142718765,15.239899561237273
1975-06-30,14.775276144735262,15.639926231848735,16.504576318962208
1975-09-30,11.604828927772886,11.933182114145165,12.261535300517446
1975-12-31,11.979792816464807,13.491579589657526,15.003366362850244
1976-03-31,10.820385050640486,11.327577349031017,11.83476964742155
1976-06-30,12.064515032548464,12.373840497518167,12.68316596248787
1976-09-30,10.707877304986523,11.227501234402613,11.747125163818703
1976-12-31,10.976954811443896,11.028948856708553,11.080942901973211
1977-03-31,13.360029373555609,13.801151455467949,14.242273537380289
1977-06-30,12.418891585370517,12.687017877253322,12.955144169136126
1977-09-30,10.274827438916525,10.747617932667765,11.220408426419006
1977-12-31,9.7714044212462,10.33469664082107,10.897988860395941
1978-03-31,7.3675888998878,8.056207455195107,8.744826010502415
1978-06-30,7.791157068578136,8.219309676327255,8.647462284076374
1978-09-30,6.90381711218875,7.013038795647466,7.122260479106182
1978-12-31,7.007107913428456,7.412618794912415,7.8181296763963735
1979-03-31,6.846530703912576,7.141015628538446,7.435500553164315
1979-06-30,7.692185353184222,7.877551425107139,8.062917497030057
1979-09-30,8.46943447067409,8.863070894728928,9.256707318783768
1979-12-31,9.041579266745968,9.141164915936741,9.240750565127517
1980-03-31,9.935452445620435,10.134048261119567,10.3326440766187
1980-06-30,11.236235118364357,11.342140153420686,11.448045188477018
1980-09-30,9.052796862494857,9.36938974471218,9.685982626929501
1980-12-31,8.44484177160778,8.509898488191409,8.574955204775037
1981-03-31,8.6117849031392,9.14694969722668,9.682114491314158
1981-06-30,8.285530486807215,8.48127830264664,8.677026118486063
1981-09-30,7.372155503795546,7.964897727269488,8.557639950743429
1981-12-31,7.725066681815572,7.935739644778552,8.146412607741532
1982-03-31,8.805878832858232,8.944361093287792,9.082843353717355
1982-06-30,10.28166356143542,10.50572465364446,10.7297857458535
1982-09-30,11.934889658986394,12.206772245573195,12.478654832159995
1982-12-31,10.907147063532571,11.568705753953548,12.230264444374523
1983-03-31,8.177504107554833,8.46562563828919,8.753747169023546
1983-06-30,7.903374617710043,7.970916439387674,8.038458261065305
1983-09-30,7.343545263864286,7.501553389148464,7.659561514432643
1983-12-31,7.034611662949986,7.918451006454927,8.802290349959868
1984-03-31,6.0610864041431505,6.927342077166325,7.7935977501895
1984-06-30,6.4572933350737864,6.724909111105578,6.992524887137369
1984-09-30,3.2388793638992,3.571040412269249,3.9032014606392975
1984-12-31,3.7713501170546966,3.951069991886238,4.130789866717779
1985-03-31,4.714967023859853,5.659511594222874,6.604056164585894
1985-06-30,3.537022363073824,5.006913965848748,6.476805568623671
1985-09-30,6.527547102982116,7.196061221641816,7.864575340301515
1985-12-31,7.707639915446475,8.097834709072696,8.488029502698916
1986-03-31,9.856833664813255,9.979076519712319,10.101319374611382
1986-06-30,8.797058311921742,8.894724199063228,8.992390086204715
1986-09-30,8.97040030392101,9.79255188729556,10.614703470670106
1986-12-31,6.843812013969359,7.955085704381224,9.06635939479309
1987-03-31,8.396973332302236,9.155031297351826,9.913089262401417
1987-06-30,5.837052111483859,6.364854087266668,6.892656063049477
1987-09-30,6.902682745279402,6.9588469680480785,7.015011190816754
1987-12-31,5.866229433367829,6.325528634358678,6.7848278353495255
1988-03-31,6.539035318424884,7.213406997750398,7.887778677075912
1988-06-30,7.259650594123034,7.624273990110934,7.9888973860988335
1988-09-30,6.053120421809477,6.838240976257328,7.62336153070518
1988-12-31,6.926340009459967,7.165096861488602,7.403853713517238
1989-03-31,6.147138489900787,6.833784441949621,7.520430393998455
1989-06-30,8.834616131887062,9.139109315655407,9.443602499423754
1989-09-30,8.661745278995067,8.869802769656335,9.077860260317605
1989-12-31,7.877924619439318,8.202668399727568,8.527412180015817
1990-03-31,7.38998543428256,7.465436902264185,7.540888370245809
1990-06-30,7.115822582501671,7.589690424116735,8.063558265731798
1990-09-30,4.12348768852601,4.30832462920593,4.493161569885849
1990-12-31,4.203864229784758,4.562986317032099,4.92210840427944
1991-03-31,1.6520206398967032,2.184916045630372,2.7178114513640406
1991-06-30,1.0586688902734374,1.6115837194679732,2.1644985486625092
1991-09-30,-0.4521399784048785,0.6710953291403821,1.7943306366856426
1991-12-31,1.503451426604356,2.424934447973397,3.346417469342438
1992-03-31,1.3760405957659483,1.4613054490300623,1.5465703022941766
1992-06-30,-0.508278592588107,-0.03610793012142727,0.4360627323452525
1992-09-30,-0.941700518488303,-0.5869037623528945,-0.23210700621748598
1992-12-31,0.9967012707551314,1.2894239453375487,1.582146619919966
1993-03-31,2.807973522683233,2.9893071879229756,3.170640853162718
1993-06-30,2.141523184759004,2.2864666694044438,2.4314101540498836
1993-09-30,1.8392027029229556,2.0563590501348687,2.273515397346782
1993-12-31,0.2311760891311594,0.6730744605725505,1.1149728320139416
1994-03-31,0.8128195933427271,0.8558219716442156,0.898824349945704
1994-06-30,2.4853964558318955,2.7946814189521465,3.1039663820723975
1994-09-30,2.0492747872534616,2.064590914875973,2.0799070424984847
1994-12-31,2.580233699547043,2.619848429463988,2.6594631593809335
1995-03-31,2.436547093906096,2.8089853511705964,3.1814236084350975
1995-06-30,4.618005364302756,5.241814479379762,5.865623594456768
1995-09-30,4.3417341605747835,4.615529191598407,4.88932422262203
1995-12-31,4.522548873026263,4.815525614025454,5.108502355024644
1996-03-31,2.4758717617488424,2.991140495483891,3.50640922921894
1996-06-30,3.3760061031057393,3.475365878564695,3.5747256540236503
1996-09-30,1.3175606963031674,1.4357421928038079,1.5539236893044484
1996-12-31,-0.22429781294034812,0.8354036063532977,1.8951050256469433
1997-03-31,0.8519416154256739,1.2957222721212398,1.7395029288168056
1997-06-30,-0.2905211034584452,0.07775528215263466,0.4460316677637145
1997-09-30,-0.36377586956551833,-0.06548945927516697,0.23279695101518438
1997-12-31,-0.11274561181842091,0.13100374861418404,0.374753109046789
1998-03-31,-0.6600210672114766,0.27297816619959636,1.2059773996106693
1998-06-30,-0.004185691027451324,0.4109039885591556,0.8259936681457626
1998-09-30,0.8100590820955884,0.9745504894182463,1.1390418967409042
1998-12-31,0.7758221740647716,1.385708738224776,1.9955953023847801
1999-03-31,0.07804827263632469,0.3498823198901696,0.6217163671440146
1999-06-30,0.8445056898568846,0.9680778739740683,1.091650058091252
1999-09-30,2.711467331679532,2.96957020673797,3.227673081796408
1999-12-31,3.074693503881239,3.279079098183711,3.4834646924861827
2000-03-31,3.2840101880269006,3.427876957819543,3.5717437276121853
2000-06-30,3.144034365460109,3.287796683365473,3.4315590012708364
2000-09-30,3.8405112195653635,4.043773169621824,4.247035119678284
2000-12-31,1.288942364677206,2.7823473418449565,4.275752319012707
2001-03-31,2.970900236085023,3.648844691578542,4.326789147072061
2001-06-30,1.9756785786308506,2.8459497958392985,3.7162210130477464
2001-09-30,3.4605101502531297,4.158805102558157,4.857100054863183
2001-12-31,2.0293150384110943,2.971231263505498,3.9131474885999014
2002-03-31,2.1206343913903436,2.2251034653821886,2.329572539374033
2002-06-30,2.1109229534177043,2.2435816654775342,2.3762403775373637
2002-09-30,2.188857708095938,2.242397699736241,2.295937691376544
2002-12-31,3.815426094576645,3.9459861029712755,4.076546111365905
2003-03-31,3.794263148286877,4.307432050754564,4.820600953222249
2003-06-30,1.6876124940116315,2.236765920642647,2.7859193472736625
2003-09-30,1.7581604174060903,2.3808703355269634,3.003580253647837
2003-12-31,2.5148413277075736,2.878006098363602,3.241170869019631
2004-03-31,2.908139772705079,2.926005321612652,2.9438708705202257
2004-06-30,1.997848325408136,2.1009592354852176,2.204070145562299
2004-09-30,0.9372237994379341,1.2994468780388597,1.6616699566397855
2004-12-31,2.9058727271992204,3.014768771661963,3.123664816124705
2005-03-31,4.000784784475807,4.180977290094063,4.361169795712318
2005-06-30,2.5512638550569795,2.585345257339913,2.619426659622847
2005-09-30,2.4909781369492032,3.3686933377243298,4.246408538499456
2005-12-31,2.50126214714165,2.598574568079572,2.6958869890174944
2006-03-31,3.2459985241892273,3.718911747923222,4.1918249716572165
2006-06-30,2.541127469887396,3.211343172614034,3.881558875340672
2006-09-30,2.7309504164600735,3.548312989811776,4.365675563163478
2006-12-31,2.409560824259064,2.509535185242351,2.609509546225638
2007-03-31,3.375083089796812,3.7096846547840507,4.04428621977129
2007-06-30,2.1071771671466353,2.473739193246721,2.8403012193468067
2007-09-30,3.5566357606657695,3.5651816055071213,3.573727450348473
2007-12-31,3.2915213786249162,3.4748089304158913,3.658096482206866
