Date,Food and non-alcoholic beverages,Alcohol and tobacco,Clothing and footwear,Housing,"Furnishings, household equipment and services",Transport,Other goods and services
1972-12-31,9.235769955860357,2.0769813669635573,6.315441389801479,4.456261438744101,2.163514864936925,0.6337666607356705,3.4700287184747207
1973-03-31,17.486277996679867,6.202742021253123,8.661004797917649,6.39498408314723,4.3841291489785394,2.429297298201381,10.108950403673711
1973-06-30,21.119299037554022,8.452715360713004,11.62171559994787,10.193679954117925,7.046689232240917,5.252572354376696,14.759147785760248
1973-09-30,19.68735324969075,8.11595546071775,13.740775030293868,10.810293343031626,9.660888783252151,8.26091933209213,15.544847504180233
1973-12-31,18.612997312411203,10.920298010866922,14.76576200394473,12.954147139876916,9.88793957863951,9.549164475840808,15.349726820561585
1974-03-31,16.914145770420312,12.998740308764145,14.849427179976685,14.459614370675503,13.970816733115946,13.024069075216735,15.578238988802553
1974-06-30,14.42928318976626,14.33627538848405,16.28001385289342,17.461181818997915,16.88950269794068,16.99632894780225,15.03970168038309
1974-09-30,9.217627882150227,14.383437164707587,16.65514070916927,17.4071093924808,19.76794455207859,19.22603940619058,15.65448106033339
1974-12-31,7.023962209052852,14.050375896086507,17.76373473907395,18.369330359352055,20.947132691032337,19.94670396464005,16.407457240939138
1975-03-31,7.13114068507818,15.14381820293535,18.788700102800682,19.15171838000836,16.36873096574699,18.19027012137021,17.827062104363222
1975-06-30,9.553442191102135,14.986582465774118,18.106376929026034,21.194011802969847,15.16985412231671,16.9011363488872,13.183149184367366
1975-09-30,9.400610398299179,17.092581786109513,15.940304314562104,17.77831181477402,13.056172513285857,15.593537578011045,6.5103701677703905
1975-12-31,11.609971489140692,19.420629459829506,17.46005791777025,15.33588494012596,13.909475877193653,14.507673537750417,4.853165950267213
1976-03-31,14.00922286454531,19.469447531005564,18.057983866162488,15.432224252683689,13.585993930572364,14.639080330705905,3.3506499675004493
1976-06-30,11.48455947401161,18.0170567957671,17.499210668582155,15.881035704872405,10.610757799792331,10.697886427468376,8.648073087515442
1976-09-30,12.745224299204956,13.79796088232641,17.928778854201404,14.070453641224898,10.644165360988255,8.311049994085447,12.375365541597517
1976-12-31,12.278420745284368,9.58269154844443,17.632242397278993,12.086241949005116,11.024972103734127,6.83083729538861,16.248612956537745
1977-03-31,11.568419158083408,6.517901378268936,13.607965270152716,10.507574627261587,11.138353890750803,9.606843955916064,19.422575856966787
1977-06-30,10.740443455628878,4.741514679002952,10.687532319538427,10.664889720619025,9.09948832418538,7.7434279293665,14.811280236622139
1977-09-30,10.294542700792212,3.40985405162858,9.578408595085783,9.170228030190135,8.844610883039621,7.0577776136422,12.657297012468122
1977-12-31,9.30543555435013,5.129732257171428,9.431961168243626,9.754894569924353,7.852963238084693,8.226329462021607,11.929833408362349
1978-03-31,9.288817681794502,4.637930770707996,6.8397046724433626,6.611400072461787,6.728893746592884,7.476044914269129,9.43646524968781
1978-06-30,10.749606758222347,5.342760456747959,7.87957017002114,6.862223517460347,6.4623012785875575,9.055796170295412,9.768600547367635
1978-09-30,11.191912320419895,10.832433320503132,6.948947400840366,6.331844148261461,5.445545984741246,8.966843668759314,9.123748702913502
1978-12-31,12.391202481881756,10.964761162232325,5.219567105392545,5.119364925816535,4.411292448903669,8.55532457162772,6.107095961761557
1979-03-31,12.525592673232005,12.481482177981619,5.223828900273874,5.3349212878784815,6.16090610427896,10.361886371685504,4.788799467728415
1979-06-30,14.095395587173982,14.882369627992441,6.709738064731454,7.0515360027007326,5.421064152014367,11.671627520895042,5.890882184658993
1979-09-30,13.778808570462363,12.41163454501239,4.42207238431682,8.067876944486883,6.753463024107629,10.279159242724422,9.076998212900634
1979-12-31,12.013006002577294,11.561977380754323,6.207966000087934,8.413058125459813,8.787612162262068,11.785085033176903,10.984111504670334
1980-03-31,11.786576378047343,7.285479288116907,6.190896313357063,7.665009755134649,10.43844961795686,10.446707403080879,10.172681847599408
1980-06-30,12.460343457290204,5.793395285335967,8.92647343035248,9.281458893428457,10.929039247109944,12.095629779355097,11.98461553617117
1980-09-30,11.275382500332036,5.1094149530338075,7.0728716259137965,10.24879978910841,10.25564054111548,11.047779547436845,7.005594057336517
1980-12-31,11.585087568177077,5.494750662715289,8.670411336255713,10.407468599338106,11.137665217899741,10.020811903143667,7.162455344170818
1981-03-31,8.561652940102627,6.337827501816051,7.880440163500982,8.877834800589818,10.773780523249108,11.37833107462701,8.355685624744996
1981-06-30,9.436824297705392,6.736745969986428,7.457517077580819,10.176396509507768,8.623916107422826,10.281312754102053,8.02328849911321
1981-09-30,8.033740516399305,7.934845578070396,4.902704442932405,9.882756787007377,8.913640416254633,8.451308883264229,6.106752155372423
1981-12-31,5.437083236053382,6.766911535239759,2.1012118072745096,9.591504052114619,8.908160980967159,6.342484708965621,6.310903385373943
1982-03-31,6.900545274986362,6.492595297644087,1.7303778456764203,9.667603958279543,10.564068187121034,4.997771574417545,9.184210022109827
1982-06-30,8.345718445115974,7.074038350104647,4.462311061794267,12.683943109503076,12.147487374867136,9.869780997596393,11.182975344821351
1982-09-30,10.323375259109097,7.701033751311886,5.715162575621406,9.970897865529569,11.964448902089483,8.532344035045623,14.496316514588731
1982-12-31,8.027890077474988,9.891463663156335,6.323205045350653,9.784106889656144,12.44763448807248,8.013845713367857,12.15822034223465
