Date,lower_16.67pct,MCT_median,upper_83.33pct
1970-02-01,0.4465800502981388,1.711342983445816,2.9932220467962765
1970-03-01,1.8821033209214195,3.1538157845773016,4.477533293194201
1970-04-01,5.532589066986954,6.897585048135432,8.328239109828075
1970-05-01,4.2862997321209,5.541216814395236,6.792751011176068
1970-06-01,3.0142049685896604,4.2018951171404595,5.414793161573067
1970-07-01,2.523811178572787,3.719179910252059,4.872144149956949
1970-08-01,2.8406880742661382,3.9884837882599142,5.160759854466094
1970-09-01,3.3546886704017336,4.642590422784325,5.906827789766123
1970-10-01,3.71325430601937,5.102398098511173,6.4908910646111995
1970-11-01,5.348432262600457,6.579256398256489,7.827748261703677
1970-12-01,5.690331936382158,6.88643554915809,8.050948064758744
1971-01-01,4.84262696178158,5.993060037404975,7.080029545037579
1971-02-01,5.025812056744474,6.132351499850545,7.2469704234817325
1971-03-01,4.093671530367398,5.206926643537834,6.258894411699567
1971-04-01,4.854398733224997,6.0037682755913515,7.175180855428069
1971-05-01,4.442405555654538,5.609674884352917,6.776365952659988
1971-06-01,4.301413910642649,5.360205252127862,6.4578301344747695
1971-07-01,3.228630807313471,4.324113005905025,5.414727654273053
1971-08-01,3.197660222635902,4.320563827754574,5.4239986482585865
1971-09-01,4.7763016262978955,6.016504904522154,7.265992156439399
1971-10-01,3.1302184270712967,4.239957922473316,5.3387432876908285
1971-11-01,3.2381324626129526,4.283510634617771,5.3684779977060515
1971-12-01,4.498811591353928,5.536212147328874,6.633584790597465
1972-01-01,2.245851050671161,3.400640567403015,4.468312092370434
1972-02-01,1.05494855122538,2.34504241801842,3.620720553094327
1972-03-01,2.7591850600307835,3.910554679703842,5.017665516644563
1972-04-01,4.3184418248108205,5.500990867726081,6.662359541435629
1972-05-01,3.711780039247211,4.859229351332189,5.935638648170295
1972-06-01,3.173799043227339,4.292274457470699,5.339479930730059
1972-07-01,3.4564291988695555,4.496375056429467,5.633776866208722
1972-08-01,3.5987662791839137,4.667042864698001,5.770591314095933
1972-09-01,4.452852349981606,5.630042930807733,6.656450182286536
1972-10-01,5.176319876195976,6.285749475712212,7.412830413101952
1972-11-01,5.7278629822076805,6.846813384154831,7.983327121376925
1972-12-01,6.038623260014097,7.099563218017678,8.197694964162777
1973-01-01,6.13216033768906,7.175720325003288,8.276696266465432
1973-02-01,7.598589607982616,8.84538363962394,10.013216217685812
1973-03-01,9.602421422337523,10.964923858104644,12.305086328380295
1973-04-01,10.321861534144823,11.674000230571593,12.9726300951869
1973-05-01,8.921263544053954,10.154547549920604,11.395164890329937
1973-06-01,10.45345012482013,11.692460477919697,12.899037074923543
1973-07-01,10.024770214915218,11.184577771001733,12.399238328031487
1973-08-01,9.993717754934547,11.120396262698344,12.276946446428788
1973-09-01,11.742502327407358,13.029201056476065,14.266709827060282
1973-10-01,11.472331522402959,12.685668413968479,13.998935353097776
1973-11-01,12.066597691732548,13.479329383344375,14.953727018362187
1973-12-01,13.426318655000212,15.136014772102332,16.910975047641806
1974-01-01,14.454544319215902,16.089430388431122,17.873150949902556
