date,output_gap,y_star,u_star
1980Q1,0.6598636726453222,12.049357306367009,6.193896062323718
1980Q2,-0.13388887182206738,12.050799872788808,6.236090171040565
1980Q3,0.2972561573535139,12.059809903123982,6.23379206612491
1980Q4,0.8331464154477854,12.068839169965324,6.280437949098127
1981Q1,0.737854901386157,12.073705942116073,6.171259370879541
1981Q2,0.7870620022646093,12.083414154311376,6.149189187971471
1981Q3,0.6020274024015264,12.094100972044412,6.344049724277275
1981Q4,0.19356013522445,12.101441800270816,6.362723364810745
1982Q1,-0.5472231308484832,12.107918739435863,6.352869852850218
1982Q2,-1.1931583788004134,12.117656751528923,6.382226793038863
1982Q3,-2.7228263806283537,12.125137785249226,6.441082099241856
1982Q4,-4.626152183173442,12.131738844653514,6.817072310751342
1983Q1,-5.452501556729458,12.134012202329524,6.778704125935549
1983Q2,-5.298045193605085,12.138836638236743,6.768202518647248
1983Q3,-4.48467501230889,12.143728909611628,6.6539053310278025
1983Q4,-3.1629034673266174,12.1524256715389,6.423571593342695
1984Q1,-2.574938218712934,12.16329078552597,6.486548782375995
1984Q2,-2.089525030811739,12.174551038240269,6.5680749376003345
1984Q3,-1.9288649577720505,12.184342706371405,6.587269307861663
1984Q4,-2.1511110516723484,12.192596736085113,6.560661050048042
1985Q1,-1.6928922582338906,12.206340525100897,6.656526082292756
1985Q2,-1.0558734652155275,12.22025003979904,6.851541354444874
1985Q3,-0.4574480775698506,12.231209070279856,6.918592159733593
1985Q4,-0.5492297169854965,12.238295467991225,6.919357703579355
1986Q1,-1.0599095138352064,12.244598885353893,6.972536657729856
1986Q2,-1.5520011851637328,12.250230544884912,6.850036272284425
1986Q3,-2.0581249110986275,12.257942750204725,6.950249074253935
1986Q4,-1.7219512011138198,12.268597059746178,6.948290852244711
1987Q1,-1.600807608190742,12.277276297398506,6.945907873098806
1987Q2,-0.8897038575873216,12.290361711687085,7.008367302852576
1987Q3,-0.35899223415880605,12.302148985392174,7.131739060783804
1987Q4,0.09152955253847427,12.312419821756128,7.262816759446294
1988Q1,0.19578279038066446,12.31835205547666,7.280902223071942
1988Q2,0.37807994730339,12.324012174561904,7.300164065360575
1988Q3,0.7342401810880923,12.329171696364252,7.0903263030010235
1988Q4,0.9414196780893641,12.337898708040289,7.160041571065092
1989Q1,1.3814523333229318,12.34659389628805,7.165345605375166
1989Q2,2.039047835433664,12.357331744076154,7.176485015547224
1989Q3,1.8431322625838864,12.36492750665711,7.210073165114966
1989Q4,1.3162307068314572,12.371815386217348,7.144105663250732
