,headline_index,headline_yoy,ex_fresh_food_index,ex_fresh_food_yoy,ex_fresh_food_energy_index,ex_fresh_food_energy_yoy,ex_food_energy_index,ex_food_energy_yoy
2016-04,99.10461666666666,-0.20345879959308144,99.20564074074075,-0.40567951318457585,99.81178518518519,0.8163265306122325,100.957926066212,0.48193604407658075
2016-05,99.0035925925926,-0.50761421319796,99.20564074074075,-0.40567951318457585,99.81178518518519,0.7135575942915473,100.972015572421,0.3684006629516068
2016-06,99.10461666666666,-0.3048780487805103,99.20564074074075,-0.40567951318457585,99.81178518518519,0.6109979633401208,101.002839298827,0.4550327415228095
2016-07,99.0035925925926,-0.40650406504065817,99.10461666666666,-0.5070993914807365,99.81178518518519,0.6109979633401208,100.927318089337,0.24162254553548035
2016-08,98.90256851851852,-0.5081300813008172,99.10461666666666,-0.4060913705583813,99.81178518518519,0.40650406504063596,100.807936580345,0.11339793084546024
2016-09,98.90256851851852,-0.5081300813008172,99.10461666666666,-0.4060913705583813,99.81178518518519,0.3045685279187804,100.779551054492,-0.07345031075738362
2016-10,99.4076888888889,0.20366598778003286,99.10461666666666,-0.3048780487805103,99.81178518518519,0.3045685279187804,100.924104652265,0.1558564623509895
2016-11,99.50871296296296,0.4077471967380175,99.20564074074075,-0.3045685279187693,99.81178518518519,0.20283975659229903,100.913277196515,0.11272435328424368
2016-12,99.30666481481481,0.20387359836901986,99.30666481481481,-0.20304568527919065,99.81178518518519,0.10131712259371373,100.906029324846,-0.055641564037045566
2017-01,99.30666481481481,0.40858018386107364,99.4076888888889,0.10172939979655737,99.81178518518519,0.20283975659229903,100.842197429502,0.13896321120814292
2017-02,99.20564074074075,0.20408163265306367,99.4076888888889,0.20366598778003286,99.71076111111111,0.0,100.726250834045,-0.05170580562846583
2017-03,99.30666481481481,0.20387359836901986,99.4076888888889,0.20366598778003286,99.71076111111111,0.0,100.617227945763,-0.30365574620997426
2017-04,99.50871296296296,0.4077471967380175,99.50871296296296,0.3054989816700493,99.81178518518519,0.0,100.755242924944,-0.20076000881305012
2017-05,99.50871296296296,0.5102040816326481,99.60973703703704,0.40733197556006573,99.81178518518519,0.0,100.744730329772,-0.22509726220725224
2017-06,99.50871296296296,0.4077471967380175,99.60973703703704,0.40733197556006573,99.91280925925926,0.10121457489877805,100.801280576071,-0.1995574819037227
2017-07,99.50871296296296,0.5102040816326481,99.60973703703704,0.5096839959225274,99.91280925925926,0.10121457489877805,100.716532023519,-0.20884936785047215
2017-08,99.50871296296296,0.6128702757916216,99.71076111111111,0.6116207951070374,99.91280925925926,0.10121457489877805,100.704662006185,-0.10244686843449147
2017-09,99.71076111111111,0.8171603677221695,99.81178518518519,0.7135575942915473,100.0138333333333,0.2024291497975339,100.86763391775,0.08740152375790178
2017-10,99.60973703703704,0.20325203252031798,99.91280925925926,0.8154943934760572,100.0138333333333,0.2024291497975339,100.885242847326,-0.038505969483604296
2017-11,100.0138333333333,0.5076142131979378,100.0138333333333,0.8146639511201093,100.1148574074074,0.30364372469635637,100.938422565894,0.02491780078655026
2017-12,100.4179296296296,1.1190233977619313,100.1148574074074,0.8138351983723258,100.1148574074074,0.30364372469635637,100.971021144433,0.06440826184703763
2018-01,100.6199777777778,1.3224821973550682,100.2158814814815,0.8130081300813163,100.1148574074074,0.30364372469635637,100.887442497992,0.044867198100906336
2018-02,100.6199777777778,1.4256619144602967,100.3169055555556,0.9146341463414975,100.2158814814815,0.506585612968613,100.932078049884,0.20434317184911954
2018-03,100.4179296296296,1.1190233977619313,100.3169055555556,0.9146341463414975,100.2158814814815,0.506585612968613,100.924125362452,0.3050147802267311
2018-04,100.1148574074074,0.6091370558375608,100.2158814814815,0.7106598984771839,100.1148574074074,0.30364372469635637,100.847387581674,0.09145395718874738
2018-05,100.2158814814815,0.7106598984771839,100.3169055555556,0.7099391480730688,100.1148574074074,0.30364372469635637,100.976545803754,0.23010183582128363
2018-06,100.2158814814815,0.7106598984771839,100.4179296296296,0.8113590263691295,100.1148574074074,0.2022244691607611,100.980759369138,0.1780520962048282
2018-07,100.4179296296296,0.913705583756319,100.4179296296296,0.8113590263691295,100.1148574074074,0.2022244691607611,100.803267032268,0.08611794608728296
2018-08,100.8220259259259,1.3197969543147003,100.7210018518519,1.013171225937226,100.3169055555556,0.4044489383215888,101.067572748053,0.36037134194015774
2018-09,100.8220259259259,1.1144883485308732,100.8220259259259,1.012145748987825,100.3169055555556,0.3030303030303827,101.036134446794,0.1670511367218186
2018-10,101.0240740740741,1.419878296146071,101.0240740740741,1.1122345803842526,100.4179296296296,0.40404040404040664,101.231878623192,0.34359413337645694
2018-11,100.8220259259259,0.8080808080808133,101.0240740740741,1.010101010101061,100.4179296296296,0.3027245206861595,101.319306876333,0.3773432363581408
2018-12,100.6199777777778,0.20120724346082142,100.92305,0.8072653884964698,100.4179296296296,0.3027245206861595,101.199473532564,0.22625540035314806
2019-01,100.7210018518519,0.10040160642572626,100.92305,0.7056451612903025,100.5189537037037,0.4036326942482349,101.220985368632,0.33060890669980303
2019-02,100.8220259259259,0.2008032128513415,101.0240740740741,0.7049345417925235,100.6199777777778,0.40322580645162365,101.324063081862,0.388365165516813
2019-03,100.8220259259259,0.4024144869215318,101.1250981481481,0.80563947633423,100.6199777777778,0.40322580645162365,101.263317240411,0.33608602179195923
2019-04,101.0240740740741,0.9081735620585452,101.1250981481481,0.9072580645160588,100.7210018518519,0.6054490413724078,101.472352474283,0.619713517222098
2019-05,100.92305,0.7056451612903025,101.1250981481481,0.80563947633423,100.6199777777778,0.5045408678103325,101.357065922895,0.37684010292899917
2019-06,100.92305,0.7056451612903025,101.0240740740741,0.6036217303823532,100.7210018518519,0.6054490413724078,101.238167877898,0.2549084700571802
2019-07,100.92305,0.5030181086519425,101.0240740740741,0.6036217303823532,100.6199777777778,0.5045408678103325,101.25329060721,0.44643748976702646
2019-08,101.0240740740741,0.20040080160326212,101.2261222222222,0.5015045135405627,100.92305,0.6042296072507058,101.391859760811,0.32086158195012704
2019-09,101.1250981481481,0.30060120240478216,101.1250981481481,0.30060120240478216,100.92305,0.6042296072507058,101.385751176959,0.34603137984174914
2019-10,100.2,-0.8157204919986283,100.4,-0.6177478782101953,100.1,-0.31660643751789674,100.215910901981,-1.003604531525748
2019-11,100.4,-0.41858504830676324,100.5,-0.5187615713159843,100.2,-0.21702262776516212,100.444176375511,-0.8637351831572992
2019-12,100.5,-0.11923852541766422,100.7,-0.22100996749503388,100.3,-0.1174388180124386,100.467287236919,-0.7235080085761458
2020-01,100.4,-0.31870399018075757,100.7,-0.22100996749503388,100.4,-0.1183395760906314,100.356104232418,-0.8544484457093771
2020-02,100.4,-0.41858504830676324,100.6,-0.4197752644217845,100.3,-0.31800620994419937,100.322862433347,-0.9881173514588615
2020-03,100.4,-0.41858504830676324,100.6,-0.5192560084132936,100.4,-0.2186223676809207,100.349840151347,-0.9020809449638123
2020-04,100.2,-0.8157204919986283,100.0,-1.1125805252617194,100.0,-0.7158406276700835,100.029217279319,-1.4221954648481638
2020-05,100.1,-0.8155223212140461,99.9,-1.2114679447364551,100.1,-0.5167738944707345,100.054784812318,-1.2848449180323351
2020-06,100.1,-0.8155223212140461,100.0,-1.0136931057870502,100.1,-0.6165564682977576,100.03471343539,-1.1887358964846717
2020-07,100.1,-0.8155223212140461,99.9,-1.1126794126812611,100.0,-0.616157736733991,99.9376991722314,-1.299307338150768
2020-08,100.1,-0.9147067988928392,99.8,-1.4088480235283862,99.7,-1.211863890360032,99.6148868645274,-1.752579448168301
2020-09,99.8,-1.310355364211202,99.8,-1.310355364211202,99.8,-1.1127784980735411,99.717008548096,-1.6459340780050735
2020-10,99.7,-0.4990019960079861,99.6,-0.7968127490039945,99.7,-0.39960039960038607,99.740077127422,-0.47480861100430705
2020-11,99.4,-0.9960159362549792,99.5,-0.995024875621886,99.7,-0.4990019960079861,99.8924530041311,-0.5492835834675858
2020-12,99.4,-1.0945273631840724,99.6,-1.0923535253227534,99.8,-0.49850448654037427,99.8436858133881,-0.6207009671320596
2021-01,99.8,-0.5976095617529986,100.0,-0.6951340615690249,100.4,0.0,100.337505403727,-0.018532832490125717
2021-02,99.9,-0.4980079681274896,100.1,-0.497017892644136,100.4,0.09970089730808596,100.428500524502,0.10529812307258357
2021-03,100.0,-0.3984063745020028,100.2,-0.3976143141153021,100.4,0.0,100.385228731995,0.03526520878820438
2021-04,99.0,-1.19760479041916,99.1,-0.9000000000000008,99.0,-1.0000000000000009,98.8515223829344,-1.1773509064816778
2021-05,99.3,-0.7992007992007943,99.4,-0.5005005005005003,99.1,-0.9990009990009985,99.0101895289645,-1.0440233171386537
2021-06,99.6,-0.4995004995005048,99.5,-0.5000000000000004,99.2,-0.8991008991008909,99.0113404121075,-1.0230178986252336
2021-07,99.7,-0.39960039960038607,99.7,-0.2002002002002068,99.3,-0.7000000000000006,99.0799969506648,-0.8582369102659082
2021-08,99.7,-0.39960039960038607,99.7,-0.10020040080159776,99.2,-0.5015045135406182,98.8651603914682,-0.7526249305275123
2021-09,100.1,0.30060120240480437,99.9,0.10020040080160886,99.3,-0.501002004008011,98.8673992229712,-0.8520204702240131
2021-10,99.8,0.10030090270811698,99.8,0.20080321285140812,99.0,-0.7021063189568744,98.5565929812648,-1.1865683085899859
2021-11,100.0,0.6036217303822866,100.1,0.6030150753768782,99.1,-0.6018054162487574,98.6717021744652,-1.2220651239943203
2021-12,100.1,0.7042253521126751,100.1,0.5020080321285203,99.1,-0.7014028056112287,98.6067331676499,-1.2388892053225242
2022-01,100.2,0.4008016032064132,100.3,0.29999999999998916,99.3,-1.0956175298804882,98.4962384966497,-1.835073435071577
2022-02,100.9,1.0010010010010006,100.7,0.5994005994006013,99.4,-0.9960159362549792,98.6538463536358,-1.767082214309501
2022-03,101.3,1.29999999999999,101.0,0.7984031936127733,99.6,-0.7968127490039945,98.7564043620111,-1.6225737497022386
2022-04,101.5,2.5252525252525304,101.2,2.1190716448032276,99.8,0.8080808080808133,98.9540741351375,0.10374321986243995
2022-05,101.8,2.5176233635448186,101.4,2.012072434607637,100.0,0.908173562058523,99.2302464048807,0.22225679696514788
2022-06,102.0,2.4096385542168752,101.7,2.2110552763819014,100.2,1.0080645161290258,99.2973619379286,0.2888775413307343
2022-07,102.3,2.607823470411219,102.1,2.407221664994985,100.5,1.2084592145015227,99.513456874282,0.43748479709080357
2022-08,102.7,3.0090270812437314,102.5,2.8084252758274753,100.8,1.6129032258064502,99.7554448099691,0.9005036910633812
2022-09,103.1,2.9970029970030065,103.0,3.1031031031030887,101.1,1.812688821752273,99.9051781748113,1.0496674940337458
2022-10,103.5,3.707414829659328,103.3,3.50701402805611,101.5,2.5252525252525304,100.0716612989,1.5372571958967907
2022-11,103.8,3.8000000000000034,103.7,3.596403596403608,101.8,2.724520686175591,100.067664727938,1.414754709515953
2022-12,104.1,3.996003996003994,104.1,3.996003996003994,102.1,3.0272452068617506,100.167918813196,1.5832444655597522
2023-01,104.5,4.291417165668654,104.5,4.187437686939188,102.5,3.2225579053373643,100.513560637479,2.0481209959078095
2023-02,104.2,3.2705649157581673,103.9,3.1777557100297837,102.9,3.5211267605633756,100.630193895996,2.0033152435595447
2023-03,104.6,3.257650542941759,104.2,3.168316831683171,103.4,3.81526104417671,100.985519586677,2.257185484897417
2023-04,105.0,3.4482758620689724,104.6,3.3596837944663838,103.9,4.108216432865741,101.388014717738,2.4596668746317274
2023-05,105.1,3.241650294695475,104.6,3.155818540433919,104.2,4.200000000000004,101.672341670083,2.4610392029442485
2023-06,105.3,3.2352941176470473,105.0,3.2448377581120846,104.4,4.191616766467066,101.728047160599,2.447884994356486
2023-07,105.7,3.3235581622678367,105.3,3.1341821743388953,104.8,4.278606965174125,102.057718316788,2.556700894955566
2023-08,105.9,3.1158714703018564,105.6,3.0243902439024417,105.1,4.265873015873023,102.162275930386,2.412731580719063
2023-09,106.3,3.103782735208549,105.9,2.815533980582541,105.4,4.2532146389713255,102.284535247066,2.3816153634112602
2023-10,107.0,3.3816425120772875,106.3,2.9041626331074433,105.5,3.9408866995073843,102.537023897858,2.4635971532383394
2023-11,106.7,2.7938342967244845,106.3,2.507232401157178,105.7,3.8310412573673958,102.709378957457,2.639927929467767
2023-12,106.8,2.5936599423631135,106.5,2.3054755043227626,105.9,3.7218413320274424,102.806741163202,2.6343986989758372
2024-01,106.7,2.1052631578947434,106.6,2.0095693779904167,106.1,3.5121951219512226,102.964549837253,2.4384661972268074
2024-02,107.1,2.7831094049904026,106.8,2.791145332050049,106.2,3.206997084548102,103.138290817546,2.49239003170576
2024-03,107.4,2.6768642447418944,106.9,2.5911708253358867,106.3,2.8046421663442844,103.178949765225,2.172024452144705
2024-04,107.6,2.4761904761904763,106.9,2.198852772466542,106.4,2.4061597690086645,103.378850861337,1.963581345528298
2024-05,108.0,2.7592768791627087,107.3,2.581261950286806,106.5,2.207293666026877,103.514001025868,1.8113671088259231
2024-06,108.3,2.8490028490028463,107.7,2.57142857142858,106.7,2.2030651340996243,103.674960460935,1.913841221450352
2024-07,108.6,2.7436140018921362,108.1,2.6590693257359854,106.8,1.9083969465648831,103.720210844511,1.6289728549119697
2024-08,109.2,3.116147308781869,108.6,2.840909090909083,107.3,2.0932445290199775,103.910760645554,1.7114778417421261
2024-09,109.1,2.6340545625587852,108.4,2.3607176581680767,107.5,1.992409867172662,104.065118873041,1.7408141139557687
2024-10,109.4,2.242990654205612,108.7,2.2577610536218318,107.9,2.274881516587679,104.203741912672,1.625479218583803
2024-11,109.8,2.9053420805998043,109.1,2.6340545625587852,108.2,2.365184484389782,104.357554757598,1.6046984383224494
2024-12,110.6,3.5580524344569264,109.6,2.9107981220657164,108.4,2.3607176581680767,104.564156322137,1.7094357228434554
2025-01,111.0,4.02999062792877,110.0,3.1894934333958735,108.8,2.5447690857681504,104.59787445648,1.5862980237457025
2025-02,111.0,3.6414565826330625,110.0,2.9962546816479474,109.0,2.6365348399246757,104.705551738274,1.5195723220782442
2025-03,111.3,3.631284916201105,110.3,3.1805425631431072,109.4,2.9162746942615225,104.872500324907,1.6413721631549194
2025-04,111.5,3.6245353159851446,110.7,3.554724041159951,109.6,3.007518796992481,104.949311910123,1.519131849213995
2025-05,111.8,3.518518518518521,111.2,3.63466915191053,110.0,3.2863849765258246,105.059174537184,1.4927193384495663
2025-06,111.9,3.3240997229917024,111.3,3.342618384401108,110.3,3.373945641986875,105.240446815839,1.509994648605506
2025-07,112.0,3.130755064456725,111.4,3.052728954671613,110.5,3.4644194756554336,105.26871604548,1.4929637997847856
2025-08,112.1,2.6556776556776462,111.5,2.6703499079189674,110.8,3.2618825722273925,105.489727186041,1.5195409317355857
2025-09,112.3,2.933088909257564,111.7,3.0442804428044257,110.8,3.0697674418604715,105.303930315438,1.1904194756250153
2025-10,112.7,3.0164533820840944,112.0,3.0358785648574083,111.2,3.0583873957367835,105.862908077169,1.5922328066562796
2025-11,113.0,2.914389799635697,112.3,2.933088909257564,111.4,2.957486136783727,105.972105374428,1.547133430426073
2025-12,112.9,2.079566003616651,112.2,2.3722627737226443,111.6,2.952029520295185,105.970819894662,1.3452636371792837
2026-01,112.7,1.531531531531538,112.1,1.9090909090909047,111.6,2.5735294117646967,106.010637533706,1.3506613634044928
2026-02,112.4,1.2612612612612706,111.8,1.6363636363636358,111.8,2.5688073394495303,106.180407301693,1.4085743677714424
2026-03,112.9,1.4375561545372895,112.3,1.8132366273798661,112.0,2.376599634369292,106.313186821665,1.3737504992200833
2026-04,113.0,1.3452914798206317,112.3,1.445347786811202,111.8,2.007299270072993,106.001105655487,1.0021921308686066
2026-05,113.5,1.5205724508050134,112.8,1.4388489208633004,112.0,1.8181818181818077,106.270615788043,1.153103721017934
2026-06,113.8,1.6979445933869464,113.0,1.5274034141958603,112.2,1.7225747960108784,106.511528829269,1.207788499467588
2026-07,113.9159165648269,1.7106397900240156,113.12766863323185,1.5508695091847713,112.35451216755764,1.6782915543508192,106.58100150158316,1.2466053595032056
2026-08,114.04390561615125,1.7340817271643605,113.24473703594678,1.564786579324462,112.51156913569905,1.5447374870930064,106.65286928829273,1.1026117265432234
2026-09,114.17658135956904,1.671043062839761,113.38128362499751,1.5051778200514843,112.65738085893888,1.6763365152878018,106.72036919259594,1.3450959265385531
2026-10,114.30493407734357,1.42407637741222,113.50332622095529,1.3422555544243542,112.78811046753414,1.4281568952645207,106.77563883529707,0.8621818299783923
2026-11,114.43277338960611,1.2679410527487667,113.62484370085512,1.1797361539226392,112.91563883781184,1.360537556384056,106.83171600163622,0.8111668860130594
2026-12,114.56270089509614,1.4727200133712426,113.74523890591551,1.3772182762170404,113.04066767160012,1.2909208526882932,106.88864243531724,0.8661087472641826
2027-01,114.69508901051141,1.7702653154493486,113.86806818975391,1.5772240764976964,113.16496907205145,1.402302035888403,106.9462484554374,0.8825632441215259
2027-02,114.82900222225959,2.161034005569018,113.99182775031734,1.9604899376720386,113.28845254493172,1.3313529024433945,107.00385350464626,0.7755161464144456
2027-03,114.96384066233536,1.8280253873652397,114.11648585728123,1.6175297037232639,113.41169170483933,1.2604390221779616,107.06153395454983,0.7039080995099312
2027-04,115.09932245097424,1.8578074787382715,114.24166063852783,1.7289943352874815,113.53489330738718,1.5517829225287771,107.11933171903667,1.054919245072794
2027-05,115.23529893584981,1.5288977408368432,114.36734971952558,1.3894944322035307,113.65823087765514,1.4805632836206728,107.17726490845925,0.8531512814648146
2027-06,115.3716686071229,1.3810796196159103,114.49343183744048,1.3216210950800722,113.78175642042468,1.4097650805924067,107.2353149361684,0.6795378067097069
2027-07,115.50837158516943,1.3979214392189965,114.6198587248511,1.3190319482822899,113.90551433774691,1.380453833377171,107.29348160633975,0.6684869673944771
2027-08,115.64538161299774,1.404262672515566,114.74658539270634,1.3261970455040517,114.02952521017487,1.3491555456355053,107.35176679946402,0.655301180207446
2027-09,115.78269084149701,1.406689062505695,114.87359818627941,1.3161912738769654,114.15380378934279,1.3282955089090942,107.41017288186636,0.6463655387338063
2027-10,115.92029861434996,1.413206306486603,115.00088834696253,1.3193993302821339,114.27835641034065,1.3212792878868784,107.46870002860244,0.6490817576604968
2027-11,116.05820643237043,1.420426154691068,115.12845350050695,1.323310774895714,114.40318697610162,1.3173977967980477,107.52734823829826,0.6511476766425606
2027-12,116.19641620270428,1.4260446854374775,115.2562923551363,1.3284542401556187,114.52829734836995,1.316012818582779,107.58611739116385,0.6525248519913429
2028-01,116.33492960018476,1.4297391490956324,115.38440508150046,1.331661207441992,114.65368869447948,1.3155304460695572,107.64500737444236,0.6533739416732409
2028-02,116.47374785091743,1.432343394810931,115.51279203173505,1.3342748435871687,114.77936159164257,1.3160291390859502,107.70401799151146,0.6543357682298856
2028-03,116.61287174930001,1.4343910898106493,115.64145366557194,1.336325594706711,114.90531637262653,1.3169935527233445,107.76314902198985,0.6553381420238757
2028-04,116.75230177454051,1.436132974866422,115.77039030866398,1.3381542789133727,115.03155320401251,1.3182378148480112,107.82240023748005,0.6563413971695242
2028-05,116.8920382102492,1.4377011989370247,115.89960220049082,1.33976391402173,115.15807218101789,1.3196064128230267,107.88177141358105,0.6573283109281736
2028-06,117.03208123108561,1.4391857585218215,116.02908949304341,1.3412626654280668,115.28487335220403,1.3210526705400127,107.94126232737281,0.6583161448489472
2028-07,117.17243095679427,1.440639625326079,116.15885228626726,1.3426936471022666,115.41195674391321,1.3225368542733262,108.00087275784868,0.6593048719439887
2028-08,117.31308748324945,1.442086010691379,116.28889064343873,1.3440968595745506,115.53932236914088,1.3240405554466816,108.06060248564087,0.6602925199181708
2028-09,117.4540508988466,1.4435318830494426,116.41920460836336,1.3454844685700351,115.66697023488928,1.325550612696924,108.12045129311464,0.6612766669964021
2028-10,117.59532129211897,1.444977883762677,116.54979421444546,1.3468642631784045,115.79490034522,1.3270613811016574,108.18041896409835,0.6622569504483478
2028-11,117.73689875458513,1.4464227682106312,116.68065949108708,1.3482383749498617,115.92311270341433,1.3285693934647291,108.24050528374664,0.6632331747528086
2028-12,117.87878338134367,1.4478649459416237,116.81180046673359,1.3496079735103361,116.05160731298378,1.3300730036876818,108.30071003844742,0.6642052567855439
2029-01,118.02097527079754,1.4493030394287398,116.94321717056826,1.350972939511852,116.1803841783417,1.331571187326075,108.36103301578984,0.6651731081747103
2029-02,118.16347452416358,1.450736070937575,117.07490963319506,1.3523329961852681,116.30944330513853,1.333063446492777,108.42147400454202,0.6661367202541069
2029-03,118.30628124502769,1.4521634450168186,117.20687788691743,1.3536877752095666,116.43878470046683,1.3345495023636689,108.4820327946391,0.6670961076894244
2029-04,118.44939553902,1.453584844739697,117.3391219657784,1.3550370288395008,116.5684083729646,1.336029225152191,108.5427091771746,0.6680512937089711
2029-05,118.59281751360597,1.45500012609725,117.47164190552778,1.356380587327255,116.69831433287415,1.3375025499169135,108.60350294439462,0.6690022988653954
2029-06,118.73654727796446,1.4564092417644892,117.60443774356335,1.3577183595967046,116.82850259207024,1.3389694545183684,108.66441388969234,0.6699491433834526
