iteration,log_likelihood,change_in_log_likelihood,beta1,beta2,beta4,eps1,eps2,eps3,eps4,eps5,eps6,eps7,g_star,lambda1,lambda2,lambda3,phi1,phi2,psi,rho1
37,12.323686462791738,0.00266477344051097,1.3086917762937336,-0.32846794385303557,1.6334942976663116,0.005767262949071042,0.06498092449818992,0.2854531824428685,4.92974042797598,0.0438356054864911,0.006284375640693858,0.15977122071444386,0.009051353046659572,11.673559606759119,-7.97361662637991,-9.422725511172072,1.2732133245882373,-0.5759258615432212,0.0020574639225847376,0.8719710578829788
38,12.332735370398753,0.009048907607015266,1.3100128056935307,-0.3295615728140621,1.6653108110343418,0.005763858505354642,0.06586441018334639,0.28538746459643416,4.924446069762059,0.04426033702165391,0.0062878550565515865,0.15987471167125278,0.009050850884680798,11.755547849473292,-7.996616717358349,-9.351612395081721,1.2633797871430754,-0.5696485573725784,0.0020481550438650087,0.8739581115195826
39,12.33871909729188,0.005983726893127539,1.3122776393115108,-0.33140806687880126,1.6709050123003042,0.005768532678211248,0.06613397603422035,0.2852215240034992,4.9285159810001185,0.044391323684045976,0.006293511003925596,0.15984429678943468,0.00906041602759498,11.759381263775698,-7.993195986646117,-9.22144606400276,1.264611996811553,-0.567096599244213,0.002070735799964151,0.8775433432396595
40,12.34677817622194,0.008059078930060082,1.3134188518943035,-0.33241388250670717,1.7011968489380205,0.0057660647644581465,0.06712891779591847,0.28508780955309815,4.929725614058124,0.044429240531641566,0.0062944538632405764,0.1596130023266044,0.009057107049990647,11.823896920215022,-7.953847665786142,-9.100448955719202,1.264306919284159,-0.5686244712173472,0.002055129809528146,0.8792154421559615
41,12.35261050035945,0.005832324137509559,1.3132118285617222,-0.3320730502098415,1.7223095188236133,0.005763510511261093,0.06790113267656452,0.28513110560610994,4.93390785913785,0.044252604280864326,0.006293283537971434,0.1592398360420833,0.009049832717590219,11.858842980717942,-7.908287448552254,-8.9722449618137,1.2695447312822776,-0.5742416087712661,0.002073918216378833,0.880600397825119
42,12.356214453736694,0.0036039533772438404,1.3105207612783638,-0.3303337579602594,1.7472214835756115,0.005759518704822961,0.06871739339656656,0.2850606204723336,4.94211333991335,0.04400122129169487,0.006292047741872413,0.15908460906987743,0.009044965316279439,11.905923150108535,-7.896031255840717,-8.896968384623467,1.2752134277593319,-0.5798143955283315,0.0021399553719158044,0.8821044927053993
43,12.359772622026776,0.003558168290082264,1.3075073782527562,-0.3256511160307953,1.7746606319203446,0.0057555657814658155,0.06968607849339058,0.28512224246432905,4.937848534590941,0.04372713004234404,0.00628429009793661,0.15846123689389158,0.009036720690334111,11.952842921261567,-7.88901944761685,-8.786779347180687,1.2819109085797948,-0.586889730952207,0.0022306278218171697,0.8841750308065048
44,12.362890285002209,0.003117662975432367,1.3053329601577879,-0.32394866759447416,1.7794050322192712,0.00575883756573567,0.06979611892555916,0.28507872896975384,4.9363536205824206,0.04372644608296416,0.0062834012889711474,0.158472825148103,0.00904235005514046,11.963939605651905,-7.923568053051219,-8.801268225203419,1.2821632424120335,-0.5865956297015462,0.0022677667768817543,0.8839095822282819
45,12.36655005949379,0.003659774491580947,1.3011517472551763,-0.31985782069929575,1.7972382217559204,0.005765822644961912,0.07026197937485579,0.2849567520393642,4.926736341957591,0.04383921769429487,0.006280180179721845,0.15837875715884833,0.009053099691100724,12.007135755556039,-8.008967866318326,-8.819460597591641,1.2805502480221163,-0.584402749791903,0.0023324610050752827,0.8835464259128198
46,12.36955009442772,0.0030000349339296406,1.301036407056221,-0.3196856375071457,1.8110391314576144,0.005768195787395268,0.07074612748288653,0.2846275868993297,4.920852635094143,0.043794355575564256,0.006279528728859642,0.15817945943544737,0.009051516493712946,12.034335517289193,-8.05455203587345,-8.790650563504146,1.2817067756074332,-0.5851141657719809,0.002325967299318325,0.883289854455182
47,12.376869968869272,0.007319874441552798,1.3036396970779531,-0.3214644334619468,1.8814974434439384,0.0057728537224164276,0.07324104021555329,0.2840121404763432,4.913441219080929,0.043463784007264326,0.00628732719287919,0.1578510687654699,0.009058526736614036,12.178724537347067,-8.282435979799837,-8.70548937714849,1.2854434768147078,-0.5919444810553691,0.0022156826807952323,0.8852997555546208
48,12.378864464926991,0.001994496057719175,1.3043738633196698,-0.32305286028202757,1.887994793522871,0.005772809123213065,0.07363887743784353,0.2843049290606026,4.901461077427224,0.04328440053294188,0.0062840910448489894,0.15730542039389372,0.009052788352794086,12.181032336835429,-8.302169837054784,-8.64030895762071,1.2885815951609267,-0.5953111812486434,0.00219190019757276,0.8861776483470244
49,12.379600639288642,0.0007361743616502991,1.3060755079968984,-0.32463025467721685,1.8830383276113776,0.005770645281242297,0.07354183374219883,0.2844058094269493,4.906684910366238,0.04318632902720221,0.006285939401238699,0.1573757589611935,0.009050236205830666,12.167255169198057,-8.27454138860191,-8.634170535923715,1.289924453538147,-0.5963611997955968,0.0021746384719966345,0.88590876244707
50,12.379822265007602,0.0002216257189608939,1.306955657503044,-0.3254375505784565,1.8844931351522138,0.005770912508953883,0.07367129951349935,0.28456725553885137,4.908256558642165,0.04312124270604266,0.0062871140145825104,0.15738898124478543,0.009050600647471424,12.166537417641138,-8.271537175030737,-8.627990023781141,1.2907018059209012,-0.5969047500101868,0.0021759073128039706,0.8861637703457438
51,12.379964704806813,0.00014243979921069183,1.3075174360215904,-0.3260476749740789,1.8855604662472525,0.0057713599107242705,0.0738282291235769,0.2847013392662746,4.9084083028670396,0.04306668302895529,0.006288075116695804,0.15739825964860737,0.009051955011971632,12.162985006542682,-8.273905157611752,-8.631101479985501,1.2907552385991392,-0.5976214123961874,0.002184330300556069,0.8860311847106686
52,12.380137936769403,0.00017323196258978157,1.3078460946742372,-0.32636077190419016,1.886797681800424,0.005771272286275886,0.07399689669944572,0.284725059103954,4.907432355331679,0.043045957418471635,0.006288271268653273,0.15736311212136575,0.00905190162158209,12.159104076352115,-8.27457599391278,-8.630559274037902,1.291061390313119,-0.5978834381540516,0.0021934963114416547,0.886363306145682
53,12.380414231341259,0.0002762945718561838,1.3079893507923408,-0.32656303863278396,1.8893946148766039,0.005771195496974845,0.07434661564062316,0.2846566851218574,4.904704922959532,0.04303314652264171,0.006288062288809467,0.15726756993125984,0.0090519181177112,12.150457002313626,-8.2765633670687,-8.630790717355659,1.2914384272600399,-0.5983203105202528,0.0022088297867887746,0.886690951461712
54,12.380757713376898,0.0003434820356389423,1.3079524525957582,-0.3265121955641134,1.89119544671453,0.005772418611902158,0.07478118638905024,0.2845984636561565,4.90163589758712,0.04301441205401435,0.0062874586216165144,0.15710857376698706,0.009052873631605235,12.132342283155877,-8.272287373603533,-8.629552013945297,1.292035632539973,-0.5988274731231005,0.002211217220780268,0.8868380462906378
55,12.380836685497613,7.89721207148375e-05,1.3078937232073478,-0.32676668211893095,1.8923809535388245,0.005772391750815456,0.07493979285751028,0.28454168815957936,4.902331014749769,0.043011302104754505,0.006287961976950802,0.1571002883253422,0.00905317515563943,12.127690217917355,-8.270987712897316,-8.63149764264549,1.2921983734330205,-0.5989249153076676,0.0022054721625527685,0.8869065007183266
56,12.381096823531406,0.0002601380337932113,1.3076212999735157,-0.3264503186660592,1.892151625033066,0.005773781889110863,0.07528344401193938,0.2844852876446486,4.9001867005933235,0.04300176699052004,0.006287123821112001,0.15693549989112476,0.009054038400873944,12.105020462798791,-8.260137035139806,-8.63040322003098,1.2926936389605412,-0.5993131844911181,0.002192344803779674,0.8868198932688794
57,12.381217196457222,0.00012037292581545955,1.3074456340133975,-0.3262896872474597,1.892025362357968,0.005772686732010619,0.07539728112920108,0.28451007264996586,4.900858382970966,0.0429936243679356,0.006287116642083798,0.15687122984613644,0.009052478715619504,12.094542594343576,-8.254456917694217,-8.628860036234617,1.292709201443351,-0.5994554933352076,0.0021771108111884995,0.886864437115045
58,12.381293929272083,7.673281486120231e-05,1.3073100649302463,-0.3261682798221133,1.8921968609768904,0.005772201540281967,0.07542028130125,0.2845717601895455,4.902346060067745,0.042993159158765566,0.0062873298452433,0.15683434568678856,0.009051713764459266,12.088348198313989,-8.25139016047897,-8.626441259970548,1.2925641562686756,-0.5992700797859185,0.002166144027013939,0.8868079712593527
59,12.381378534020321,8.460474823834829e-05,1.3073040401213105,-0.3261330606840271,1.8937155869042885,0.005771797253747818,0.07544824358737198,0.28459014264286836,4.904532822791437,0.04301245333459841,0.006287958397095937,0.15680840727169656,0.00905149127443519,12.082886377356527,-8.25164340410544,-8.623685612702381,1.2921251537307064,-0.5989498380568887,0.0021611549647194872,0.886860477739211
60,12.381456738588817,7.82045684957211e-05,1.3070540043687193,-0.3260872400163005,1.896413954142268,0.005771855934605734,0.07549035595311387,0.284771419760743,4.9059083395939265,0.04304766141200688,0.00628771776812058,0.15660403320890715,0.00905058044582447,12.06032270624818,-8.247787506617236,-8.605929608313204,1.2913691957950642,-0.5981093465913007,0.002162208290475041,0.8869308747493496
61,12.381591433054732,0.00013469446591507506,1.3074603133640417,-0.32632574553311133,1.8990751084085644,0.005771361605316443,0.07555987636838934,0.28467870470244044,4.907351870689427,0.04307078291096555,0.0062886220196472775,0.1566461248362424,0.009051479468607206,12.060081910408071,-8.252484925194121,-8.606584108883052,1.2911286862021576,-0.5979536004877991,0.0021682080668516163,0.8870618902299748
62,12.381666009480604,7.457642587205271e-05,1.3077198261178171,-0.32652403346066056,1.9011504889905817,0.005771425103488833,0.07560822416642506,0.2846175032644902,4.906937412886663,0.043093066476809105,0.00628870229922843,0.15664508538775024,0.009052268786751838,12.056580460369604,-8.255595764782175,-8.603938059183363,1.290985514693425,-0.5978467106414765,0.0021780547165343974,0.8871733989017455
63,12.381777674208829,0.0001116647282248806,1.307947869026066,-0.3267276604172305,1.904141677839372,0.005771446324366407,0.07564322316240178,0.28456567659217963,4.905706450907912,0.043127934605441884,0.0062882538411967795,0.15664113291943402,0.009052818303543373,12.046778493009743,-8.258507912046726,-8.597334832746771,1.290768527705533,-0.5976721078677361,0.002185555981170519,0.887333142504738
64,12.38205535415133,0.0002776799425010523,1.3084270906600026,-0.3271733128160136,1.912578942600778,0.005771195794678163,0.07569510145747804,0.28455150219183206,4.902879192336268,0.043192244983758614,0.006286703746727074,0.1566820170849341,0.009053397271497428,12.016548614377223,-8.26513563774489,-8.579490866119432,1.2903948710459103,-0.5971953632613173,0.0021884514076095265,0.8877671980294634
65,12.382191312985444,0.0001359588341145468,1.3087449320803979,-0.3275531537229051,1.9184599583376123,0.0057717100420709875,0.07560629532210572,0.28452193362304845,4.9009343123855755,0.043229329756842697,0.006285645795192445,0.1567929812269348,0.009053919369626316,12.000925974735283,-8.273160266532845,-8.571104114858679,1.2899887431867096,-0.5975198803385944,0.002189177509629051,0.8877532808825386
66,12.382464114872453,0.0002728018870090665,1.3090551600476243,-0.3277398763645425,1.927702667150724,0.005771639129762669,0.07559403309198857,0.28465057344717176,4.897603879280712,0.043274662280896076,0.00628306717278822,0.15682341925881305,0.009053230361562564,11.957555077217819,-8.277009690462663,-8.549176660842068,1.2899509664929805,-0.5971834142708545,0.002174256016260982,0.888415117159444
67,12.382550333304769,8.621843231537696e-05,1.309030475021218,-0.3280180102530056,1.9314000614337354,0.005770776659244958,0.07562431793121938,0.28465521639120345,4.897220063389836,0.043282483858878534,0.006282451099825705,0.15688236420319732,0.009052638739736097,11.941870697827744,-8.278670589122912,-8.54567195434721,1.290187579629944,-0.5972482524014859,0.0021600243962105027,0.8887336011354511
68,12.382662895054148,0.00011256174937912533,1.3090027115710166,-0.327930900534254,1.9333482058499047,0.005770714214148508,0.07557094984424412,0.2847537056620241,4.8970947945305605,0.04326816523285963,0.006281740363523849,0.1569037602414546,0.009051756322503558,11.92935702968013,-8.278377937046566,-8.542366404388378,1.2904039070140596,-0.5974694759449427,0.0021451845639456225,0.8888122025973096
69,12.382771763158868,0.00010886810471966157,1.3090252414145473,-0.3279186783677157,1.9347471500607647,0.005770688826044152,0.07550540803099785,0.28483423059182766,4.897565473510339,0.043236284976750895,0.0062814258183624275,0.15693107931505668,0.009051274304597514,11.921519834772194,-8.278903162400056,-8.543458863511844,1.2909005037319936,-0.5978719174713566,0.002133538511614983,0.8887464954450758
70,12.3829623842093,0.0001906210504323269,1.3092689530366495,-0.3281172927350971,1.9389344653526073,0.0057709561426960276,0.07538960040247239,0.2849302112371862,4.898319481487137,0.04318995545646207,0.006281063888126491,0.15696440298682626,0.00905111697619431,11.90483076840098,-8.28288923952604,-8.544917701831036,1.2918910653961235,-0.5986523197288134,0.0021234907485161362,0.8887248238643438
71,12.383238539453293,0.00027615524399315916,1.3098673869013189,-0.32865464610072953,1.948573120404572,0.005771062453620298,0.07521068703799,0.2849965365363889,4.898623115685167,0.04314244339589734,0.006280546732635617,0.15699125485812948,0.009050972786826662,11.870248849335685,-8.29314953370332,-8.546422538930633,1.2935368194508898,-0.6000932862073209,0.002119556905243539,0.8889976466458187
72,12.383292713817509,5.417436421595312e-05,1.3099514455644943,-0.3288120016368057,1.951890473475256,0.005771731590470332,0.07520158811498096,0.28505746748517075,4.8979717151893345,0.043141493441587964,0.006280270167132146,0.15692627689158056,0.009051927584287724,11.855217392603215,-8.294565046996624,-8.543237215655013,1.2937902517926207,-0.5999703339663349,0.002125295221734908,0.8888558132212866
73,12.383405697172222,0.00011298335471288112,1.3103914633168618,-0.3291905605147148,1.9581023560480613,0.005771387016853635,0.0751748053376839,0.2849872515526396,4.897879642561605,0.043145000537131176,0.006280416334909372,0.1569357460203007,0.009052456321599166,11.836180858898675,-8.301511972189733,-8.5457816559042,1.2944590672589442,-0.6006072603034384,0.0021307065906028926,0.8891187144507201
74,12.383475158452478,6.946128025653309e-05,1.3104621279341577,-0.32929734950897377,1.9607099203539355,0.005771590426483313,0.07520729461716591,0.28496190314918973,4.897547769969286,0.04316006088447659,0.006280753364349519,0.15689984107499644,0.009052461798737926,11.82711516747039,-8.302992512804117,-8.54908889597216,1.2943216697926716,-0.6006813885085424,0.002136686565623218,0.8893194886628822
75,12.383575124647486,9.996619500718396e-05,1.3105908443370518,-0.3294053216585056,1.9660138082583736,0.005770920596671741,0.07535278161413317,0.2849043915301359,4.896558110944911,0.043205092610268996,0.006281271896959397,0.1568472546730716,0.009052956457644177,11.807039154025617,-8.303549291307473,-8.556347170428232,1.2937107563578516,-0.600213526180533,0.0021418200311108084,0.889477549862793
