Date,Food and non-alcoholic beverages,Alcoholic beverages and tobacco,Clothing and footwear,"Housing, water, electricity and other fuels","Furnishings, household equipment and routine household maintenance",Health,Transport,Communication,Recreation and culture,Education,Restaurants and hotels,Miscellaneous goods and services
1985-02-01,15.378103302707649,13.606316571479459,0.07030360500936605,3.396247647380876,8.433252705057477,2.720096249775095,-2.1060381154352146,-0.8364924455566951,4.328282074714317,0.6541633887887066,2.069179459254108,-1.96016548362741
1985-03-01,7.003649341336919,34.92391648253174,-0.2535290070111125,4.336765834742521,6.354580783363781,4.737294210868174,-0.7864390568368473,-2.7174180808340203,4.908806178170296,7.212240532087275,1.088914176030564,-1.0450889650264985
1985-04-01,8.243421977156572,19.11284111468086,0.7826374442707411,6.238375682731753,5.0206783645701725,3.8797489464931805,-1.1523162079918379,0.2018555080550224,3.346479634033251,6.854034717164337,2.6920861010225883,-0.5017699007431784
1985-05-01,10.05204375671,-2.2726683959558613,0.6769178415529451,6.368777709188779,3.688252127305156,2.4524804482376914,-0.34822595672476075,2.5987249079441694,1.8959858262799667,3.756874543399741,2.8266417606468384,-1.2712463007086416
1985-06-01,6.592736286992652,27.170275871573978,0.7001577584131595,6.144072944726192,2.464529155371724,1.0696076348486865,2.8101956086325646,3.471315790248312,0.9079700675761879,3.316822608466704,3.9645501757613753,-1.9759398225297877
1985-07-01,7.140257562664391,-19.53704629377731,1.5021829234285276,5.7324295070175495,1.7968195379320333,0.40620003595047216,3.0412412869984853,-0.635271176057947,0.3654801692597761,2.1054551597237996,4.356293762590143,-0.633961203996856
1985-08-01,6.364624152477354,-9.524062082116956,1.0893673409342435,4.706672954910751,0.33547955938552465,-0.1221499819677252,3.4802704644004594,-0.7821355316370502,-0.06837268699332388,3.62133043678615,3.9267789444930377,2.4591489398974273
1985-09-01,7.361282776784,20.766788908261766,1.7009390260747987,3.7942054572553077,0.35603031309530364,-0.3977541967919975,3.863385685109346,1.0234587535698085,1.5585370663917275,2.5503001167842125,4.4659864573084755,4.527374332098534
1985-10-01,7.813937202077598,-34.173044172354096,3.4429061406218695,3.653887257155179,1.5042984004958337,0.05607509168031766,5.149553039349641,-0.4732098794113786,2.3240525296525334,2.3632056959559855,4.756757697946098,7.272539951663782
1985-11-01,8.222858570660891,-9.085866735940385,3.320128689211396,2.9640898377812097,1.749857499048509,-0.036313472250200984,5.26381106564687,-0.3324438765291573,1.5467636230374888,0.8251596755909711,3.8154437360167117,10.224513027030854
1985-12-01,9.525342202914121,41.133841789785905,1.9605563321002948,0.8302656962073177,0.7431645385781122,0.686809254107354,4.21296497667741,0.6709615053895983,1.485444771129687,3.8689355796622618,4.842339185319807,10.054693769353428
1986-01-01,7.054842071277445,2.154180784802435,1.556035112940699,0.19007047144656974,0.37303992874893244,0.5693703240406843,0.7824318516928201,3.596019621635708,1.617532830991836,1.7201520541323876,4.73245929809986,5.6076104509958355
1986-02-01,4.587568503468812,6.9978079887268585,0.8672488664996694,-0.628652715825917,0.47251104383641473,0.5212757814986534,0.7208198794198933,5.671237936532669,1.3883244269344015,1.9826898186832382,5.007112333874096,2.532346173947561
1986-03-01,2.807860243932354,-17.792680886121794,1.7377156521216843,0.08322920789223764,0.5395900108313543,1.413766161573888,-0.05750834685228523,9.913436164777295,1.995300804389795,3.0409452625015234,4.625693099316425,2.3573621449188016
1986-04-01,2.267698393380734,-26.41373762581388,2.223134575588776,2.4523727516172222,1.8888099285867943,2.2073459966902185,-2.553032284283049,15.648374246967279,0.9696557711543389,7.084461679264033,4.5312783944625785,1.397150988580936
1986-05-01,1.5424475302908602,-9.613846439256179,3.6962257019340017,4.067383062323905,3.048599598555829,6.865182830467563,-0.5854514251692544,17.61616259801468,1.3499866760946078,3.913134856499739,4.9927293946503015,2.38441916153632
1986-06-01,-4.147692984732114,34.43132965100603,4.087642118737536,4.04895004236799,3.347336094407382,8.589105821838988,-2.356966833204699,12.993887955093635,-0.7992716519413547,1.0907785147494689,4.2150008307978615,0.7968330815099351
1986-07-01,-5.499752548394834,24.631069459058764,2.1965936991561184,3.663197917435584,3.4963637221086366,10.477505378048395,-1.2492238655125567,7.6969870125196,-1.006081894062695,0.3206311741170651,3.438089457634677,-0.47408993857372217
1986-08-01,-9.117428464207148,-22.591590255508464,1.0110776392204985,2.6815195747373544,2.3447031357109127,8.802142077386797,-2.9787564508095254,3.558617629277494,-1.919130916979958,1.1355495410536571,2.037328410244809,3.306898867567682
1986-09-01,-11.072690821632664,-14.03759079248556,2.3435623164753467,3.2351869728822966,1.1778064416314455,8.949462476010847,-0.35271821005837545,0.010234724642557147,-0.19706561603511452,2.3734771879891374,1.570439677071706,4.743888089402944
1986-10-01,-8.864212376256916,-1.2992490660347045,3.7098416300877255,1.527189916604569,1.8636289581754208,6.141776220393595,1.6115610863727357,1.8124481952867324,0.3084818010167327,1.987898687460452,2.3993638518198455,3.7121836654218847
1986-11-01,-6.78164135640638,-0.2897901268246983,2.737582818461809,1.444837250409953,2.0003663020173907,2.7597919759729557,2.105700085527226,0.8036194304341739,1.0818110171793887,0.9340771077300314,2.9592197856631652,2.4090051037367366
1986-12-01,-5.501091776903858,13.369916369236435,2.940576169447625,1.7177284422204337,3.034846888161762,-0.3496552211337687,3.2239438305708323,-1.0539177005684994,1.6241779897658566,0.3096874286743785,3.532325967349773,2.23261870158201
1987-01-01,-0.1461137584579948,6.498479830936688,2.5931159136051543,1.8558636510984048,4.1187509699666105,0.23079369363867608,3.8931750388111492,0.24740677608437878,3.1402141850166565,4.080559579188604,5.346379035664313,3.309362313689807
1987-02-01,4.004752216998003,28.87620823354277,2.3863763195385292,1.679347893416196,4.556304990804341,1.8228516611478907,4.336455600419989,2.26950290073896,6.015808965829354,5.313371722065888,5.173804960474296,2.976786021109903
1987-03-01,10.638771086122784,35.57037784068659,1.9164126161047361,1.8087134324781509,5.270186097664997,2.9187327293563,3.2399083957422814,0.16453548927697526,5.87029219423162,5.569884600738703,4.809874908239426,4.231543814798719
1987-04-01,13.351774147988124,-2.747121710838158,1.4954393006324211,2.8395581074949514,4.83458917065191,2.4886046831301867,2.8899257971788526,1.4112667583817213,5.9064380614635414,4.706387831184683,5.039668752694718,4.642465949972411
1987-05-01,15.143874889775898,-10.621048760614144,2.4522100527538577,5.036477672867237,3.4417284619286126,1.8798122230490604,2.690175212200926,2.498817844615175,2.410205658249433,8.445438481929003,4.071915072918243,5.920075883615178
1987-06-01,16.466263467541754,-15.176423973557718,3.537782044466738,3.5106688973899964,2.4291538790237253,1.7593865880785082,1.0476275177700654,0.17915438402642359,0.33175631575409437,7.930793703659227,4.532131579972958,5.841656645912183
1987-07-01,17.62601716146971,-22.422321908071723,3.3124221538991447,2.5490286567820375,1.125674513222176,0.9006938534106546,2.0548933605807367,-0.29736302343623056,1.8695569722583167,7.417549784322685,4.454635733730493,6.365016228942578
1987-08-01,19.24505915835942,-11.232095244100435,2.9431312021039817,2.5619862183609565,2.137910553744679,1.1801218715530943,2.508700615405771,1.5474823365374757,2.044885436840983,4.367747430935287,5.571061758658567,6.5425147934934476
1987-09-01,17.31655327117166,-12.61603783805046,3.318906924488536,1.5924481733524454,3.9813699326424583,0.6846427235768999,1.5315315174528736,-0.7448562355985313,5.05973253134556,1.379332392923149,5.0017299844237755,5.858061556864773
