"Timestamp","Country","Status","Iteration","Total","Percent","Elapsed","ETA","Updated","StatusFile"
"2026-09-21 16:53:56","AU","not found",,,,,,,
"2026-09-21 16:54:06","AU","not found",,,,,,,
"2026-09-21 16:54:16","AU","not found",,,,,,,
"2026-09-21 16:54:26","AU","not found",,,,,,,
"2026-09-21 16:54:36","AU","not found",,,,,,,
"2026-09-21 16:54:46","AU","not found",,,,,,,
"2026-09-21 16:54:56","AU","not found",,,,,,,
"2026-09-21 16:55:06","AU","not found",,,,,,,
"2026-09-21 16:55:16","AU","not found",,,,,,,
"2026-09-21 16:55:26","AU","not found",,,,,,,
"2026-09-21 16:55:36","AU","not found",,,,,,,
"2026-09-21 16:55:46","AU","not found",,,,,,,
"2026-09-21 16:55:56","AU","not found",,,,,,,
"2026-09-21 16:56:06","AU","not found",,,,,,,
"2026-09-21 16:56:16","AU","not found",,,,,,,
"2026-09-21 16:56:26","AU","not found",,,,,,,
"2026-09-21 16:56:36","AU","not found",,,,,,,
"2026-09-21 16:56:46","AU","not found",,,,,,,
"2026-09-21 16:56:56","AU","not found",,,,,,,
"2026-09-21 16:57:06","AU","not found",,,,,,,
"2026-09-21 16:57:16","AU","not found",,,,,,,
"2026-09-21 16:57:26","AU","not found",,,,,,,
"2026-09-21 16:57:36","AU","not found",,,,,,,
"2026-09-21 16:57:46","AU","not found",,,,,,,
"2026-09-21 16:57:56","AU","not found",,,,,,,
"2026-09-21 16:58:06","AU","not found",,,,,,,
"2026-09-21 16:58:16","AU","not found",,,,,,,
"2026-09-21 16:58:26","AU","not found",,,,,,,
"2026-09-21 16:58:37","AU","not found",,,,,,,
"2026-09-21 16:58:47","AU","not found",,,,,,,
"2026-09-21 16:58:57","AU","not found",,,,,,,
"2026-09-21 16:59:07","AU","not found",,,,,,,
"2026-09-21 16:59:17","AU","not found",,,,,,,
"2026-09-21 16:59:27","AU","not found",,,,,,,
"2026-09-21 16:59:37","AU","not found",,,,,,,
"2026-09-21 16:59:47","AU","not found",,,,,,,
"2026-09-21 16:59:57","AU","not found",,,,,,,
"2026-09-21 17:00:07","AU","not found",,,,,,,
"2026-09-21 17:00:17","AU","not found",,,,,,,
"2026-09-21 17:00:27","AU","not found",,,,,,,
"2026-09-21 17:00:37","AU","not found",,,,,,,
"2026-09-21 17:00:47","AU","not found",,,,,,,
"2026-09-21 17:00:57","AU","not found",,,,,,,
"2026-09-21 17:01:07","AU","not found",,,,,,,
"2026-09-21 17:01:17","AU","not found",,,,,,,
"2026-09-21 17:01:27","AU","not found",,,,,,,
"2026-09-21 17:01:37","AU","not found",,,,,,,
"2026-09-21 17:01:47","AU","not found",,,,,,,
"2026-09-21 17:01:57","AU","not found",,,,,,,
"2026-09-21 17:02:07","AU","not found",,,,,,,
"2026-09-21 17:02:17","AU","not found",,,,,,,
"2026-09-21 17:02:27","AU","not found",,,,,,,
"2026-09-21 17:02:37","AU","not found",,,,,,,
"2026-09-21 17:02:47","AU","not found",,,,,,,
"2026-09-21 17:02:57","AU","not found",,,,,,,
"2026-09-21 17:03:07","AU","not found",,,,,,,
"2026-09-21 17:03:17","AU","not found",,,,,,,
"2026-09-21 17:03:27","AU","not found",,,,,,,
"2026-09-21 17:03:37","AU","not found",,,,,,,
"2026-09-21 17:03:47","AU","not found",,,,,,,
"2026-09-21 17:03:57","AU","not found",,,,,,,
"2026-09-21 17:04:07","AU","not found",,,,,,,
"2026-09-21 17:04:17","AU","not found",,,,,,,
"2026-09-21 17:04:27","AU","not found",,,,,,,
"2026-09-21 17:04:37","AU","not found",,,,,,,
"2026-09-21 17:04:47","AU","not found",,,,,,,
"2026-09-21 17:04:57","AU","not found",,,,,,,
"2026-09-21 17:05:07","AU","not found",,,,,,,
"2026-09-21 17:05:17","AU","not found",,,,,,,
"2026-09-21 17:05:27","AU","not found",,,,,,,
"2026-09-21 17:05:37","AU","not found",,,,,,,
"2026-09-21 17:05:47","AU","not found",,,,,,,
"2026-09-21 17:05:57","AU","not found",,,,,,,
"2026-09-21 17:06:07","AU","not found",,,,,,,
"2026-09-21 17:06:17","AU","not found",,,,,,,
"2026-09-21 17:06:27","AU","not found",,,,,,,
"2026-09-21 17:06:37","AU","not found",,,,,,,
"2026-09-21 17:06:47","AU","not found",,,,,,,
"2026-09-21 17:06:57","AU","not found",,,,,,,
"2026-09-21 17:07:07","AU","not found",,,,,,,
"2026-09-21 17:07:18","AU","not found",,,,,,,
"2026-09-21 17:07:28","AU","not found",,,,,,,
"2026-09-21 17:07:38","AU","not found",,,,,,,
"2026-09-21 17:07:48","AU","not found",,,,,,,
"2026-09-21 17:07:58","AU","not found",,,,,,,
"2026-09-21 17:08:08","AU","not found",,,,,,,
"2026-09-21 17:08:18","AU","not found",,,,,,,
"2026-09-21 17:08:28","AU","not found",,,,,,,
"2026-09-21 17:08:38","AU","not found",,,,,,,
"2026-09-21 17:08:48","AU","not found",,,,,,,
"2026-09-21 17:08:58","AU","not found",,,,,,,
"2026-09-21 17:09:08","AU","not found",,,,,,,
"2026-09-21 17:09:18","AU","not found",,,,,,,
"2026-09-21 17:09:28","AU","not found",,,,,,,
"2026-09-21 17:09:38","AU","not found",,,,,,,
"2026-09-21 17:09:48","AU","not found",,,,,,,
"2026-09-21 17:09:58","AU","not found",,,,,,,
"2026-09-21 17:10:08","AU","not found",,,,,,,
"2026-09-21 17:10:18","AU","not found",,,,,,,
"2026-09-21 17:10:28","AU","not found",,,,,,,
"2026-09-21 17:10:38","AU","not found",,,,,,,
"2026-09-21 17:10:48","AU","not found",,,,,,,
"2026-09-21 17:10:58","AU","not found",,,,,,,
"2026-09-21 17:11:08","AU","not found",,,,,,,
"2026-09-21 17:11:18","AU","not found",,,,,,,
"2026-09-21 17:11:28","AU","not found",,,,,,,
"2026-09-21 17:11:38","AU","not found",,,,,,,
"2026-09-21 17:11:48","AU","not found",,,,,,,
"2026-09-21 17:11:58","AU","not found",,,,,,,
"2026-09-21 17:12:08","AU","not found",,,,,,,
"2026-09-21 17:12:18","AU","not found",,,,,,,
"2026-09-21 17:12:28","AU","not found",,,,,,,
"2026-09-21 17:12:38","AU","not found",,,,,,,
"2026-09-21 17:12:48","AU","not found",,,,,,,
"2026-09-21 17:12:58","AU","not found",,,,,,,
"2026-09-21 17:13:08","AU","not found",,,,,,,
"2026-09-21 17:13:18","AU","not found",,,,,,,
"2026-09-21 17:13:28","AU","not found",,,,,,,
"2026-09-21 17:13:38","AU","not found",,,,,,,
"2026-09-21 17:13:48","AU","not found",,,,,,,
"2026-09-21 17:13:58","AU","not found",,,,,,,
"2026-09-21 17:14:08","AU","not found",,,,,,,
"2026-09-21 17:14:18","AU","not found",,,,,,,
"2026-09-21 17:14:28","AU","not found",,,,,,,
"2026-09-21 17:14:38","AU","not found",,,,,,,
"2026-09-21 17:14:48","AU","not found",,,,,,,
"2026-09-21 17:14:58","AU","not found",,,,,,,
"2026-09-21 17:15:08","AU","not found",,,,,,,
"2026-09-21 17:15:18","AU","not found",,,,,,,
"2026-09-21 17:15:28","AU","not found",,,,,,,
"2026-09-21 17:15:38","AU","not found",,,,,,,
"2026-09-21 17:15:48","AU","not found",,,,,,,
"2026-09-21 17:15:59","AU","not found",,,,,,,
"2026-09-21 17:16:09","AU","not found",,,,,,,
"2026-09-21 17:16:19","AU","not found",,,,,,,
"2026-09-21 17:16:29","AU","not found",,,,,,,
"2026-09-21 17:16:39","AU","not found",,,,,,,
"2026-09-21 17:16:49","AU","not found",,,,,,,
"2026-09-21 17:16:59","AU","not found",,,,,,,
"2026-09-21 17:17:09","AU","not found",,,,,,,
"2026-09-21 17:17:19","AU","not found",,,,,,,
"2026-09-21 17:17:29","AU","not found",,,,,,,
"2026-09-21 17:17:39","AU","not found",,,,,,,
"2026-09-21 17:17:49","AU","not found",,,,,,,
"2026-09-21 17:17:59","AU","not found",,,,,,,
"2026-09-21 17:18:09","AU","not found",,,,,,,
"2026-09-21 17:18:19","AU","not found",,,,,,,
"2026-09-21 17:18:29","AU","not found",,,,,,,
"2026-09-21 17:18:39","AU","not found",,,,,,,
"2026-09-21 17:18:49","AU","not found",,,,,,,
"2026-09-21 17:18:59","AU","not found",,,,,,,
"2026-09-21 17:19:09","AU","not found",,,,,,,
"2026-09-21 17:19:19","AU","not found",,,,,,,
"2026-09-21 17:19:29","AU","not found",,,,,,,
"2026-09-21 17:19:39","AU","not found",,,,,,,
"2026-09-21 17:19:49","AU","not found",,,,,,,
"2026-09-21 17:19:59","AU","not found",,,,,,,
"2026-09-21 17:20:09","AU","not found",,,,,,,
"2026-09-21 17:20:19","AU","not found",,,,,,,
"2026-09-21 17:20:29","AU","not found",,,,,,,
"2026-09-21 17:20:39","AU","not found",,,,,,,
"2026-09-21 17:20:49","AU","not found",,,,,,,
"2026-09-21 17:20:59","AU","not found",,,,,,,
"2026-09-21 17:21:09","AU","not found",,,,,,,
"2026-09-21 17:21:19","AU","not found",,,,,,,
"2026-09-21 17:21:29","AU","not found",,,,,,,
"2026-09-21 17:21:39","AU","not found",,,,,,,
"2026-09-21 17:21:49","AU","not found",,,,,,,
"2026-09-21 17:21:59","AU","not found",,,,,,,
"2026-09-21 17:22:10","AU","not found",,,,,,,
"2026-09-21 17:22:20","AU","not found",,,,,,,
"2026-09-21 17:22:30","AU","not found",,,,,,,
"2026-09-21 17:22:40","AU","not found",,,,,,,
"2026-09-21 17:22:50","AU","not found",,,,,,,
"2026-09-21 17:23:00","AU","not found",,,,,,,
"2026-09-21 17:23:10","AU","not found",,,,,,,
"2026-09-21 17:23:20","AU","not found",,,,,,,
"2026-09-21 17:23:30","AU","not found",,,,,,,
"2026-09-21 17:23:40","AU","not found",,,,,,,
"2026-09-21 17:23:50","AU","not found",,,,,,,
"2026-09-21 17:24:00","AU","not found",,,,,,,
"2026-09-21 17:24:10","AU","not found",,,,,,,
"2026-09-21 17:24:20","AU","not found",,,,,,,
"2026-09-21 17:24:30","AU","not found",,,,,,,
"2026-09-21 17:24:40","AU","not found",,,,,,,
"2026-09-21 17:24:50","AU","not found",,,,,,,
"2026-09-21 17:25:00","AU","not found",,,,,,,
"2026-09-21 17:25:10","AU","not found",,,,,,,
"2026-09-21 17:25:20","AU","not found",,,,,,,
"2026-09-21 17:25:30","AU","not found",,,,,,,
"2026-09-21 17:25:40","AU","not found",,,,,,,
"2026-09-21 17:25:50","AU","not found",,,,,,,
"2026-09-21 17:26:00","AU","not found",,,,,,,
"2026-09-21 17:26:10","AU","not found",,,,,,,
"2026-09-21 17:26:20","AU","not found",,,,,,,
"2026-09-21 17:26:30","AU","not found",,,,,,,
"2026-09-21 17:26:40","AU","not found",,,,,,,
"2026-09-21 17:26:50","AU","not found",,,,,,,
"2026-09-21 17:27:00","AU","not found",,,,,,,
"2026-09-21 17:27:10","AU","not found",,,,,,,
"2026-09-21 17:27:20","AU","not found",,,,,,,
"2026-09-21 17:27:30","AU","not found",,,,,,,
"2026-09-21 17:27:40","AU","not found",,,,,,,
"2026-09-21 17:27:50","AU","not found",,,,,,,
"2026-09-21 17:28:00","AU","not found",,,,,,,
"2026-09-21 17:28:10","AU","not found",,,,,,,
"2026-09-21 17:28:20","AU","not found",,,,,,,
"2026-09-21 17:28:30","AU","not found",,,,,,,
"2026-09-21 17:28:40","AU","not found",,,,,,,
"2026-09-21 17:28:50","AU","not found",,,,,,,
"2026-09-21 17:29:00","AU","not found",,,,,,,
"2026-09-21 17:29:10","AU","not found",,,,,,,
"2026-09-21 17:29:20","AU","not found",,,,,,,
"2026-09-21 17:29:30","AU","not found",,,,,,,
"2026-09-21 17:29:40","AU","not found",,,,,,,
"2026-09-21 17:29:50","AU","not found",,,,,,,
"2026-09-21 17:30:00","AU","not found",,,,,,,
"2026-09-21 17:30:10","AU","not found",,,,,,,
"2026-09-21 17:30:20","AU","not found",,,,,,,
"2026-09-21 17:30:30","AU","not found",,,,,,,
"2026-09-21 17:30:40","AU","not found",,,,,,,
"2026-09-21 17:30:50","AU","not found",,,,,,,
"2026-09-21 17:31:01","AU","not found",,,,,,,
"2026-09-21 17:31:11","AU","not found",,,,,,,
"2026-09-21 17:31:21","AU","not found",,,,,,,
"2026-09-21 17:31:31","AU","not found",,,,,,,
"2026-09-21 17:31:41","AU","not found",,,,,,,
"2026-09-21 17:31:51","AU","not found",,,,,,,
"2026-09-21 17:32:01","AU","not found",,,,,,,
"2026-09-21 17:32:11","AU","not found",,,,,,,
"2026-09-21 17:32:21","AU","not found",,,,,,,
"2026-09-21 17:32:31","AU","not found",,,,,,,
"2026-09-21 17:32:42","AU","not found",,,,,,,
"2026-09-21 17:32:52","AU","not found",,,,,,,
"2026-09-21 17:33:02","AU","not found",,,,,,,
"2026-09-21 17:33:12","AU","not found",,,,,,,
"2026-09-21 17:33:22","AU","not found",,,,,,,
"2026-09-21 17:33:32","AU","not found",,,,,,,
"2026-09-21 17:33:42","AU","not found",,,,,,,
"2026-09-21 17:33:52","AU","not found",,,,,,,
"2026-09-21 17:34:02","AU","not found",,,,,,,
"2026-09-21 17:34:13","AU","not found",,,,,,,
"2026-09-21 17:34:23","AU","not found",,,,,,,
"2026-09-21 17:34:33","AU","not found",,,,,,,
"2026-09-21 17:34:43","AU","not found",,,,,,,
"2026-09-21 17:34:53","AU","not found",,,,,,,
"2026-09-21 17:35:03","AU","not found",,,,,,,
"2026-09-21 17:35:13","AU","not found",,,,,,,
"2026-09-21 17:35:23","AU","not found",,,,,,,
"2026-09-21 17:35:33","AU","not found",,,,,,,
"2026-09-21 17:35:43","AU","not found",,,,,,,
"2026-09-21 17:35:53","AU","not found",,,,,,,
"2026-09-21 17:36:02","JP","running","161","6001","2.7%","00:05:01","03:02:18","2026-09-21 17:35:55","C:\Users\micha\Desktop\Stats Research\michaelwjones\macro-work\JP\Inflation Model\mct_model\results\python\japan_core_d3000_b3000_t2_s2022_status.json"
"2026-09-21 17:36:02","AU","running","771","6001","12.8%","00:05:05","00:34:34","2026-09-21 17:35:59","C:\Users\micha\Desktop\Stats Research\michaelwjones\macro-work\AU\Inflation Model\mct_model_core\results\python\australia_core_d3000_b3000_t2_s2022_status.json"
"2026-09-21 17:36:02","AU_HEADLINE","running","841","6001","14.0%","00:05:05","00:31:13","2026-09-21 17:35:59","C:\Users\micha\Desktop\Stats Research\michaelwjones\macro-work\AU\Inflation Model\mct_model_headline\results\python\australia_headline_d3000_b3000_t2_s2022_status.json"
"2026-09-21 17:36:02","KR","running","191","6001","3.2%","00:05:04","02:34:34","2026-09-21 17:35:59","C:\Users\micha\Desktop\Stats Research\michaelwjones\macro-work\KR\Inflation Model\mct_model\results\python\korea_core_d3000_b3000_t2_s2022_status.json"
"2026-09-21 17:36:04","AU","not found",,,,,,,
"2026-09-21 17:36:14","AU","not found",,,,,,,
"2026-09-21 17:36:24","AU","not found",,,,,,,
"2026-09-21 17:36:34","AU","not found",,,,,,,
"2026-09-21 17:36:44","AU","not found",,,,,,,
"2026-09-21 17:36:54","AU","not found",,,,,,,
"2026-09-21 17:37:04","AU","not found",,,,,,,
"2026-09-21 17:37:14","AU","not found",,,,,,,
"2026-09-21 17:37:25","AU","not found",,,,,,,
"2026-09-21 17:37:35","AU","not found",,,,,,,
"2026-09-21 17:37:45","AU","not found",,,,,,,
"2026-09-21 17:37:55","AU","not found",,,,,,,
"2026-09-21 17:38:05","AU","not found",,,,,,,
"2026-09-21 17:38:15","AU","not found",,,,,,,
"2026-09-21 17:38:25","AU","not found",,,,,,,
"2026-09-21 17:38:35","AU","not found",,,,,,,
"2026-09-21 17:38:45","AU","not found",,,,,,,
"2026-09-21 17:38:55","AU","not found",,,,,,,
"2026-09-21 17:39:05","AU","not found",,,,,,,
"2026-09-21 17:39:15","AU","not found",,,,,,,
"2026-09-21 17:39:25","AU","not found",,,,,,,
"2026-09-21 17:39:35","AU","not found",,,,,,,
"2026-09-21 17:39:45","AU","not found",,,,,,,
"2026-09-21 17:39:56","AU","not found",,,,,,,
"2026-09-21 17:39:59","JP","running","301","6001","5.0%","00:09:01","02:50:54","2026-09-21 17:39:55","C:\Users\micha\Desktop\Stats Research\michaelwjones\macro-work\JP\Inflation Model\mct_model\results\python\japan_core_d3000_b3000_t2_s2022_status.json"
"2026-09-21 17:39:59","AU","running","1431","6001","23.8%","00:09:04","00:29:00","2026-09-21 17:39:58","C:\Users\micha\Desktop\Stats Research\michaelwjones\macro-work\AU\Inflation Model\mct_model_core\results\python\australia_core_d3000_b3000_t2_s2022_status.json"
"2026-09-21 17:39:59","AU_HEADLINE","running","1551","6001","25.8%","00:08:59","00:25:48","2026-09-21 17:39:53","C:\Users\micha\Desktop\Stats Research\michaelwjones\macro-work\AU\Inflation Model\mct_model_headline\results\python\australia_headline_d3000_b3000_t2_s2022_status.json"
"2026-09-21 17:39:59","KR","running","351","6001","5.8%","00:08:56","02:24:03","2026-09-21 17:39:51","C:\Users\micha\Desktop\Stats Research\michaelwjones\macro-work\KR\Inflation Model\mct_model\results\python\korea_core_d3000_b3000_t2_s2022_status.json"
"2026-09-21 17:40:07","AU","not found",,,,,,,
"2026-09-21 17:40:17","AU","not found",,,,,,,
"2026-09-21 17:40:27","AU","not found",,,,,,,
"2026-09-21 17:40:37","AU","not found",,,,,,,
"2026-09-21 17:40:47","AU","not found",,,,,,,
"2026-09-21 17:40:57","AU","not found",,,,,,,
"2026-09-21 17:41:07","AU","not found",,,,,,,
"2026-09-21 17:41:17","AU","not found",,,,,,,
"2026-09-21 17:41:28","AU","not found",,,,,,,
"2026-09-21 17:41:38","AU","not found",,,,,,,
"2026-09-21 17:41:48","AU","not found",,,,,,,
"2026-09-21 17:41:58","AU","not found",,,,,,,
"2026-09-21 17:42:08","AU","not found",,,,,,,
"2026-09-21 17:42:18","AU","not found",,,,,,,
"2026-09-21 17:42:28","AU","not found",,,,,,,
"2026-09-21 17:42:38","AU","not found",,,,,,,
"2026-09-21 17:42:48","AU","not found",,,,,,,
"2026-09-21 17:42:58","AU","not found",,,,,,,
"2026-09-21 17:43:08","AU","not found",,,,,,,
"2026-09-21 17:43:18","AU","not found",,,,,,,
"2026-09-21 17:43:28","AU","not found",,,,,,,
"2026-09-21 17:43:38","AU","not found",,,,,,,
"2026-09-21 17:43:48","AU","not found",,,,,,,
"2026-09-21 17:43:58","AU","not found",,,,,,,
"2026-09-21 17:44:08","AU","not found",,,,,,,
"2026-09-21 17:44:18","AU","not found",,,,,,,
"2026-09-21 17:44:28","AU","not found",,,,,,,
"2026-09-21 17:44:38","AU","not found",,,,,,,
"2026-09-21 17:44:48","AU","not found",,,,,,,
"2026-09-21 17:44:58","AU","not found",,,,,,,
"2026-09-21 17:45:08","AU","not found",,,,,,,
"2026-09-21 17:45:18","AU","not found",,,,,,,
"2026-09-21 17:45:29","AU","not found",,,,,,,
"2026-09-21 17:45:39","AU","not found",,,,,,,
"2026-09-21 17:45:49","AU","not found",,,,,,,
"2026-09-21 17:45:59","AU","not found",,,,,,,
"2026-09-21 17:46:09","AU","not found",,,,,,,
"2026-09-21 17:46:19","AU","not found",,,,,,,
"2026-09-21 17:46:29","AU","not found",,,,,,,
"2026-09-21 17:46:39","AU","not found",,,,,,,
"2026-09-21 17:46:49","AU","not found",,,,,,,
"2026-09-21 17:46:59","AU","not found",,,,,,,
"2026-09-21 17:47:09","AU","not found",,,,,,,
"2026-09-21 17:47:19","AU","not found",,,,,,,
"2026-09-21 17:47:29","AU","not found",,,,,,,
"2026-09-21 17:47:39","AU","not found",,,,,,,
"2026-09-21 17:47:49","AU","not found",,,,,,,
"2026-09-21 17:47:59","AU","not found",,,,,,,
"2026-09-21 17:48:09","AU","not found",,,,,,,
"2026-09-21 17:48:19","AU","not found",,,,,,,
"2026-09-21 17:48:29","AU","not found",,,,,,,
"2026-09-21 17:48:39","AU","not found",,,,,,,
"2026-09-21 17:48:49","AU","not found",,,,,,,
"2026-09-21 17:48:59","AU","not found",,,,,,,
"2026-09-21 17:49:09","AU","not found",,,,,,,
"2026-09-21 17:49:19","AU","not found",,,,,,,
"2026-09-21 17:49:29","AU","not found",,,,,,,
"2026-09-21 17:49:40","AU","not found",,,,,,,
"2026-09-21 17:49:50","AU","not found",,,,,,,
"2026-09-21 17:50:00","AU","not found",,,,,,,
"2026-09-21 17:50:10","AU","not found",,,,,,,
"2026-09-21 17:50:20","AU","not found",,,,,,,
"2026-09-21 17:50:30","AU","not found",,,,,,,
"2026-09-21 17:50:40","AU","not found",,,,,,,
"2026-09-21 17:50:50","AU","not found",,,,,,,
"2026-09-21 17:51:00","AU","not found",,,,,,,
"2026-09-21 17:51:10","AU","not found",,,,,,,
"2026-09-21 17:51:20","AU","not found",,,,,,,
"2026-09-21 17:51:30","AU","not found",,,,,,,
"2026-09-21 17:51:40","AU","not found",,,,,,,
"2026-09-21 17:51:50","AU","not found",,,,,,,
"2026-09-21 17:52:00","AU","not found",,,,,,,
"2026-09-21 17:52:10","AU","not found",,,,,,,
"2026-09-21 17:52:20","AU","not found",,,,,,,
"2026-09-21 17:52:30","AU","not found",,,,,,,
"2026-09-21 17:52:40","AU","not found",,,,,,,
"2026-09-21 17:52:50","AU","not found",,,,,,,
"2026-09-21 17:53:00","AU","not found",,,,,,,
"2026-09-21 17:53:10","AU","not found",,,,,,,
"2026-09-21 17:53:20","AU","not found",,,,,,,
"2026-09-21 17:53:31","AU","not found",,,,,,,
"2026-09-21 17:53:41","AU","not found",,,,,,,
"2026-09-21 17:53:51","AU","not found",,,,,,,
"2026-09-21 17:54:01","AU","not found",,,,,,,
"2026-09-21 17:54:11","AU","not found",,,,,,,
"2026-09-21 17:54:21","AU","not found",,,,,,,
"2026-09-21 17:54:31","AU","not found",,,,,,,
"2026-09-21 17:54:41","AU","not found",,,,,,,
"2026-09-21 17:54:51","AU","not found",,,,,,,
"2026-09-21 17:55:01","AU","not found",,,,,,,
"2026-09-21 17:55:11","AU","not found",,,,,,,
"2026-09-21 17:55:21","AU","not found",,,,,,,
"2026-09-21 17:55:31","AU","not found",,,,,,,
"2026-09-21 17:55:41","AU","not found",,,,,,,
"2026-09-21 17:55:51","AU","not found",,,,,,,
"2026-09-21 17:56:01","AU","not found",,,,,,,
"2026-09-21 17:56:11","AU","not found",,,,,,,
"2026-09-21 17:56:21","AU","not found",,,,,,,
"2026-09-21 17:56:31","AU","not found",,,,,,,
"2026-09-21 17:56:41","AU","not found",,,,,,,
"2026-09-21 17:56:45","JP","running","961","6001","16.0%","00:25:46","02:15:09","2026-09-21 17:56:40","C:\Users\micha\Desktop\Stats Research\michaelwjones\macro-work\JP\Inflation Model\mct_model\results\python\japan_core_d3000_b3000_t2_s2022_status.json"
"2026-09-21 17:56:45","AU","running","4481","6001","74.7%","00:25:50","00:08:46","2026-09-21 17:56:43","C:\Users\micha\Desktop\Stats Research\michaelwjones\macro-work\AU\Inflation Model\mct_model_core\results\python\australia_core_d3000_b3000_t2_s2022_status.json"
"2026-09-21 17:56:45","AU_HEADLINE","running","4871","6001","81.2%","00:25:49","00:05:59","2026-09-21 17:56:43","C:\Users\micha\Desktop\Stats Research\michaelwjones\macro-work\AU\Inflation Model\mct_model_headline\results\python\australia_headline_d3000_b3000_t2_s2022_status.json"
"2026-09-21 17:56:45","KR","running","1131","6001","18.8%","00:25:47","01:51:04","2026-09-21 17:56:41","C:\Users\micha\Desktop\Stats Research\michaelwjones\macro-work\KR\Inflation Model\mct_model\results\python\korea_core_d3000_b3000_t2_s2022_status.json"
"2026-09-21 17:56:51","AU","not found",,,,,,,
"2026-09-21 17:57:01","AU","not found",,,,,,,
"2026-09-21 17:57:11","AU","not found",,,,,,,
"2026-09-21 17:57:21","AU","not found",,,,,,,
"2026-09-21 17:57:31","AU","not found",,,,,,,
"2026-09-21 17:57:41","AU","not found",,,,,,,
"2026-09-21 17:57:51","AU","not found",,,,,,,
"2026-09-21 17:58:01","AU","not found",,,,,,,
"2026-09-21 17:58:11","AU","not found",,,,,,,
"2026-09-21 17:58:21","AU","not found",,,,,,,
"2026-09-21 17:58:31","AU","not found",,,,,,,
"2026-09-21 17:58:42","AU","not found",,,,,,,
"2026-09-21 17:58:52","AU","not found",,,,,,,
"2026-09-21 17:59:02","AU","not found",,,,,,,
"2026-09-21 17:59:12","AU","not found",,,,,,,
"2026-09-21 17:59:22","AU","not found",,,,,,,
"2026-09-21 17:59:32","AU","not found",,,,,,,
"2026-09-21 17:59:42","AU","not found",,,,,,,
"2026-09-21 17:59:52","AU","not found",,,,,,,
"2026-09-21 18:00:02","AU","not found",,,,,,,
"2026-09-21 18:00:12","AU","not found",,,,,,,
"2026-09-21 18:00:22","AU","not found",,,,,,,
"2026-09-21 18:00:32","AU","not found",,,,,,,
"2026-09-21 18:00:42","AU","not found",,,,,,,
"2026-09-21 18:00:52","AU","not found",,,,,,,
"2026-09-21 18:01:02","AU","not found",,,,,,,
"2026-09-21 18:01:12","AU","not found",,,,,,,
"2026-09-21 18:01:22","AU","not found",,,,,,,
"2026-09-21 18:01:32","AU","not found",,,,,,,
"2026-09-21 18:01:42","AU","not found",,,,,,,
"2026-09-21 18:01:52","AU","not found",,,,,,,
"2026-09-21 18:02:02","AU","not found",,,,,,,
"2026-09-21 18:02:12","AU","not found",,,,,,,
"2026-09-21 18:02:22","AU","not found",,,,,,,
"2026-09-21 18:02:32","AU","not found",,,,,,,
"2026-09-21 18:02:42","AU","not found",,,,,,,
"2026-09-21 18:02:52","AU","not found",,,,,,,
"2026-09-21 18:03:02","AU","not found",,,,,,,
"2026-09-21 18:03:12","AU","not found",,,,,,,
"2026-09-21 18:03:22","AU","not found",,,,,,,
"2026-09-21 18:03:32","AU","not found",,,,,,,
"2026-09-21 18:03:42","AU","not found",,,,,,,
"2026-09-21 18:03:52","AU","not found",,,,,,,
"2026-09-21 18:04:02","AU","not found",,,,,,,
"2026-09-21 18:04:12","AU","not found",,,,,,,
"2026-09-21 18:04:22","AU","not found",,,,,,,
"2026-09-21 18:04:32","AU","not found",,,,,,,
"2026-09-21 18:04:42","AU","not found",,,,,,,
"2026-09-21 18:04:52","AU","not found",,,,,,,
"2026-09-21 18:05:02","AU","not found",,,,,,,
"2026-09-21 18:05:12","AU","not found",,,,,,,
"2026-09-21 18:05:22","AU","not found",,,,,,,
"2026-09-21 18:05:32","AU","not found",,,,,,,
"2026-09-21 18:05:42","AU","not found",,,,,,,
"2026-09-21 18:05:52","AU","not found",,,,,,,
"2026-09-21 18:06:02","AU","not found",,,,,,,
"2026-09-21 18:06:12","AU","not found",,,,,,,
"2026-09-21 18:06:22","AU","not found",,,,,,,
"2026-09-21 18:06:32","AU","not found",,,,,,,
"2026-09-21 18:06:42","AU","not found",,,,,,,
"2026-09-21 18:06:52","AU","not found",,,,,,,
"2026-09-21 18:07:02","AU","not found",,,,,,,
"2026-09-21 18:07:13","AU","not found",,,,,,,
"2026-09-21 18:07:23","AU","not found",,,,,,,
"2026-09-21 18:07:33","AU","not found",,,,,,,
"2026-09-21 18:07:43","AU","not found",,,,,,,
"2026-09-21 18:07:53","AU","not found",,,,,,,
"2026-09-21 18:08:03","AU","not found",,,,,,,
"2026-09-21 18:08:13","AU","not found",,,,,,,
"2026-09-21 18:08:23","AU","not found",,,,,,,
"2026-09-21 18:08:33","AU","not found",,,,,,,
"2026-09-21 18:08:43","AU","not found",,,,,,,
"2026-09-21 18:08:53","AU","not found",,,,,,,
"2026-09-21 18:09:03","AU","not found",,,,,,,
"2026-09-21 18:09:13","AU","not found",,,,,,,
"2026-09-21 18:09:23","AU","not found",,,,,,,
"2026-09-21 18:09:33","AU","not found",,,,,,,
"2026-09-21 18:09:43","AU","not found",,,,,,,
"2026-09-21 18:09:53","AU","not found",,,,,,,
"2026-09-21 18:10:03","AU","not found",,,,,,,
"2026-09-21 18:10:13","AU","not found",,,,,,,
