,Food and non-alcoholic beverages,Alcohol and tobacco,Clothing and footwear,Housing,"Furnishings, household equipment and services",Transport,Other goods and services
2021-12-31,2.600931710728127,3.630495085608376,10.592689351355201,7.626731859306357,4.146893237749749,11.989441992279183,2.7550017322171882
2022-03-31,11.525919963081588,4.359449062098486,-2.611020726265767,11.02634420284434,4.425215304178742,17.853753531951334,6.393956389680255
2022-06-30,8.480786755136172,3.109152429010531,15.200688481968495,10.256199004173517,10.07163365270538,9.48613270641645,3.6208506789502826
2022-09-30,13.681680813393204,4.980255297309233,-0.7956825900370834,13.266892607913805,12.144019882166756,-1.7137384868711525,4.425683870225217
2022-12-31,3.4781341236037155,4.869446633521779,10.535470267510894,7.956648143416856,7.146600025896577,6.978084645222871,10.302624394178729
2023-03-31,6.474028044713376,4.859859382999399,-9.987350680923267,7.993820806621543,-1.9929214185196775,2.7703262295509123,8.130582807506892
2023-06-30,6.690428497490308,4.12586292746473,2.295093100875345,3.6113766428425675,8.626598213663694,-0.4531170306636856,1.8679381033538167
2023-09-30,2.6381240764719927,5.857894695570809,1.7290969698962044,8.797134726002142,-3.1885816521325716,13.524988454048724,2.1992886431133396
2023-12-31,2.144465907100934,11.793184869534755,2.357049252472043,4.12588894341992,-3.9265861698254634,-0.43949391656286085,2.6411862047276413
2024-03-31,3.689809807137223,3.502926153421382,-4.565542048722893,3.1169874878779646,-0.36921144136073947,2.181077034795864,6.834367562574228
2024-06-30,4.780892915274171,5.92900300856265,12.875460987874332,4.709914822428218,3.4567556738175576,3.5530576080741394,2.984020592638914
2024-09-30,2.679638106306337,5.571440356760293,-2.8596907629770185,-0.7117781953376423,3.510794879959289,-8.448339150864747,3.3003751016140948
