,headline_index,headline_yoy,core_index,core_yoy
2014-07,94.4844203646337,1.6082627021819729,92.3960053096643,1.864253542484895
2014-08,94.4353507126721,1.3839250901486633,92.4769690613042,2.0480697028254724
2014-09,94.2763444992651,1.1435012902675679,92.5762400285316,1.673745404579896
2014-10,94.2624864630652,1.1230330420302748,92.7056656659811,1.6050451465394078
2014-11,94.3483276667847,0.9567863021698653,92.795725233216,1.36788124239402
2014-12,94.2358449660066,0.8002586572418258,92.8667148385237,1.4266793932557142
2015-01,94.023702778807,0.34187970669830037,93.2195850558119,1.7935035854505177
2015-02,93.7021938076901,-0.02005673535733221,93.2514029836098,1.7333698734296243
2015-03,93.8745375349316,-0.15449373825009438,93.4279264134115,1.6748061803869119
2015-04,93.9634505154233,-0.21798675015323177,93.5132704487299,1.5691329490462147
2015-05,94.1970261011381,-0.10625239213277737,93.6111327808574,1.5436146678458718
2015-06,94.3919285892234,0.04739601831182938,93.7055248172917,1.5681500720453823
2015-07,94.5875356506759,0.10913469717468427,94.0769693926548,1.8193038512398507
2015-08,94.4692120442838,0.03585662715936966,94.214237564493,1.878595850213416
2015-09,94.1158804249896,-0.17020608417496197,94.1985671201192,1.752422750251692
2015-10,94.3295451853858,0.0711404131556348,94.362965639331,1.7877008502599434
2015-11,94.4970962615851,0.15768016082469138,94.5729169210848,1.915165470610125
2015-12,94.6757441227435,0.4668066136570337,94.7311167717747,2.0076105163112645
2016-01,94.6463722473165,0.6622473377530635,94.905893846795,1.808964060474505
2016-02,94.7321207735374,1.099149255737908,95.017673024188,1.8940948704960991
2016-03,94.6884846561745,0.8670584618752475,95.1774118118138,1.8725508159743942
2016-04,94.901592812926,0.9984119275703973,95.3506032667852,1.964782975976287
2016-05,94.9318160316962,0.780056399837048,95.5053436515474,2.0234888890024783
2016-06,95.1016710677306,0.7519101358717695,95.6788624754075,2.10589254151603
2016-07,94.9760061398345,0.410699450499763,95.7983554064856,1.8297634638358096
2016-08,94.9299616262257,0.4877245951050435,95.920243654156,1.8107731206710387
2016-09,95.3730567606308,1.3357749297613797,96.0903628735743,2.008306295193174
2016-10,95.6531613769636,1.4031830525383038,96.0965140958336,1.837106797944954
2016-11,95.9497147099594,1.5372096136723412,96.1915217148096,1.7114887077823937
2016-12,95.9441362259349,1.3397223491024013,96.2636557211152,1.6177777709859509
2017-01,96.793770786258,2.268865132337261,96.5989231627178,1.7839032406731459
2017-02,96.6938239552955,2.0707898923192802,96.6902691314988,1.7603000095413934
2017-03,96.8530657036978,2.28600241664354,96.7675171051442,1.6706750720164365
2017-04,96.7534137105732,1.9513064457175044,96.8447041416795,1.5669548211602713
2017-05,96.8455118442113,2.0158634823504773,96.9753111401794,1.539146850248696
2017-06,96.8198203172169,1.8066446469301667,97.0723646056992,1.4564367659051891
2017-07,97.0765059950212,2.2116110590016724,97.2375054891208,1.5022701345223544
2017-08,97.3170114468639,2.5145378547996255,97.3145385006073,1.4535981074844662
2017-09,97.268273575557,1.9871616568637895,97.4224282478132,1.3862632363991434
2017-10,97.246424482341,1.665666960131551,97.6179970235913,1.5832862847037221
2017-11,97.0565039268688,1.1535096485227214,97.4875697061766,1.347361979790218
2017-12,97.3162453222231,1.430112511573478,97.5916189939597,1.3795063805718488
2018-01,97.5394131874676,0.7703413093143707,97.5744641497913,1.009888055822561
2018-02,97.9084013851911,1.2561065228500423,97.7807099917943,1.1277669098350485
2018-03,98.023097704428,1.2080484930747426,98.0806957804713,1.3570449202496837
2018-04,98.2303367943688,1.52648162700868,98.2306251096422,1.4310756383076662
2018-05,98.2801784364815,1.4813970879497873,98.3248652516995,1.3916471065190006
2018-06,98.2511821348412,1.478376858100594,98.2872104984544,1.251484804856462
2018-07,98.1835212116925,1.1403533793522325,98.2086996016514,0.9987855073465113
2018-08,98.7252896048122,1.4471037869029146,98.3061531747295,1.0189789618290312
2018-09,99.297379544161,2.086092303291287,98.5402431741091,1.1473897195956928
2018-10,99.1344047931854,1.9414393083287518,98.5980094465576,1.0039259694392788
2018-11,99.0371240742155,2.04068770995407,98.6865181828307,1.2298475387864105
2018-12,98.6263892226917,1.3462746082430588,98.5981959647329,1.0314174323058367
2019-01,98.3010026180433,0.7808017351016217,98.600134104058,1.051166371451595
2019-02,98.392374367643,0.4943120055120209,98.8434378989627,1.0868482211446429
2019-03,98.3765108606809,0.3605406934991562,98.8360743147884,0.7701602525412632
2019-04,98.7711919373749,0.5505988889545455,98.9370012635585,0.7190997238670338
2019-05,98.9606922057584,0.6924221955058041,98.9036432145224,0.588638450041401
2019-06,98.9329610565843,0.6939142175484747,98.9472224314098,0.671513546480984
2019-07,98.7668912563949,0.5941628875222316,99.0661362674979,0.873076081166313
2019-08,98.6980534576431,-0.027587811874874024,99.1256793792483,0.8336469061729801
2019-09,98.8994791688532,-0.4007158871003669,99.0360470080548,0.503148579681989
2019-10,99.1167899192321,-0.0177686787851683,99.2240527440187,0.6349451687464702
2019-11,99.1705325826583,0.13470555581038823,99.1860461597229,0.5061765133579588
2019-12,99.3844666075266,0.7686354441337473,99.2005013152864,0.6108685302608885
2020-01,99.4829874733561,1.2024138348878388,99.1947842170565,0.6030926006357351
2020-02,99.283972341737,0.9061657265862388,99.2098879034345,0.37073781756395974
2020-03,99.1846482437601,0.82147392300147,99.0615666795745,0.228147836050141
2020-04,98.7811957684906,0.01012828833943935,99.0488302291549,0.11303047815094391
2020-05,98.7371934902334,-0.2258459500872445,99.1431749424976,0.2421869611573868
2020-06,99.1141135074833,0.18310626606574676,99.3173200629457,0.37403539224403204
2020-07,99.1778323914281,0.41607175218911774,99.3811041931598,0.3179370242233137
2020-08,99.4618554383176,0.7738774513950109,99.5083143546447,0.38600993989907906
2020-09,99.8713817373483,0.9827175801762733,99.6885888115449,0.6588932244408374
2020-10,99.2767909015428,0.1614267193692065,98.9709904788369,-0.2550412507687727
2020-11,99.7730190949545,0.6075257403644896,99.7911565825981,0.6100761612180428
2020-12,100.013656223551,0.6330864746792786,99.8223601077301,0.6268706147635861
2021-01,100.405406372363,0.9272127048395529,99.8850559536694,0.6958750322017426
2021-02,100.735107586432,1.4616007100321848,99.8427027896436,0.6378546529808071
2021-03,101.059608610502,1.8903735607691319,100.141217124159,1.0898782249999739
2021-04,101.235075408086,2.484156645913105,100.280377796849,1.2433741669082288
2021-05,101.316466359463,2.6122606669843673,100.330879771831,1.1979693307403672
2021-06,101.397795760677,2.304093909916549,100.413034519504,1.1032460963141588
2021-07,101.758597476775,2.6021591953747425,100.634049332763,1.2607478552139506
2021-08,101.998364060103,2.5502325596152176,100.8374072963,1.335660191085597
2021-09,102.316197880057,2.4479646723405857,101.117313075538,1.433187369814215
2021-10,102.470237641029,3.216710280908752,101.301289908911,2.35452774474596
2021-11,103.547467267201,3.7830349391896556,101.672758099166,1.8855393413648613
2021-12,103.731478351846,3.717314483519041,102.059945344111,2.2415671538581705
2022-01,104.170033056862,3.7494262714674154,102.45678378389,2.5746872799605525
2022-02,104.569022791798,3.8059374702870796,102.73033577543,2.892182307875113
2022-03,105.265508607729,4.16180119342946,102.988109423057,2.8428776688107504
2022-04,106.026639374142,4.733106531250009,103.300077955845,3.0112572622267075
2022-05,106.707555175587,5.321039126055616,103.74614544469,3.4040025170973154
2022-06,107.513187658066,6.031089582876925,104.323764143154,3.894643401988196
2022-07,108.157170542961,6.28799258720758,104.656750724369,3.997356181409617
2022-08,107.829146746484,5.716545299633613,104.956821953302,4.085204853490065
2022-09,107.951885453746,5.508108872747197,105.220205669722,4.057556979504606
2022-10,108.283015952654,5.672650367015031,105.554431148739,4.198506498438848
2022-11,108.749965946076,5.024264538938561,105.94063630732,4.1976614856767736
2022-12,108.936259535337,5.017552305421646,106.193678115557,4.050298829289467
2023-01,109.349169809188,4.971810606509974,106.544149818275,3.9893561787049725
2023-02,109.454427611891,4.67194269360256,106.732063251507,3.895370774242224
2023-03,109.634942347773,4.150869356767806,107.089515929636,3.9824078037311583
2023-04,109.907824024309,3.660574996130217,107.33186625536,3.902986695942645
2023-05,110.286143876126,3.3536413561817913,107.633898574787,3.747371156232182
2023-06,110.444444899234,2.726416456454195,107.801827248479,3.3339125882693166
2023-07,110.673130701918,2.3262074500715935,108.007544912297,3.201699044481976
2023-08,111.452730341003,3.3604861986327172,108.2775893473,3.1639366857692197
2023-09,111.977304394998,3.7289010046765325,108.515549642514,3.1318547153726506
2023-10,112.411792289751,3.812949150679623,108.839615650602,3.1123132076130267
2023-11,112.357732034168,3.3174870968519787,108.973050379437,2.8623710200497143
2023-12,112.389539702359,3.1700006790684965,109.155768062871,2.789327952357712
2024-01,112.431615654758,2.818901918458838,109.257411467718,2.546607818515434
2024-02,112.880879571106,3.130482735120288,109.472776901071,2.5678447188879794
2024-03,113.0310990396,3.09769551486061,109.675099906669,2.4144137309686675
2024-04,113.088596967218,2.894036863295102,109.82994921252,2.3274382942495953
2024-05,113.203191773337,2.644981313779038,109.98685891949,2.186077412283005
2024-06,113.118876672463,2.421517692147468,110.115030047967,2.1457918279586874
2024-07,113.486611376762,2.5421533275512997,110.339977935041,2.1595093422760003
2024-08,113.713478196309,2.0284364935600596,110.531385289462,2.0814980789172877
2024-09,113.776016093252,1.6063180909491104,110.657184208768,1.9735739009840048
2024-10,113.848748003326,1.2782962394827013,110.812047841417,1.8122373724167806
2024-11,114.078585016194,1.5315839425298128,111.003899250655,1.8636248725228066
2024-12,114.543885511658,1.9168561549449903,111.159977939308,1.8361007503356452
2025-01,114.967388224864,2.2553910262150367,111.392968723552,1.9546108837339427
2025-02,115.16120849033,2.02011972965499,111.417002975443,1.775990460284893
2025-03,115.344015959279,2.046265973994199,111.757025743487,1.8982666426469397
2025-04,115.423391093017,2.0645707776141276,112.065391855866,2.035367091921736
2025-05,115.339179839547,1.8868620511043765,112.136787103434,1.9547136858574454
2025-06,115.570877077017,2.1676315011983416,112.310214162709,1.9935372253776507
2025-07,115.863633952942,2.0945400936226433,112.511511916859,1.9680391662724617
2025-08,116.2793193890197,2.2564090320772445,112.8210632719999,2.071518398635508
2025-09,116.171458815576,2.1054021792788813,112.819987905131,1.9545081612438286
2025-10,116.588251739948,2.406266019317127,113.197737027111,2.1529149872838493
2025-11,116.881635526282,2.4571224386155333,113.198796349577,1.9773153139114097
2025-12,117.179204026239,2.300706408560571,113.404639236715,2.0193070734797702
2026-01,117.274602527748,2.0068424085370573,113.663744981489,2.0385274617938043
2026-02,117.457500380645,1.9939803692732294,113.984172601086,2.304109388231179
2026-03,117.821214797072,2.147661339160889,114.197098104165,2.1833726733911263
2026-04,118.374115134882,2.5564350639179168,114.479150497738,2.1538840866915265
2026-05,118.957967467388,3.137518086113711,114.968095532725,2.5248702967380687
2026-06,119.230836936412,3.166853061914532,115.095977665211,2.480418654055927
2026-07,119.03019488657128,2.7330067473245068,115.2909156909737,2.4703283484169614
2026-08,119.14865874390979,2.467626547839119,115.49519733636198,2.3702436289888773
2026-09,119.34910927344885,2.735310798599344,115.7036351399941,2.5559719411492265
2026-10,119.67122783102367,2.6443282621239517,115.91239538950431,2.3981560353482534
2026-11,119.9546926404515,2.629204408658792,116.12023791619552,2.580806210692055
2026-12,120.20696761826731,2.5838745169751487,116.32682004327074,2.5767736013481146
2027-01,120.46038539592939,2.7165155963138954,116.53217668738853,2.523611822192451
2027-02,120.72741305072525,2.7839113377037927,116.73647793188076,2.414638162464078
2027-03,121.00003032478558,2.69799928068013,116.93992927475854,2.401839640523673
2027-04,121.26934952072676,2.4458340259150058,117.14273138542205,2.3266951895635213
2027-05,121.5338144754902,2.1653421481065305,117.3450655248811,2.0675040159115365
2027-06,121.79718217429622,2.152417364354231,117.54708971720213,2.1296244245136764
2027-07,122.0610836272978,2.5463192290114067,117.74893925007042,2.132018419981341
2027-08,122.32495654315518,2.6658275743349336,117.950728752941,2.126089632478534
2027-09,122.58789648150858,2.7137087388219516,118.15255469691803,2.1165450454178725
2027-10,122.84982608436991,2.656109000431117,118.3544978499484,2.1068518619064003
2027-11,123.11118004777103,2.631399687530922,118.55662551629185,2.0981593250391617
2027-12,123.3722534909007,2.633196673494975,118.75899351348632,2.0908105880577343
2028-01,123.63307459506713,2.633802962450882,118.96164789030318,2.084807194009608
2028-02,123.89360921088269,2.6225991928006565,119.16462640774704,2.0800254718008393
2028-03,124.15389516696293,2.6064992163322698,119.36795981035704,2.0763058013261393
2028-04,124.41402143915673,2.5931300290288783,119.57167291484595,2.0734888974307752
2028-05,124.67406193107045,2.5838467007168076,119.77578554087852,2.0714292545024326
2028-06,124.93405738270182,2.5754907892011847,119.98031330597635,2.0699990060393247
2028-07,125.19403508885958,2.566707887935804,120.1852683037286,2.0690878993686823
2028-08,125.45402507927031,2.5579968507989825,120.39065968190485,2.0686018261697248
2028-09,125.71405964004772,2.55014014292243,120.5964941347725,2.068460935206695
2028-10,125.97416699087137,2.543219641479788,120.8027763219191,2.068597743597933
2028-11,126.23436926035177,2.5368851239739865,121.00950922414461,2.0689554018351375
2028-12,126.49468464001384,2.5309022578106966,121.21669444549345,2.0694861578866686
2029-01,126.75512950176015,2.525258646942685,121.4243324692088,2.0701500211030233
2029-02,127.01571876992558,2.5199924184375666,121.63242287428504,2.0709136099616554
2029-03,127.27646552333142,2.5150804589491482,121.8409645183439,2.071749162770131
2029-04,127.53738094605525,2.5104561935777925,122.04995569174368,2.07263369030779
2029-05,127.79847470963102,2.506064798216001,122.2593942471306,2.073548251039803
2029-06,128.05975536784754,2.5018782313064536,122.46927770803923,2.0744773317231457
