Date,"Median PCE Inflation, monthly percent change","Median PCE Inflation, year-over-year percent change"
01/01/1977,NaN,NaN
02/01/1977,0.661221314663574,NaN
03/01/1977,0.579014263522093,NaN
04/01/1977,0.461058776701595,NaN
05/01/1977,0.493237867939555,NaN
06/01/1977,0.551645425147429,NaN
07/01/1977,0.477028529084844,NaN
08/01/1977,0.555700269167314,NaN
09/01/1977,0.425884301431423,NaN
10/01/1977,0.460978195731343,NaN
11/01/1977,0.621222296843515,NaN
12/01/1977,0.462651035350126,NaN
01/01/1978,0.464991504962886,6.39442259320042
02/01/1978,0.458388963061873,6.18003784155485
03/01/1978,0.519354053396093,6.11705528584781
04/01/1978,0.571817562968002,6.23404983466846
05/01/1978,0.684898702045111,6.43665955283159
06/01/1978,0.493473416109524,6.37508289443587
07/01/1978,0.536818500985303,6.43838256910056
08/01/1978,0.509528364358758,6.38950952804169
09/01/1978,0.653558875219673,6.63070418025542
10/01/1978,0.700879765395879,6.88533910186089
11/01/1978,0.656612725578243,6.92293274155165
12/01/1978,0.51735287777539,6.98115220279618
01/01/1979,0.664483214713107,7.19358294751913
02/01/1979,0.644461027067367,7.39213014136795
03/01/1979,0.587020768389945,7.46442340997568
04/01/1979,0.509532741678109,7.39786995027589
05/01/1979,0.809508039886664,7.53078737515904
06/01/1979,0.630414446658811,7.67731805360379
07/01/1979,0.634528950383362,7.78196826328683
08/01/1979,0.748111823030384,8.03781460133224
09/01/1979,0.733925624187948,8.12407730304068
10/01/1979,0.846350671891494,8.28027164390364
11/01/1979,0.699373695198324,8.32627129838079
12/01/1979,0.691211736493158,8.51363677665784
01/01/1980,0.85917440252814,8.72350870132779
02/01/1980,0.791980716991247,8.88287026109353
03/01/1980,0.78731172980373,9.09968009003062
04/01/1980,0.611148637781866,9.20998068992969
05/01/1980,0.79328806476886,9.19240910165544
06/01/1980,0.769116994527441,9.34291295711098
07/01/1980,0.549521592966129,9.25054950910031
08/01/1980,0.70495347307078,9.20374889553372
09/01/1980,0.818244042063343,9.29515690208045
10/01/1980,0.743123336291029,9.18328128371779
11/01/1980,0.736654804270453,9.22370332080722
12/01/1980,0.714775846294602,9.24926423415393
01/01/1981,0.729508822855407,9.10881226972275
02/01/1981,0.795656147518953,9.11279097771722
03/01/1981,0.67918497802637,8.99573247637122
04/01/1981,0.650604684697043,9.03847665325788
05/01/1981,0.546224623922886,8.77120269341596
06/01/1981,0.521867950574051,8.50431957805564
07/01/1981,0.651839333675341,8.61473200628538
08/01/1981,0.606346425924675,8.50837995874116
09/01/1981,0.633462851760269,8.30950417195133
10/01/1981,0.529446927215282,8.07977945076135
11/01/1981,0.524142777663883,7.85177651567384
12/01/1981,0.484186669413811,7.60484698460051
01/01/1982,0.462934194991615,7.32007718500081
02/01/1982,0.368955638510293,6.86575669826606
03/01/1982,0.418912503141833,6.58949090427561
04/01/1982,0.282760075965394,6.1999416343093
05/01/1982,0.503806855169664,6.15513871323794
06/01/1982,0.519021434182476,6.15213267735186
07/01/1982,0.614301711726117,6.11254374731416
08/01/1982,0.404504209030265,5.89965468185114
09/01/1982,0.397430313588854,5.65127046076104
10/01/1982,0.465854333173188,5.58443792006968
11/01/1982,0.263726072655079,5.31091207181487
12/01/1982,0.329555501969292,5.14885324626171
01/01/1983,0.472638180388718,5.15900985720084
02/01/1983,0.336441978514923,5.12494450033631
03/01/1983,0.19342359767891,4.88888828262444
04/01/1983,0.475597039599185,5.09058251920134
05/01/1983,0.235746092726785,4.81028804521928
06/01/1983,0.311850311850326,4.59427256181646
07/01/1983,0.334817903281848,4.30373329314679
08/01/1983,0.29317947274603,4.18808523837284
09/01/1983,0.387125627157503,4.17739148311524
10/01/1983,0.23384154896644,3.93680738805309
11/01/1983,0.422796743322373,4.10170548535953
12/01/1983,0.206217456307689,3.97373022582244
01/01/1984,0.428694793979778,3.92825557833196
02/01/1984,0.417651936246655,4.01237266556589
03/01/1984,0.38209047081752,4.20823072105403
04/01/1984,0.446808510638297,4.1783727081985
05/01/1984,0.22206184422362,4.16415020977485
06/01/1984,0.357954154333329,4.21202458911005
07/01/1984,0.38301878717848,4.26208808454287
08/01/1984,0.3508080409933,4.32199719192554
09/01/1984,0.408429028057311,4.34413562167899
10/01/1984,0.309505063394244,4.42290187356618
11/01/1984,0.269816219518404,4.26382773160039
12/01/1984,0.425313334703104,4.49179537174891
01/01/1985,0.308749697962263,4.36699758905723
02/01/1985,0.464392129492941,4.415576036589
03/01/1985,0.337633720723596,4.36933295529829
04/01/1985,0.211864406779672,4.12521410508209
05/01/1985,0.352995344554152,4.26124681589017
06/01/1985,0.386433066137504,4.29083337808831
07/01/1985,0.191314329443282,4.09166604977866
08/01/1985,0.344087830732343,4.08469532481968
09/01/1985,0.305058059437102,3.97753962207226
10/01/1985,0.29232268321453,3.95972893090386
11/01/1985,0.279415142004136,3.96968109215508
12/01/1985,0.383354793398105,3.92624168416404
01/01/1986,0.391581008321107,4.01206018758762
02/01/1986,0.265839610101892,3.80649624438794
03/01/1986,0.233228152009879,3.69848117691347
04/01/1986,0.339686058569044,3.83075005775453
05/01/1986,0.207284572105415,3.67998964703733
06/01/1986,0.369385342789608,3.66238260865344
07/01/1986,0.203641002993282,3.6751363324506
08/01/1986,0.260331100720346,3.58859919219177
09/01/1986,0.338872140035984,3.62352019527949
10/01/1986,0.403027319714488,3.73790187305059
11/01/1986,0.277791197642396,3.73622192128173
12/01/1986,0.281653746770005,3.63112399579049
01/01/1987,0.396624083383279,3.63632980619648
02/01/1987,0.329656067488648,3.70229148816628
03/01/1987,0.364577003871469,3.83818631240289
04/01/1987,0.476566774056297,3.97983958834642
05/01/1987,0.313642259167546,4.09020137778049
06/01/1987,0.281491907107667,3.99904962479654
07/01/1987,0.28789046561184,4.08649020036871
08/01/1987,0.45675801827032,4.29041320964059
09/01/1987,0.286980867942122,4.23647835774104
10/01/1987,0.339600968861586,4.17063034872696
11/01/1987,0.282010270224764,4.17501320803353
12/01/1987,0.237666712815554,4.1293184107104
01/01/1988,0.469698705464539,4.20510990927834
02/01/1988,0.31584884376763,4.19076935114444
03/01/1988,0.323886639676108,4.14852775079844
04/01/1988,0.366782006920419,4.03473085034922
05/01/1988,0.270772289660948,3.99027063896882
06/01/1988,0.395867893228785,4.10887667010316
07/01/1988,0.403138410854398,4.2285155822593
08/01/1988,0.358944702574426,4.12702975989871
09/01/1988,0.411478072550087,4.25629403744545
10/01/1988,0.308422301304856,4.22389833025603
11/01/1988,0.309293181164305,4.25225367862065
12/01/1988,0.287834347502525,4.30443056131713
01/01/1989,0.447981699471001,4.28188465968868
02/01/1989,0.324998813872934,4.29139637830702
03/01/1989,0.33030011374573,4.2980634860992
04/01/1989,0.363633302749977,4.29479144986469
05/01/1989,0.367094206103502,4.39497891185416
06/01/1989,0.270416441319643,4.26453029926341
07/01/1989,0.384034519956855,4.24469169418746
08/01/1989,0.28197267325234,4.16473942396842
09/01/1989,0.335900727428329,4.08633708778057
10/01/1989,0.472035474181087,4.25611242142945
11/01/1989,0.324489406375261,4.27190656486054
12/01/1989,0.340302323832442,4.32645890374708
01/01/1990,0.374439874777477,4.25007749695534
02/01/1990,0.332334607569651,4.2577002935706
03/01/1990,0.510835080927041,4.44530224910706
04/01/1990,0.330891534171318,4.41122891195462
05/01/1990,0.247081491556145,4.28638047323011
06/01/1990,0.448715744593065,4.47182090161573
07/01/1990,0.376433822223809,4.46391069222745
08/01/1990,0.413716814159293,4.60114879996563
09/01/1990,0.265786082474229,4.52805360316439
10/01/1990,0.326370757180161,4.3765084565482
11/01/1990,0.242174417106789,4.29086883630871
12/01/1990,0.312659771109458,4.2621379497799
01/01/1991,0.313054940226642,4.19837545683686
02/01/1991,0.183551124882131,4.04385899660011
03/01/1991,0.17780035560071,3.69911787515858
04/01/1991,0.260552371026579,3.62641734336173
05/01/1991,0.353209709934843,3.7361231511118
06/01/1991,0.182901646114808,3.46160969565703
07/01/1991,0.21119657041988,3.29129370212811
08/01/1991,0.184981790854977,3.05600377141262
09/01/1991,0.253186285027662,3.04305334411425
10/01/1991,0.274515098330408,2.98979351441324
11/01/1991,0.307113136516746,3.05651219187622
12/01/1991,0.317392693577601,3.06137457398385
01/01/1992,0.216714290300835,2.96239443810202
02/01/1992,0.253174494141661,3.03394898700071
03/01/1992,0.236874045652091,3.0947069148612
04/01/1992,0.203113098841867,3.03564395548939
05/01/1992,0.181898011666548,2.85975310756132
06/01/1992,0.144898571000285,2.82073460381089
07/01/1992,0.213130454723265,2.82271884720404
08/01/1992,0.201679973386559,2.83985667062838
09/01/1992,0.212624810763917,2.79824865442257
10/01/1992,0.331427463901535,2.85659340434985
11/01/1992,0.291485553566861,2.8405686191167
12/01/1992,0.251522647431779,2.77304181425551
01/01/1993,0.251609319347779,2.80882694555569
02/01/1993,0.246960850004774,2.80245490329374
03/01/1993,0.227891616292308,2.79324256703553
04/01/1993,0.293350096195977,2.88581208180092
05/01/1993,0.267801181364069,2.97403378202965
06/01/1993,0.178065357510104,3.00813754411078
07/01/1993,0.201968785149553,2.996664568569
08/01/1993,0.192620995688531,2.98735290345973
09/01/1993,0.136897650338508,2.90952897848187
10/01/1993,0.222163341010528,2.79745722085631
11/01/1993,0.218053310274824,2.72219013465473
12/01/1993,0.208448980979026,2.67805493113551
01/01/1994,0.222650690905746,2.64839540085877
02/01/1994,0.270902313088972,2.67291038613418
03/01/1994,0.283140709341989,2.72950725840324
04/01/1994,0.186611976424067,2.62017643597743
05/01/1994,0.305241215008945,2.65849484740301
06/01/1994,0.196926106555484,2.67782259247158
07/01/1994,0.195752177742969,2.67145238118573
08/01/1994,0.185601250366307,2.66425896274418
09/01/1994,0.169708143895742,2.69789756236425
10/01/1994,0.213490383730552,2.68901036168319
11/01/1994,0.25424570463799,2.72609510876229
12/01/1994,0.158740373683441,2.67513761792497
01/01/1995,0.339586322116681,2.79493470914389
02/01/1995,0.189077158024875,2.71104984046966
03/01/1995,0.268933650999914,2.69649882155325
04/01/1995,0.238305723180998,2.74948760616405
05/01/1995,0.183296469238958,2.62457130077107
06/01/1995,0.162037037037033,2.58883691308531
07/01/1995,0.197107784781725,2.59022489756962
08/01/1995,0.205805892547661,2.61091448528972
09/01/1995,0.18847265351547,2.63013629922553
10/01/1995,0.272572097554002,2.69064276715989
11/01/1995,0.21026147901877,2.64558962882437
12/01/1995,0.190373678629951,2.67800835959144
01/01/1996,0.210131857740725,2.54553694862998
02/01/1996,0.167752983731462,2.52371122705501
03/01/1996,0.219863272527387,2.47353738826832
04/01/1996,0.185784604776784,2.41984509217814
05/01/1996,0.265439745177831,2.50382218110938
06/01/1996,0.188731516431773,2.53114077655772
07/01/1996,0.252320135492456,2.5876392666687
08/01/1996,0.215840171245096,2.59791205429956
09/01/1996,0.22264296483292,2.63290412976056
10/01/1996,0.243718247974734,2.6033710848242
11/01/1996,0.246589988101609,2.64056715080956
12/01/1996,0.203146161058432,2.65365198912535
01/01/1997,0.23487617621587,2.67899967214267
02/01/1997,0.185912001652544,2.69761394409773
03/01/1997,0.217129480415945,2.69481256403494
04/01/1997,0.183406225551175,2.69237462126948
05/01/1997,0.138890726067786,2.56276247064777
06/01/1997,0.210840275635094,2.5853951099114
07/01/1997,0.212290657823533,2.54443406504821
08/01/1997,0.159585421099595,2.48687219152317
09/01/1997,0.229892945374699,2.49428596357304
10/01/1997,0.201649862511455,2.45127310246753
11/01/1997,0.167865707434056,2.37081747021686
12/01/1997,0.151210543498803,2.31775834154586
01/01/1998,0.201299140672573,2.28348357472214
02/01/1998,0.193012428435413,2.29073266166171
03/01/1998,0.201737350014297,2.27502205106878
04/01/1998,0.19816376065569,2.29008769202768
05/01/1998,0.248346143141576,2.40189444492525
06/01/1998,0.104024556616644,2.29274325974509
07/01/1998,0.233820595833745,2.31472016903256
08/01/1998,0.266009213002016,2.4234338826731
09/01/1998,0.209830354138196,2.40293221967973
10/01/1998,0.187329700272487,2.38829746461189
11/01/1998,0.203561689434006,2.4247847232501
12/01/1998,0.196060957133959,2.47065330473202
01/01/1999,0.209808129664624,2.47935500489416
02/01/1999,0.141779330599023,2.42695279945166
03/01/1999,0.174914605369558,2.39953439262224
04/01/1999,0.221053569836882,2.4229270947888
05/01/1999,0.208167805498172,2.38187721111927
06/01/1999,0.15540508396632,2.4344268949652
07/01/1999,0.21141649048626,2.41153091357167
08/01/1999,0.208563754147573,2.35285621980961
09/01/1999,0.206552931159543,2.34950870787671
10/01/1999,0.15655913978494,2.31807407679121
11/01/1999,0.248482422787011,2.3639427350036
12/01/1999,0.1736788959946,2.34107640669814
01/01/2000,0.313611615244991,2.4470875911055
02/01/2000,0.214001834301425,2.52097268893687
03/01/2000,0.245437174672203,2.59314686976759
04/01/2000,0.202987479856209,2.57465318050043
05/01/2000,0.204790458402959,2.57119607501142
06/01/2000,0.247166736849813,2.66517105801098
07/01/2000,0.232750689972394,2.68702764198452
08/01/2000,0.191164568972746,2.66919812181117
09/01/2000,0.264705416158129,2.72877974425956
10/01/2000,0.203804347826098,2.77723830366412
11/01/2000,0.249558707164166,2.77834173718492
12/01/2000,0.219980606972814,2.82584736068183
01/01/2001,0.301843169995508,2.81378418864155
02/01/2001,0.297255292502219,2.89919743357481
03/01/2001,0.249959942316935,2.90383993076908
04/01/2001,0.256725428264692,2.95902632171723
05/01/2001,0.252964181513438,3.00852415114292
06/01/2001,0.275166610997113,3.0372952955674
07/01/2001,0.283009661364297,3.08896052914538
08/01/2001,0.28973374043797,3.19038058419996
09/01/2001,0.183135849233818,3.1064308571243
10/01/2001,0.236489943492546,3.14006326391305
11/01/2001,0.219716307473572,3.10936041562395
12/01/2001,0.184681065393888,3.07304317495873
01/01/2002,0.255784622275645,3.02571209381739
02/01/2002,0.267538644470888,2.99518704290207
03/01/2002,0.280922085433377,3.02699704784732
04/01/2002,0.199100934841101,2.96778028719136
05/01/2002,0.179733873038401,2.89256692691835
06/01/2002,0.211429541491115,2.82716618103565
07/01/2002,0.238720816755489,2.78175373878911
08/01/2002,0.185812967191956,2.67525072072587
09/01/2002,0.247715173708341,2.74143649416558
10/01/2002,0.231435748355957,2.73625599284366
11/01/2002,0.230901360065339,2.74772190462929
12/01/2002,0.228964742239079,2.79313849791498
01/01/2003,0.254890883052394,2.79222213922206
02/01/2003,0.136967155835088,2.65836292968775
03/01/2003,0.209118901384797,2.58485744953982
04/01/2003,0.0609032919832053,2.44336929884614
05/01/2003,0.137923348054447,2.40061403402443
06/01/2003,0.108554350885171,2.29549146731607
07/01/2003,0.246146457142005,2.30306947236849
08/01/2003,0.194637001991294,2.31207998811287
09/01/2003,0.227231790281679,2.29117479780558
10/01/2003,0.253867512891714,2.31406753130798
11/01/2003,0.213046998167798,2.29584209021023
12/01/2003,0.141692166232055,2.20676981776902
01/01/2004,0.185293027688083,2.13581695032907
02/01/2004,0.207017014210864,2.2072650849758
03/01/2004,0.224580623074266,2.22303510974711
04/01/2004,0.312888548825652,2.48046530385777
05/01/2004,0.218632333292845,2.56306232689254
06/01/2004,0.222980597968681,2.68029412978448
07/01/2004,0.177716277997098,2.61020234900011
08/01/2004,0.201809420518662,2.61754768542175
09/01/2004,0.169243054479562,2.55817597820109
10/01/2004,0.167454269374301,2.46977654927765
11/01/2004,0.175965119802912,2.43185961227297
12/01/2004,0.176305128998822,2.46726414824789
01/01/2005,0.279708180743388,2.5638298430255
02/01/2005,0.263965376318165,2.62211759866424
03/01/2005,0.175068156305125,2.57142071217398
04/01/2005,0.165233518799512,2.42044124757899
05/01/2005,0.218500606205962,2.42030662644068
06/01/2005,0.130282766780554,2.32557645340801
07/01/2005,0.241649885424633,2.39088082924959
08/01/2005,0.17354901103559,2.36200302518295
09/01/2005,0.233311893861998,2.42747436679145
10/01/2005,0.233583938116566,2.49509608084408
11/01/2005,0.25952126888773,2.58058660263092
12/01/2005,0.160909973644063,2.56482195584049
01/01/2006,0.300249114986229,2.58583096455864
02/01/2006,0.196807064337778,2.51711743208636
03/01/2006,0.295256030509794,2.64011524621839
04/01/2006,0.314792472715664,2.7933695014803
05/01/2006,0.352336942528408,2.93064443464235
06/01/2006,0.3060281991075,3.11130497115546
07/01/2006,0.274975779335507,3.14558489785666
08/01/2006,0.268125268125274,3.24296712551329
09/01/2006,0.233680274858505,3.24334656770067
10/01/2006,0.265322366675513,3.27603802150769
11/01/2006,0.177663028196018,3.19171690495879
12/01/2006,0.287100507433458,3.32172588593056
01/01/2007,0.309918646355345,3.33168670535406
02/01/2007,0.277084717712106,3.41447602340679
03/01/2007,0.212548886243846,3.32919665600528
04/01/2007,0.159658729465773,3.16940122933764
05/01/2007,0.139714011492997,2.95080960356302
06/01/2007,0.184127695044722,2.82569493388998
07/01/2007,0.187514746606721,2.73600913341905
08/01/2007,0.211529469395022,2.67802035104463
09/01/2007,0.271954113924044,2.71722755181496
10/01/2007,0.275443090111072,2.72759576913657
11/01/2007,0.323457427837015,2.87710123471636
12/01/2007,0.263570833129023,2.85296388631173
01/01/2008,0.224872897927253,2.76576206808876
02/01/2008,0.162305965049292,2.64813473558478
03/01/2008,0.24061597690086,2.67688397443178
04/01/2008,0.203076548914694,2.72139297602514
05/01/2008,0.169147147704662,2.75158492116061
06/01/2008,0.220635478669884,2.78902830381762
07/01/2008,0.264050850697761,2.86755177842
08/01/2008,0.147344774695357,2.80166592236768
09/01/2008,0.229133753813859,2.75776526845481
10/01/2008,0.143182009601617,2.62223006016928
11/01/2008,0.243176237529807,2.54010933793305
12/01/2008,0.067107659860044,2.33918536225093
01/01/2009,0.235178967115712,2.34970884504055
02/01/2009,0.173003920592429,2.36064042877886
03/01/2009,0.164525465901577,2.28294065249022
04/01/2009,0.145269224357603,2.22393345080947
05/01/2009,0.151368624647841,2.20579023396512
06/01/2009,0.135397827831985,2.11886420900065
07/01/2009,0.0255534648175404,1.87595479175426
08/01/2009,0.0912989680813991,1.81894159710876
09/01/2009,0.0631432720843428,1.65031821853694
10/01/2009,0.240550759598301,1.7491523500583
11/01/2009,0.172639530976637,1.67755595446581
12/01/2009,0.0502290204145162,1.66040567555006
01/01/2010,0.0975115557525497,1.52078079502711
02/01/2010,0.0191216014341355,1.36482806744509
03/01/2010,0.0557503375992585,1.25474945301456
04/01/2010,0.0638576634701238,1.1724359571891
05/01/2010,0.0583646000833937,1.0784837341868
06/01/2010,0.0559497166801481,0.998287372211193
07/01/2010,0.0531415294873883,1.02614372678311
08/01/2010,0.15780693448757,1.09327287229724
09/01/2010,0.122287125421483,1.15302559951143
10/01/2010,0.080637032557207,0.991656201572932
11/01/2010,0.106916296419501,0.925395610458146
12/01/2010,0.0922672912452294,0.967801601487972
01/01/2011,0.197198652288089,1.0683554197477
02/01/2011,0.149680395548857,1.2002838189926
03/01/2011,0.165437448634331,1.31122563623529
04/01/2011,0.192938880510973,1.44191594350893
05/01/2011,0.216170053775633,1.60190344313333
06/01/2011,0.153307310400153,1.70076529857128
07/01/2011,0.172945059495522,1.82254169160645
08/01/2011,0.212390613031266,1.87803261192814
09/01/2011,0.166772829926454,1.92329841821806
10/01/2011,0.187397516982912,2.03202455182425
11/01/2011,0.150790008522916,2.07674197831313
12/01/2011,0.186793506518512,2.17314231320174
01/01/2012,0.187591028255163,2.16334522155834
02/01/2012,0.134905682320374,2.14827343977984
03/01/2012,0.191197734306847,2.1745436660354
04/01/2012,0.196274155740728,2.17794490596717
05/01/2012,0.124885810427977,2.08487373409387
06/01/2012,0.103941700255228,2.03455605399137
07/01/2012,0.158058077690715,2.01939241296498
08/01/2012,0.187120424577336,1.99366655954047
09/01/2012,0.164995988111238,1.99185731075955
10/01/2012,0.174339916959121,1.97856453231182
11/01/2012,0.147314852015534,1.97502595341377
12/01/2012,0.142474303741658,1.92991569790779
01/01/2013,0.17006608608312,1.91208598606549
02/01/2013,0.20168182128939,1.98004725861132
03/01/2013,0.160338416402284,1.94863696739371
04/01/2013,0.144242944758255,1.89569576689377
05/01/2013,0.17254524296777,1.94419810474105
06/01/2013,0.201291431543948,2.04333746052843
07/01/2013,0.155535329562095,2.04076722660458
08/01/2013,0.165804483353216,2.01905690109121
09/01/2013,0.176540449161711,2.03081505090374
10/01/2013,0.178458480166266,2.03500994114423
11/01/2013,0.191481308307173,2.08000889906379
12/01/2013,0.146137787056366,2.08374326264895
01/01/2014,0.196504128171404,2.11068638454515
02/01/2014,0.133313239743571,2.04101527062879
03/01/2014,0.158188327366582,2.03882481009725
04/01/2014,0.211311236004774,2.10716193482434
05/01/2014,0.172826086956523,2.10744820270912
06/01/2014,0.191695402615433,2.09766962587872
07/01/2014,0.229156906279915,2.17271881205039
08/01/2014,0.144294516808352,2.15077787347577
09/01/2014,0.192335532438515,2.16688423965758
10/01/2014,0.223972729954447,2.21330189431019
11/01/2014,0.147162326444428,2.16808857463837
12/01/2014,0.126742712294048,2.14830191326516
01/01/2015,0.173402410612655,2.12475018119189
02/01/2015,0.222198503798721,2.21540318260298
03/01/2015,0.142016851253257,2.19889954991368
04/01/2015,0.238644499244312,2.22677494032355
05/01/2015,0.205227451564194,2.25984066420193
06/01/2015,0.169575429468205,2.23726409315537
07/01/2015,0.200442506955234,2.20797439624831
08/01/2015,0.148431538566074,2.21219666987789
09/01/2015,0.178592689605916,2.19817677357601
10/01/2015,0.138196176226102,2.1107105999433
11/01/2015,0.15521565725094,2.11892182942046
12/01/2015,0.1244517598884,2.11658529491141
01/01/2016,0.24193195253317,2.18644418603764
02/01/2016,0.204577290912944,2.16847761661565
03/01/2016,0.200879750291016,2.2285316575855
04/01/2016,0.242387985807402,2.23234945796116
05/01/2016,0.221223003076543,2.24866859473249
06/01/2016,0.151955535158832,2.23068298656566
07/01/2016,0.203945682808104,2.23425714303742
08/01/2016,0.187952737506225,2.27460146349234
09/01/2016,0.160225336013964,2.25584981488036
10/01/2016,0.157982682667468,2.27605475273913
11/01/2016,0.123351937232052,2.24351630177688
12/01/2016,0.177258270364433,2.29744042540299
01/01/2017,0.2367621505726,2.29216461419532
02/01/2017,0.166020488881502,2.25280454854737
03/01/2017,0.163449799723558,2.2146081032749
04/01/2017,0.165599249815451,2.13630858633527
05/01/2017,0.107573366040992,2.02048726574897
06/01/2017,0.155432101241448,2.0240286940103
07/01/2017,0.124048378867747,1.94268015255079
08/01/2017,0.159844950398114,1.91408007566864
09/01/2017,0.138437400658353,1.89191062286376
10/01/2017,0.208913649025066,1.9437233025229
11/01/2017,0.178695522684391,2.00007310556845
12/01/2017,0.178894432407728,2.00173903904388
01/01/2018,0.260952624789512,2.02635546105676
02/01/2018,0.185628977763796,2.04632812890355
03/01/2018,0.161074880176004,2.04390856548082
04/01/2018,0.129428260464581,2.00705929629372
05/01/2018,0.202044330317608,2.1033227949554
06/01/2018,0.215449393987099,2.16450734466902
07/01/2018,0.140606011911348,2.18140241084026
08/01/2018,0.188046846074408,2.21017351419286
09/01/2018,0.193219743544693,2.26608923364353
10/01/2018,0.223896579249661,2.28137974646854
11/01/2018,0.270594147435155,2.37520726226188
12/01/2018,0.155168066411937,2.35096072160916
01/01/2019,0.243551422561716,2.3331967794253
02/01/2019,0.226154693676373,2.37459119999661
03/01/2019,0.202758277702308,2.41719578253219
04/01/2019,0.334834096326286,2.62729475215377
05/01/2019,0.170151661191631,2.59463016555077
06/01/2019,0.147890637754355,2.52546751995015
07/01/2019,0.193825934855574,2.57995488225535
08/01/2019,0.198169293196204,2.59031899455957
09/01/2019,0.175930086913278,2.57261568695388
10/01/2019,0.192552765969323,2.54053734013742
11/01/2019,0.160154658226164,2.42759770251637
12/01/2019,0.247242825791028,2.52176155441051
01/01/2020,0.236262928287823,2.51430741634939
02/01/2020,0.218209941902758,2.50618128671631
03/01/2020,0.160138661240783,2.4625819466735
04/01/2020,0.175902313720377,2.30027978166913
05/01/2020,0.22866550809475,2.36003793127779
