code,description,measure,name,frequency,unit,adjustment,source
A130396667J,Index Numbers ;  Clothing and footwear ;  Hobart ;,Index Numbers,Clothing and footwear,Month,Index Numbers,Original,640109.xlsx
A130399191T,Index Numbers ;  Housing ;  Hobart ;,Index Numbers,Housing,Month,Index Numbers,Original,640109.xlsx
A130394301C,"Index Numbers ;  Furnishings, household equipment and services ;  Hobart ;",Index Numbers,"Furnishings, household equipment and services",Month,Index Numbers,Original,640109.xlsx
A130396198C,Index Numbers ;  Health ;  Hobart ;,Index Numbers,Health,Month,Index Numbers,Original,640109.xlsx
A130394308V,Index Numbers ;  Transport ;  Hobart ;,Index Numbers,Transport,Month,Index Numbers,Original,640109.xlsx
A130390003J,Index Numbers ;  Communication ;  Hobart ;,Index Numbers,Communication,Month,Index Numbers,Original,640109.xlsx
A130397550W,Index Numbers ;  Recreation and culture ;  Hobart ;,Index Numbers,Recreation and culture,Month,Index Numbers,Original,640109.xlsx
A130397571J,Index Numbers ;  Education ;  Hobart ;,Index Numbers,Education,Month,Index Numbers,Original,640109.xlsx
A130391459X,Index Numbers ;  Insurance and financial services ;  Hobart ;,Index Numbers,Insurance and financial services,Month,Index Numbers,Original,640109.xlsx
A130395008K,Index Numbers ;  All groups CPI ;  Darwin ;,Index Numbers,All groups CPI,Month,Index Numbers,Original,640109.xlsx
A130390367W,Index Numbers ;  Food and non-alcoholic beverages ;  Darwin ;,Index Numbers,Food and non-alcoholic beverages,Month,Index Numbers,Original,640109.xlsx
A130394322R,Index Numbers ;  Alcohol and tobacco ;  Darwin ;,Index Numbers,Alcohol and tobacco,Month,Index Numbers,Original,640109.xlsx
A130390381T,Index Numbers ;  Clothing and footwear ;  Darwin ;,Index Numbers,Clothing and footwear,Month,Index Numbers,Original,640109.xlsx
A130392992R,Index Numbers ;  Housing ;  Darwin ;,Index Numbers,Housing,Month,Index Numbers,Original,640109.xlsx
A130390395F,"Index Numbers ;  Furnishings, household equipment and services ;  Darwin ;",Index Numbers,"Furnishings, household equipment and services",Month,Index Numbers,Original,640109.xlsx
A130389996R,Index Numbers ;  Health ;  Darwin ;,Index Numbers,Health,Month,Index Numbers,Original,640109.xlsx
A130394315T,Index Numbers ;  Transport ;  Darwin ;,Index Numbers,Transport,Month,Index Numbers,Original,640109.xlsx
A130390010F,Index Numbers ;  Communication ;  Darwin ;,Index Numbers,Communication,Month,Index Numbers,Original,640109.xlsx
A130398729R,Index Numbers ;  Recreation and culture ;  Darwin ;,Index Numbers,Recreation and culture,Month,Index Numbers,Original,640109.xlsx
A130396226A,Index Numbers ;  Education ;  Darwin ;,Index Numbers,Education,Month,Index Numbers,Original,640109.xlsx
A130391466W,Index Numbers ;  Insurance and financial services ;  Darwin ;,Index Numbers,Insurance and financial services,Month,Index Numbers,Original,640109.xlsx
A130393727V,Index Numbers ;  All groups CPI ;  Canberra ;,Index Numbers,All groups CPI,Month,Index Numbers,Original,640109.xlsx
A130390374V,Index Numbers ;  Food and non-alcoholic beverages ;  Canberra ;,Index Numbers,Food and non-alcoholic beverages,Month,Index Numbers,Original,640109.xlsx
A130391697F,Index Numbers ;  Alcohol and tobacco ;  Canberra ;,Index Numbers,Alcohol and tobacco,Month,Index Numbers,Original,640109.xlsx
A130397935K,Index Numbers ;  Clothing and footwear ;  Canberra ;,Index Numbers,Clothing and footwear,Month,Index Numbers,Original,640109.xlsx
A130391676V,Index Numbers ;  Housing ;  Canberra ;,Index Numbers,Housing,Month,Index Numbers,Original,640109.xlsx
A130393013T,"Index Numbers ;  Furnishings, household equipment and services ;  Canberra ;",Index Numbers,"Furnishings, household equipment and services",Month,Index Numbers,Original,640109.xlsx
A130397529C,Index Numbers ;  Health ;  Canberra ;,Index Numbers,Health,Month,Index Numbers,Original,640109.xlsx
A130391690R,Index Numbers ;  Transport ;  Canberra ;,Index Numbers,Transport,Month,Index Numbers,Original,640109.xlsx
A130397536A,Index Numbers ;  Communication ;  Canberra ;,Index Numbers,Communication,Month,Index Numbers,Original,640109.xlsx
A130398736L,Index Numbers ;  Recreation and culture ;  Canberra ;,Index Numbers,Recreation and culture,Month,Index Numbers,Original,640109.xlsx
A130395162J,Index Numbers ;  Education ;  Canberra ;,Index Numbers,Education,Month,Index Numbers,Original,640109.xlsx
A130395288R,Index Numbers ;  Insurance and financial services ;  Canberra ;,Index Numbers,Insurance and financial services,Month,Index Numbers,Original,640109.xlsx
A2325806K,Index Numbers ;  All groups CPI ;  Sydney ;,Index Numbers,All groups CPI,Quarter,Index Numbers,Original,6401017.xlsx
A2325811C,Index Numbers ;  All groups CPI ;  Melbourne ;,Index Numbers,All groups CPI,Quarter,Index Numbers,Original,6401017.xlsx
A2325816R,Index Numbers ;  All groups CPI ;  Brisbane ;,Index Numbers,All groups CPI,Quarter,Index Numbers,Original,6401017.xlsx
A2325821J,Index Numbers ;  All groups CPI ;  Adelaide ;,Index Numbers,All groups CPI,Quarter,Index Numbers,Original,6401017.xlsx
A2325826V,Index Numbers ;  All groups CPI ;  Perth ;,Index Numbers,All groups CPI,Quarter,Index Numbers,Original,6401017.xlsx
A2325831L,Index Numbers ;  All groups CPI ;  Hobart ;,Index Numbers,All groups CPI,Quarter,Index Numbers,Original,6401017.xlsx
A2325836X,Index Numbers ;  All groups CPI ;  Darwin ;,Index Numbers,All groups CPI,Quarter,Index Numbers,Original,6401017.xlsx
A2325841T,Index Numbers ;  All groups CPI ;  Canberra ;,Index Numbers,All groups CPI,Quarter,Index Numbers,Original,6401017.xlsx
A2325846C,Index Numbers ;  All groups CPI ;  Australia ;,Index Numbers,All groups CPI,Quarter,Index Numbers,Original,6401017.xlsx
A2325810A,Percentage Change from Previous Period ;  All groups CPI ;  Sydney ;,Percentage Change from Previous Period,All groups CPI,Quarter,Percent,Original,6401017.xlsx
A2325815L,Percentage Change from Previous Period ;  All groups CPI ;  Melbourne ;,Percentage Change from Previous Period,All groups CPI,Quarter,Percent,Original,6401017.xlsx
A2325820F,Percentage Change from Previous Period ;  All groups CPI ;  Brisbane ;,Percentage Change from Previous Period,All groups CPI,Quarter,Percent,Original,6401017.xlsx
A2325825T,Percentage Change from Previous Period ;  All groups CPI ;  Adelaide ;,Percentage Change from Previous Period,All groups CPI,Quarter,Percent,Original,6401017.xlsx
A2325830K,Percentage Change from Previous Period ;  All groups CPI ;  Perth ;,Percentage Change from Previous Period,All groups CPI,Quarter,Percent,Original,6401017.xlsx
A2325835W,Percentage Change from Previous Period ;  All groups CPI ;  Hobart ;,Percentage Change from Previous Period,All groups CPI,Quarter,Percent,Original,6401017.xlsx
A2325840R,Percentage Change from Previous Period ;  All groups CPI ;  Darwin ;,Percentage Change from Previous Period,All groups CPI,Quarter,Percent,Original,6401017.xlsx
A2325845A,Percentage Change from Previous Period ;  All groups CPI ;  Canberra ;,Percentage Change from Previous Period,All groups CPI,Quarter,Percent,Original,6401017.xlsx
A2325850V,Percentage Change from Previous Period ;  All groups CPI ;  Australia ;,Percentage Change from Previous Period,All groups CPI,Quarter,Percent,Original,6401017.xlsx
A2325846C,Index Numbers ;  All groups CPI ;  Australia ;,Index Numbers,All groups CPI,Quarter,Index Numbers,Original,6401018.xlsx
A2325891R,Index Numbers ;  Food and non-alcoholic beverages ;  Australia ;,Index Numbers,Food and non-alcoholic beverages,Quarter,Index Numbers,Original,6401018.xlsx
A2326206X,Index Numbers ;  Bread and cereal products ;  Australia ;,Index Numbers,Bread and cereal products,Quarter,Index Numbers,Original,6401018.xlsx
A2327061R,Index Numbers ;  Bread ;  Australia ;,Index Numbers,Bread,Quarter,Index Numbers,Original,6401018.xlsx
A2327106J,Index Numbers ;  Cakes and biscuits ;  Australia ;,Index Numbers,Cakes and biscuits,Quarter,Index Numbers,Original,6401018.xlsx
A2327151V,Index Numbers ;  Breakfast cereals ;  Australia ;,Index Numbers,Breakfast cereals,Quarter,Index Numbers,Original,6401018.xlsx
A2327196X,Index Numbers ;  Other cereal products ;  Australia ;,Index Numbers,Other cereal products,Quarter,Index Numbers,Original,6401018.xlsx
A2326251K,Index Numbers ;  Meat and seafoods ;  Australia ;,Index Numbers,Meat and seafoods,Quarter,Index Numbers,Original,6401018.xlsx
A2327241X,Index Numbers ;  Beef and veal ;  Australia ;,Index Numbers,Beef and veal,Quarter,Index Numbers,Original,6401018.xlsx
A3604358R,Index Numbers ;  Pork ;  Australia ;,Index Numbers,Pork,Quarter,Index Numbers,Original,6401018.xlsx
A2327286C,Index Numbers ;  Lamb and goat ;  Australia ;,Index Numbers,Lamb and goat,Quarter,Index Numbers,Original,6401018.xlsx
A2327376J,Index Numbers ;  Poultry ;  Australia ;,Index Numbers,Poultry,Quarter,Index Numbers,Original,6401018.xlsx
A2327466L,Index Numbers ;  Other meats ;  Australia ;,Index Numbers,Other meats,Quarter,Index Numbers,Original,6401018.xlsx
A2327511L,Index Numbers ;  Fish and other seafood ;  Australia ;,Index Numbers,Fish and other seafood,Quarter,Index Numbers,Original,6401018.xlsx
A2326161F,Index Numbers ;  Dairy and related products ;  Australia ;,Index Numbers,Dairy and related products,Quarter,Index Numbers,Original,6401018.xlsx
A2326926W,Index Numbers ;  Milk ;  Australia ;,Index Numbers,Milk,Quarter,Index Numbers,Original,6401018.xlsx
A2326971J,Index Numbers ;  Cheese ;  Australia ;,Index Numbers,Cheese,Quarter,Index Numbers,Original,6401018.xlsx
A2327016C,Index Numbers ;  Ice cream and other dairy products ;  Australia ;,Index Numbers,Ice cream and other dairy products,Quarter,Index Numbers,Original,6401018.xlsx
A2330886T,Index Numbers ;  Fruit and vegetables ;  Australia ;,Index Numbers,Fruit and vegetables,Quarter,Index Numbers,Original,6401018.xlsx
A2330931T,Index Numbers ;  Fruit ;  Australia ;,Index Numbers,Fruit,Quarter,Index Numbers,Original,6401018.xlsx
A2330976W,Index Numbers ;  Vegetables ;  Australia ;,Index Numbers,Vegetables,Quarter,Index Numbers,Original,6401018.xlsx
A3604363J,Index Numbers ;  Food products n.e.c. ;  Australia ;,Index Numbers,Food products n.e.c.,Quarter,Index Numbers,Original,6401018.xlsx
A2327646W,Index Numbers ;  Eggs ;  Australia ;,Index Numbers,Eggs,Quarter,Index Numbers,Original,6401018.xlsx
A2327691J,"Index Numbers ;  Jams, honey and spreads ;  Australia ;",Index Numbers,"Jams, honey and spreads",Quarter,Index Numbers,Original,6401018.xlsx
A2329491A,Index Numbers ;  Food additives and condiments ;  Australia ;,Index Numbers,Food additives and condiments,Quarter,Index Numbers,Original,6401018.xlsx
A2329536V,Index Numbers ;  Oils and fats ;  Australia ;,Index Numbers,Oils and fats,Quarter,Index Numbers,Original,6401018.xlsx
A2331741W,Index Numbers ;  Snacks and confectionery ;  Australia ;,Index Numbers,Snacks and confectionery,Quarter,Index Numbers,Original,6401018.xlsx
A2327781L,Index Numbers ;  Other food products n.e.c. ;  Australia ;,Index Numbers,Other food products n.e.c.,Quarter,Index Numbers,Original,6401018.xlsx
A3604418F,Index Numbers ;  Non-alcoholic beverages ;  Australia ;,Index Numbers,Non-alcoholic beverages,Quarter,Index Numbers,Original,6401018.xlsx
A2327736A,"Index Numbers ;  Coffee, tea and cocoa ;  Australia ;",Index Numbers,"Coffee, tea and cocoa",Quarter,Index Numbers,Original,6401018.xlsx
A2331786A,"Index Numbers ;  Waters, soft drinks and juices ;  Australia ;",Index Numbers,"Waters, soft drinks and juices",Quarter,Index Numbers,Original,6401018.xlsx
A2326296R,Index Numbers ;  Meals out and take away foods ;  Australia ;,Index Numbers,Meals out and take away foods,Quarter,Index Numbers,Original,6401018.xlsx
A2327556T,Index Numbers ;  Restaurant meals ;  Australia ;,Index Numbers,Restaurant meals,Quarter,Index Numbers,Original,6401018.xlsx
A2327601T,Index Numbers ;  Take away and fast foods ;  Australia ;,Index Numbers,Take away and fast foods,Quarter,Index Numbers,Original,6401018.xlsx
A2326116V,Index Numbers ;  Alcohol and tobacco ;  Australia ;,Index Numbers,Alcohol and tobacco,Quarter,Index Numbers,Original,6401018.xlsx
A2326746L,Index Numbers ;  Alcoholic beverages ;  Australia ;,Index Numbers,Alcoholic beverages,Quarter,Index Numbers,Original,6401018.xlsx
A2328951K,Index Numbers ;  Spirits ;  Australia ;,Index Numbers,Spirits,Quarter,Index Numbers,Original,6401018.xlsx
A2328906X,Index Numbers ;  Wine ;  Australia ;,Index Numbers,Wine,Quarter,Index Numbers,Original,6401018.xlsx
A2328861F,Index Numbers ;  Beer ;  Australia ;,Index Numbers,Beer,Quarter,Index Numbers,Original,6401018.xlsx
A2326791X,Index Numbers ;  Tobacco ;  Australia ;,Index Numbers,Tobacco,Quarter,Index Numbers,Original,6401018.xlsx
A2328996R,Index Numbers ;  Tobacco ;  Australia ;,Index Numbers,Tobacco,Quarter,Index Numbers,Original,6401018.xlsx
A2325936J,Index Numbers ;  Clothing and footwear ;  Australia ;,Index Numbers,Clothing and footwear,Quarter,Index Numbers,Original,6401018.xlsx
A3604368V,Index Numbers ;  Garments ;  Australia ;,Index Numbers,Garments,Quarter,Index Numbers,Original,6401018.xlsx
A2329581F,Index Numbers ;  Garments for men ;  Australia ;,Index Numbers,Garments for men,Quarter,Index Numbers,Original,6401018.xlsx
A2329716C,Index Numbers ;  Garments for women ;  Australia ;,Index Numbers,Garments for women,Quarter,Index Numbers,Original,6401018.xlsx
A2329761R,Index Numbers ;  Garments for infants and children ;  Australia ;,Index Numbers,Garments for infants and children,Quarter,Index Numbers,Original,6401018.xlsx
A2326386V,Index Numbers ;  Footwear ;  Australia ;,Index Numbers,Footwear,Quarter,Index Numbers,Original,6401018.xlsx
A2327916K,Index Numbers ;  Footwear for men ;  Australia ;,Index Numbers,Footwear for men,Quarter,Index Numbers,Original,6401018.xlsx
A2327961W,Index Numbers ;  Footwear for women ;  Australia ;,Index Numbers,Footwear for women,Quarter,Index Numbers,Original,6401018.xlsx
A2328006T,Index Numbers ;  Footwear for infants and children ;  Australia ;,Index Numbers,Footwear for infants and children,Quarter,Index Numbers,Original,6401018.xlsx
A2329806J,Index Numbers ;  Accessories and clothing services ;  Australia ;,Index Numbers,Accessories and clothing services,Quarter,Index Numbers,Original,6401018.xlsx
A2329851V,Index Numbers ;  Accessories ;  Australia ;,Index Numbers,Accessories,Quarter,Index Numbers,Original,6401018.xlsx
A2328051C,"Index Numbers ;  Cleaning, repair and hire of clothing and footwear ;  Australia ;",Index Numbers,"Cleaning, repair and hire of clothing and footwear",Quarter,Index Numbers,Original,6401018.xlsx
A2325981V,Index Numbers ;  Housing ;  Australia ;,Index Numbers,Housing,Quarter,Index Numbers,Original,6401018.xlsx
A2331876F,Index Numbers ;  Rents ;  Australia ;,Index Numbers,Rents,Quarter,Index Numbers,Original,6401018.xlsx
A2326431V,Index Numbers ;  Rents ;  Australia ;,Index Numbers,Rents,Quarter,Index Numbers,Original,6401018.xlsx
A3604373L,Index Numbers ;  New dwelling purchase by owner-occupiers ;  Australia ;,Index Numbers,New dwelling purchase by owner-occupiers,Quarter,Index Numbers,Original,6401018.xlsx
A2329941X,Index Numbers ;  New dwelling purchase by owner-occupiers ;  Australia ;,Index Numbers,New dwelling purchase by owner-occupiers,Quarter,Index Numbers,Original,6401018.xlsx
A3604413V,Index Numbers ;  Other housing ;  Australia ;,Index Numbers,Other housing,Quarter,Index Numbers,Original,6401018.xlsx
A2328096J,Index Numbers ;  Maintenance and repair of the dwelling ;  Australia ;,Index Numbers,Maintenance and repair of the dwelling,Quarter,Index Numbers,Original,6401018.xlsx
