Period,Value,id
2025-09,100.4,JA0010
2025-10,101.1,JA0010
2025-11,101.2,JA0010
2025-12,101.1,JA0010
2026-01,101.0,JA0010
2026-02,101.1,JA0010
2026-03,101.4,JA0010
2026-04,101.4,JA0010
2026-05,101.6,JA0010
2026-06,101.7,JA0010
2026-07,102.1,JA0010
2026-08,102.5,JA0010
1970-01,29.2,JA0011
1970-02,29.3,JA0011
1970-03,29.4,JA0011
1970-04,29.6,JA0011
1970-05,29.8,JA0011
1970-06,29.9,JA0011
1970-07,30.0,JA0011
1970-08,30.0,JA0011
1970-09,30.3,JA0011
1970-10,30.6,JA0011
1970-11,30.8,JA0011
1970-12,31.0,JA0011
1971-01,31.0,JA0011
1971-02,31.1,JA0011
1971-03,31.2,JA0011
1971-04,31.7,JA0011
1971-05,32.0,JA0011
1971-06,32.2,JA0011
1971-07,32.2,JA0011
1971-08,32.0,JA0011
1971-09,32.4,JA0011
1971-10,32.5,JA0011
1971-11,32.6,JA0011
1971-12,32.7,JA0011
1972-01,32.7,JA0011
1972-02,32.9,JA0011
1972-03,33.0,JA0011
1972-04,33.5,JA0011
1972-05,33.7,JA0011
1972-06,33.8,JA0011
1972-07,34.0,JA0011
1972-08,33.9,JA0011
1972-09,34.1,JA0011
1972-10,34.4,JA0011
1972-11,34.5,JA0011
1972-12,34.7,JA0011
1973-01,35.0,JA0011
1973-02,35.1,JA0011
1973-03,35.6,JA0011
1973-04,36.3,JA0011
1973-05,37.0,JA0011
1973-06,37.5,JA0011
1973-07,37.9,JA0011
1973-08,38.0,JA0011
1973-09,38.6,JA0011
1973-10,39.0,JA0011
1973-11,39.5,JA0011
1973-12,40.3,JA0011
1974-01,41.2,JA0011
1974-02,42.3,JA0011
1974-03,42.6,JA0011
1974-04,43.5,JA0011
1974-05,44.3,JA0011
1974-06,44.7,JA0011
1974-07,45.4,JA0011
1974-08,45.3,JA0011
1974-09,45.8,JA0011
1974-10,46.9,JA0011
1974-11,47.1,JA0011
1974-12,47.3,JA0011
1975-01,47.7,JA0011
1975-02,47.7,JA0011
1975-03,47.8,JA0011
1975-04,49.1,JA0011
1975-05,49.5,JA0011
1975-06,49.8,JA0011
1975-07,49.9,JA0011
1975-08,49.6,JA0011
1975-09,50.3,JA0011
1975-10,50.7,JA0011
1975-11,50.9,JA0011
1975-12,51.2,JA0011
1976-01,51.9,JA0011
1976-02,52.0,JA0011
1976-03,52.3,JA0011
1976-04,53.6,JA0011
1976-05,54.2,JA0011
1976-06,54.7,JA0011
1976-07,54.8,JA0011
1976-08,54.5,JA0011
1976-09,55.4,JA0011
1976-10,55.7,JA0011
1976-11,56.2,JA0011
1976-12,57.3,JA0011
1977-01,57.3,JA0011
1977-02,57.2,JA0011
1977-03,57.5,JA0011
1977-04,58.8,JA0011
1977-05,59.6,JA0011
1977-06,59.7,JA0011
1977-07,59.8,JA0011
1977-08,59.5,JA0011
1977-09,60.0,JA0011
1977-10,60.4,JA0011
1977-11,60.5,JA0011
1977-12,60.6,JA0011
1978-01,60.5,JA0011
1978-02,60.7,JA0011
1978-03,61.1,JA0011
1978-04,62.0,JA0011
1978-05,62.7,JA0011
1978-06,62.7,JA0011
1978-07,62.9,JA0011
1978-08,62.4,JA0011
1978-09,63.2,JA0011
1978-10,63.6,JA0011
1978-11,63.7,JA0011
1978-12,64.0,JA0011
1979-01,63.7,JA0011
1979-02,63.6,JA0011
1979-03,64.0,JA0011
1979-04,64.5,JA0011
1979-05,65.3,JA0011
1979-06,65.5,JA0011
1979-07,65.6,JA0011
1979-08,65.0,JA0011
1979-09,65.9,JA0011
1979-10,66.4,JA0011
1979-11,66.5,JA0011
1979-12,66.6,JA0011
1980-01,67.1,JA0011
1980-02,66.9,JA0011
1980-03,67.3,JA0011
1980-04,68.4,JA0011
1980-05,69.6,JA0011
1980-06,70.1,JA0011
1980-07,70.2,JA0011
1980-08,69.5,JA0011
1980-09,70.6,JA0011
1980-10,71.0,JA0011
1980-11,71.2,JA0011
1980-12,71.3,JA0011
1981-01,71.1,JA0011
1981-02,70.8,JA0011
1981-03,71.1,JA0011
1981-04,71.9,JA0011
1981-05,72.9,JA0011
1981-06,73.1,JA0011
1981-07,73.0,JA0011
1981-08,72.3,JA0011
1981-09,73.5,JA0011
1981-10,73.9,JA0011
1981-11,74.0,JA0011
1981-12,74.1,JA0011
1982-01,73.7,JA0011
1982-02,73.4,JA0011
1982-03,73.6,JA0011
1982-04,74.3,JA0011
1982-05,75.2,JA0011
1982-06,75.3,JA0011
1982-07,75.1,JA0011
1982-08,74.5,JA0011
1982-09,75.7,JA0011
1982-10,76.1,JA0011
1982-11,76.1,JA0011
1982-12,76.2,JA0011
1983-01,75.7,JA0011
1983-02,75.2,JA0011
1983-03,75.4,JA0011
1983-04,76.2,JA0011
1983-05,77.1,JA0011
1983-06,77.2,JA0011
1983-07,77.0,JA0011
1983-08,76.0,JA0011
1983-09,77.4,JA0011
1983-10,77.8,JA0011
1983-11,78.0,JA0011
1983-12,78.0,JA0011
1984-01,77.5,JA0011
1984-02,77.3,JA0011
1984-03,77.4,JA0011
1984-04,77.9,JA0011
1984-05,79.3,JA0011
1984-06,79.2,JA0011
1984-07,79.0,JA0011
1984-08,78.1,JA0011
1984-09,79.3,JA0011
1984-10,80.0,JA0011
1984-11,80.2,JA0011
1984-12,80.2,JA0011
1985-01,80.0,JA0011
1985-02,79.7,JA0011
1985-03,80.0,JA0011
1985-04,80.6,JA0011
1985-05,81.1,JA0011
1985-06,81.2,JA0011
1985-07,81.1,JA0011
1985-08,80.9,JA0011
1985-09,81.4,JA0011
1985-10,81.7,JA0011
1985-11,81.7,JA0011
1985-12,81.8,JA0011
1986-01,81.5,JA0011
1986-02,81.5,JA0011
1986-03,81.6,JA0011
1986-04,82.2,JA0011
1986-05,82.7,JA0011
1986-06,82.8,JA0011
1986-07,82.6,JA0011
1986-08,82.3,JA0011
1986-09,82.9,JA0011
1986-10,83.2,JA0011
1986-11,83.2,JA0011
1986-12,83.2,JA0011
1987-01,82.8,JA0011
1987-02,82.8,JA0011
1987-03,83.1,JA0011
1987-04,83.7,JA0011
1987-05,83.9,JA0011
1987-06,83.9,JA0011
1987-07,83.9,JA0011
1987-08,83.7,JA0011
1987-09,84.0,JA0011
1987-10,84.2,JA0011
1987-11,84.3,JA0011
1987-12,84.2,JA0011
1988-01,83.9,JA0011
1988-02,83.7,JA0011
1988-03,83.9,JA0011
1988-04,84.6,JA0011
1988-05,84.8,JA0011
1988-06,84.7,JA0011
1988-07,84.6,JA0011
1988-08,84.4,JA0011
1988-09,84.8,JA0011
1988-10,85.2,JA0011
1988-11,85.3,JA0011
1988-12,85.4,JA0011
1989-01,85.0,JA0011
1989-02,84.9,JA0011
1989-03,85.3,JA0011
1989-04,86.6,JA0011
1989-05,87.2,JA0011
1989-06,87.1,JA0011
1989-07,86.9,JA0011
1989-08,86.8,JA0011
1989-09,87.4,JA0011
1989-10,87.7,JA0011
1989-11,87.7,JA0011
1989-12,87.9,JA0011
1990-01,87.7,JA0011
1990-02,87.5,JA0011
1990-03,87.9,JA0011
1990-04,88.8,JA0011
1990-05,89.1,JA0011
1990-06,89.1,JA0011
1990-07,89.0,JA0011
1990-08,88.9,JA0011
1990-09,89.5,JA0011
1990-10,89.8,JA0011
1990-11,90.0,JA0011
1990-12,90.2,JA0011
1991-01,90.0,JA0011
1991-02,89.7,JA0011
1991-03,90.3,JA0011
1991-04,90.9,JA0011
1991-05,91.5,JA0011
1991-06,91.5,JA0011
1991-07,91.4,JA0011
1991-08,91.1,JA0011
1991-09,91.8,JA0011
1991-10,92.2,JA0011
1991-11,92.4,JA0011
1991-12,92.5,JA0011
1992-01,92.0,JA0011
1992-02,92.0,JA0011
1992-03,92.6,JA0011
1992-04,93.6,JA0011
1992-05,94.0,JA0011
1992-06,94.1,JA0011
1992-07,93.7,JA0011
1992-08,93.6,JA0011
1992-09,94.1,JA0011
1992-10,94.4,JA0011
1992-11,94.5,JA0011
1992-12,94.6,JA0011
1993-01,93.8,JA0011
1993-02,93.7,JA0011
1993-03,94.1,JA0011
1993-04,95.0,JA0011
1993-05,95.3,JA0011
1993-06,95.3,JA0011
1993-07,95.1,JA0011
1993-08,94.9,JA0011
1993-09,95.4,JA0011
1993-10,95.6,JA0011
1993-11,95.5,JA0011
1993-12,95.4,JA0011
1994-01,94.8,JA0011
1994-02,94.6,JA0011
1994-03,94.9,JA0011
1994-04,95.8,JA0011
1994-05,96.2,JA0011
1994-06,96.2,JA0011
1994-07,95.7,JA0011
1994-08,95.5,JA0011
1994-09,96.2,JA0011
1994-10,96.4,JA0011
1994-11,96.4,JA0011
1994-12,96.4,JA0011
1995-01,95.8,JA0011
1995-02,95.6,JA0011
1995-03,95.9,JA0011
1995-04,96.5,JA0011
1995-05,96.6,JA0011
1995-06,96.6,JA0011
1995-07,96.3,JA0011
1995-08,96.1,JA0011
1995-09,96.9,JA0011
1995-10,96.8,JA0011
1995-11,96.9,JA0011
1995-12,96.9,JA0011
1996-01,96.4,JA0011
1996-02,96.0,JA0011
1996-03,96.4,JA0011
1996-04,97.0,JA0011
1996-05,97.1,JA0011
1996-06,97.1,JA0011
1996-07,96.8,JA0011
1996-08,96.6,JA0011
1996-09,97.1,JA0011
1996-10,97.3,JA0011
1996-11,97.3,JA0011
1996-12,97.1,JA0011
1997-01,96.8,JA0011
1997-02,96.5,JA0011
1997-03,96.9,JA0011
1997-04,98.5,JA0011
1997-05,98.7,JA0011
1997-06,98.7,JA0011
1997-07,98.4,JA0011
1997-08,98.1,JA0011
1997-09,99.3,JA0011
1997-10,99.5,JA0011
1997-11,99.5,JA0011
1997-12,99.4,JA0011
1998-01,98.7,JA0011
1998-02,98.5,JA0011
1998-03,98.9,JA0011
1998-04,99.2,JA0011
1998-05,99.3,JA0011
1998-06,99.2,JA0011
1998-07,98.9,JA0011
1998-08,98.8,JA0011
1998-09,99.2,JA0011
1998-10,99.3,JA0011
1998-11,99.3,JA0011
1998-12,99.3,JA0011
1999-01,98.7,JA0011
1999-02,98.3,JA0011
1999-03,98.7,JA0011
1999-04,99.2,JA0011
1999-05,99.2,JA0011
1999-06,99.2,JA0011
1999-07,98.8,JA0011
1999-08,98.7,JA0011
1999-09,99.1,JA0011
1999-10,99.2,JA0011
1999-11,99.2,JA0011
1999-12,99.1,JA0011
2000-01,98.5,JA0011
2000-02,98.3,JA0011
2000-03,98.6,JA0011
2000-04,98.8,JA0011
2000-05,99.1,JA0011
2000-06,98.8,JA0011
2000-07,98.6,JA0011
2000-08,98.7,JA0011
2000-09,98.6,JA0011
2000-10,98.4,JA0011
2000-11,98.4,JA0011
2000-12,98.3,JA0011
2001-01,97.6,JA0011
2001-02,97.3,JA0011
2001-03,97.5,JA0011
2001-04,97.9,JA0011
2001-05,98.0,JA0011
2001-06,97.9,JA0011
2001-07,97.7,JA0011
2001-08,97.8,JA0011
2001-09,97.8,JA0011
2001-10,97.7,JA0011
2001-11,97.5,JA0011
2001-12,97.5,JA0011
2002-01,96.8,JA0011
2002-02,96.5,JA0011
2002-03,96.8,JA0011
2002-04,97.0,JA0011
2002-05,97.0,JA0011
2002-06,97.0,JA0011
2002-07,96.8,JA0011
2002-08,97.0,JA0011
2002-09,97.0,JA0011
2002-10,96.9,JA0011
2002-11,96.8,JA0011
2002-12,96.9,JA0011
2003-01,96.1,JA0011
2003-02,95.9,JA0011
2003-03,96.3,JA0011
2003-04,96.7,JA0011
2003-05,96.8,JA0011
2003-06,96.8,JA0011
2003-07,96.8,JA0011
2003-08,96.9,JA0011
2003-09,96.9,JA0011
2003-10,96.8,JA0011
2003-11,96.6,JA0011
2003-12,96.6,JA0011
2004-01,95.7,JA0011
2004-02,95.5,JA0011
2004-03,95.9,JA0011
2004-04,96.1,JA0011
2004-05,96.2,JA0011
2004-06,96.1,JA0011
2004-07,96.0,JA0011
2004-08,96.2,JA0011
2004-09,96.2,JA0011
2004-10,96.3,JA0011
2004-11,95.9,JA0011
2004-12,95.9,JA0011
2005-01,95.5,JA0011
2005-02,95.1,JA0011
2005-03,95.5,JA0011
2005-04,95.8,JA0011
2005-05,95.9,JA0011
2005-06,95.7,JA0011
2005-07,95.5,JA0011
2005-08,95.6,JA0011
2005-09,95.8,JA0011
2005-10,95.8,JA0011
2005-11,95.4,JA0011
2005-12,95.5,JA0011
2006-01,94.8,JA0011
2006-02,94.7,JA0011
2006-03,95.0,JA0011
2006-04,95.2,JA0011
2006-05,95.4,JA0011
2006-06,95.3,JA0011
2006-07,95.2,JA0011
2006-08,95.2,JA0011
2006-09,95.3,JA0011
2006-10,95.4,JA0011
2006-11,95.2,JA0011
2006-12,95.2,JA0011
2007-01,94.7,JA0011
2007-02,94.4,JA0011
2007-03,94.7,JA0011
2007-04,95.0,JA0011
2007-05,95.1,JA0011
2007-06,94.9,JA0011
2007-07,94.8,JA0011
2007-08,95.0,JA0011
2007-09,95.0,JA0011
2007-10,95.1,JA0011
2007-11,95.1,JA0011
2007-12,95.1,JA0011
2008-01,94.6,JA0011
2008-02,94.3,JA0011
2008-03,94.8,JA0011
2008-04,94.9,JA0011
2008-05,95.0,JA0011
2008-06,95.0,JA0011
2008-07,94.9,JA0011
2008-08,95.0,JA0011
2008-09,95.2,JA0011
2008-10,95.3,JA0011
2008-11,95.1,JA0011
2008-12,95.1,JA0011
2009-01,94.4,JA0011
2009-02,94.2,JA0011
2009-03,94.5,JA0011
2009-04,94.6,JA0011
2009-05,94.6,JA0011
2009-06,94.4,JA0011
2009-07,94.1,JA0011
2009-08,94.2,JA0011
2009-09,94.3,JA0011
2009-10,94.3,JA0011
2009-11,94.2,JA0011
2009-12,94.0,JA0011
2010-01,93.6,JA0011
2010-02,93.4,JA0011
2010-03,93.7,JA0011
2010-04,93.5,JA0011
2010-05,93.3,JA0011
2010-06,93.1,JA0011
2010-07,92.7,JA0011
2010-08,92.7,JA0011
2010-09,92.7,JA0011
2010-10,93.1,JA0011
2010-11,92.9,JA0011
2010-12,92.8,JA0011
2011-01,92.3,JA0011
2011-02,92.2,JA0011
2011-03,92.4,JA0011
2011-04,92.4,JA0011
2011-05,92.6,JA0011
2011-06,92.3,JA0011
2011-07,92.2,JA0011
2011-08,92.3,JA0011
2011-09,92.3,JA0011
2011-10,92.2,JA0011
2011-11,91.9,JA0011
2011-12,91.8,JA0011
2012-01,91.5,JA0011
2012-02,91.7,JA0011
2012-03,92.0,JA0011
2012-04,92.1,JA0011
2012-05,92.0,JA0011
2012-06,91.8,JA0011
2012-07,91.6,JA0011
2012-08,91.8,JA0011
2012-09,91.7,JA0011
2012-10,91.7,JA0011
2012-11,91.4,JA0011
2012-12,91.3,JA0011
2013-01,90.9,JA0011
2013-02,90.8,JA0011
2013-03,91.3,JA0011
2013-04,91.6,JA0011
2013-05,91.7,JA0011
2013-06,91.6,JA0011
2013-07,91.6,JA0011
2013-08,91.7,JA0011
2013-09,91.7,JA0011
2013-10,92.0,JA0011
2013-11,91.9,JA0011
2013-12,91.9,JA0011
2014-01,91.5,JA0011
2014-02,91.6,JA0011
2014-03,91.9,JA0011
2014-04,93.7,JA0011
2014-05,93.7,JA0011
2014-06,93.7,JA0011
2014-07,93.7,JA0011
2014-08,93.8,JA0011
2014-09,93.8,JA0011
2014-10,94.0,JA0011
2014-11,93.9,JA0011
2014-12,93.8,JA0011
2015-01,93.5,JA0011
2015-02,93.5,JA0011
2015-03,93.8,JA0011
2015-04,94.2,JA0011
2015-05,94.2,JA0011
2015-06,94.2,JA0011
2015-07,94.2,JA0011
2015-08,94.4,JA0011
2015-09,94.5,JA0011
2015-10,94.6,JA0011
2015-11,94.6,JA0011
2015-12,94.6,JA0011
2016-01,94.0,JA0011
2016-02,94.1,JA0011
2016-03,94.4,JA0011
2016-04,94.7,JA0011
2016-05,94.7,JA0011
2016-06,94.6,JA0011
2016-07,94.4,JA0011
2016-08,94.5,JA0011
2016-09,94.5,JA0011
2016-10,94.7,JA0011
2016-11,94.6,JA0011
2016-12,94.5,JA0011
2017-01,94.1,JA0011
2017-02,94.0,JA0011
2017-03,94.1,JA0011
2017-04,94.5,JA0011
2017-05,94.6,JA0011
2017-06,94.5,JA0011
2017-07,94.3,JA0011
2017-08,94.5,JA0011
2017-09,94.5,JA0011
2017-10,94.7,JA0011
2017-11,94.7,JA0011
2017-12,94.6,JA0011
2018-01,94.2,JA0011
2018-02,94.3,JA0011
2018-03,94.4,JA0011
2018-04,94.6,JA0011
2018-05,94.7,JA0011
2018-06,94.5,JA0011
2018-07,94.4,JA0011
2018-08,94.7,JA0011
2018-09,94.6,JA0011
2018-10,94.9,JA0011
2018-11,94.8,JA0011
2018-12,94.8,JA0011
2019-01,94.5,JA0011
2019-02,94.6,JA0011
2019-03,94.7,JA0011
2019-04,95.0,JA0011
2019-05,95.0,JA0011
2019-06,94.8,JA0011
2019-07,94.7,JA0011
2019-08,95.1,JA0011
2019-09,94.9,JA0011
2019-10,95.2,JA0011
2019-11,95.3,JA0011
2019-12,95.3,JA0011
2020-01,95.0,JA0011
2020-02,95.0,JA0011
2020-03,95.1,JA0011
2020-04,95.0,JA0011
2020-05,95.1,JA0011
2020-06,94.9,JA0011
2020-07,94.8,JA0011
2020-08,94.6,JA0011
2020-09,94.6,JA0011
2020-10,94.8,JA0011
2020-11,94.8,JA0011
2020-12,94.8,JA0011
2021-01,95.1,JA0011
2021-02,95.1,JA0011
2021-03,95.1,JA0011
2021-04,93.8,JA0011
2021-05,94.0,JA0011
2021-06,93.8,JA0011
2021-07,94.0,JA0011
2021-08,94.0,JA0011
2021-09,93.8,JA0011
2021-10,93.6,JA0011
2021-11,93.6,JA0011
2021-12,93.5,JA0011
2022-01,93.3,JA0011
2022-02,93.4,JA0011
2022-03,93.6,JA0011
2022-04,93.9,JA0011
2022-05,94.1,JA0011
2022-06,94.0,JA0011
2022-07,94.4,JA0011
2022-08,94.6,JA0011
2022-09,94.7,JA0011
2022-10,95.0,JA0011
2022-11,95.0,JA0011
2022-12,95.0,JA0011
2023-01,95.1,JA0011
2023-02,95.3,JA0011
2023-03,95.8,JA0011
2023-04,96.3,JA0011
2023-05,96.6,JA0011
2023-06,96.4,JA0011
2023-07,96.9,JA0011
2023-08,97.2,JA0011
2023-09,97.2,JA0011
2023-10,97.6,JA0011
2023-11,97.6,JA0011
2023-12,97.6,JA0011
2024-01,97.6,JA0011
2024-02,97.7,JA0011
2024-03,97.9,JA0011
2024-04,98.2,JA0011
2024-05,98.3,JA0011
2024-06,98.3,JA0011
2024-07,98.5,JA0011
2024-08,98.9,JA0011
2024-09,98.8,JA0011
2024-10,99.2,JA0011
2024-11,99.2,JA0011
2024-12,99.2,JA0011
2025-01,99.0,JA0011
2025-02,99.1,JA0011
2025-03,99.3,JA0011
2025-04,99.8,JA0011
2025-05,99.9,JA0011
2025-06,100.0,JA0011
2025-07,100.1,JA0011
2025-08,100.4,JA0011
2025-09,100.2,JA0011
2025-10,100.8,JA0011
2025-11,100.8,JA0011
2025-12,100.6,JA0011
2026-01,100.5,JA0011
2026-02,100.6,JA0011
2026-03,100.9,JA0011
2026-04,100.9,JA0011
2026-05,101.1,JA0011
2026-06,101.2,JA0011
2026-07,101.6,JA0011
2026-08,102.1,JA0011
1946-08,2.4,JA0012
1946-09,2.2,JA0012
1946-10,2.0,JA0012
1946-11,2.0,JA0012
1946-12,2.3,JA0012
1947-01,2.6,JA0012
1947-02,2.9,JA0012
1947-03,3.2,JA0012
1947-04,3.3,JA0012
1947-05,3.9,JA0012
1947-06,4.6,JA0012
1947-07,5.4,JA0012
1947-08,5.7,JA0012
1947-09,6.1,JA0012
1947-10,5.9,JA0012
1947-11,5.9,JA0012
1947-12,6.4,JA0012
1948-01,6.4,JA0012
1948-02,6.9,JA0012
1948-03,7.4,JA0012
1948-04,7.6,JA0012
1948-05,7.9,JA0012
1948-06,8.0,JA0012
1948-07,8.8,JA0012
1948-08,9.8,JA0012
1948-09,9.8,JA0012
1948-10,9.4,JA0012
1948-11,9.9,JA0012
1948-12,10.4,JA0012
1949-01,10.8,JA0012
1949-02,11.0,JA0012
1949-03,11.4,JA0012
1949-04,11.5,JA0012
1949-05,11.6,JA0012
1949-06,11.3,JA0012
1949-07,11.5,JA0012
1949-08,11.5,JA0012
1949-09,11.4,JA0012
1949-10,11.1,JA0012
1949-11,10.7,JA0012
1949-12,10.9,JA0012
1950-01,11.0,JA0012
1950-02,10.6,JA0012
1950-03,10.4,JA0012
1950-04,10.1,JA0012
1950-05,10.3,JA0012
1950-06,10.1,JA0012
1950-07,10.4,JA0012
1950-08,10.6,JA0012
1950-09,10.6,JA0012
1950-10,10.3,JA0012
1950-11,10.4,JA0012
1950-12,10.8,JA0012
1951-01,11.4,JA0012
1951-02,11.9,JA0012
1951-03,12.1,JA0012
1951-04,12.2,JA0012
1951-05,12.1,JA0012
1951-06,12.1,JA0012
1951-07,12.1,JA0012
1951-08,12.6,JA0012
1951-09,12.7,JA0012
1951-10,12.9,JA0012
1951-11,12.9,JA0012
1951-12,12.9,JA0012
1952-01,13.0,JA0012
1952-02,12.9,JA0012
1952-03,12.9,JA0012
1952-04,13.0,JA0012
1952-05,12.8,JA0012
1952-06,12.9,JA0012
1952-07,13.0,JA0012
1952-08,13.0,JA0012
1952-09,13.0,JA0012
1952-10,13.0,JA0012
1952-11,13.0,JA0012
1952-12,12.9,JA0012
1953-01,13.2,JA0012
1953-02,13.4,JA0012
1953-03,13.4,JA0012
1953-04,13.5,JA0012
1953-05,13.4,JA0012
1953-06,13.6,JA0012
1953-07,13.9,JA0012
1953-08,14.0,JA0012
1953-09,14.0,JA0012
1953-10,14.4,JA0012
1953-11,14.3,JA0012
1953-12,14.3,JA0012
1954-01,14.5,JA0012
1954-02,14.7,JA0012
1954-03,14.7,JA0012
1954-04,14.7,JA0012
1954-05,14.6,JA0012
1954-06,14.7,JA0012
1954-07,14.8,JA0012
1954-08,14.8,JA0012
1954-09,14.7,JA0012
1954-10,14.9,JA0012
1954-11,14.6,JA0012
1954-12,14.5,JA0012
1955-01,14.7,JA0012
1955-02,14.7,JA0012
1955-03,14.5,JA0012
1955-04,14.7,JA0012
1955-05,14.5,JA0012
1955-06,14.5,JA0012
1955-07,14.4,JA0012
1955-08,14.5,JA0012
1955-09,14.7,JA0012
1955-10,14.7,JA0012
1955-11,14.4,JA0012
1955-12,14.3,JA0012
1956-01,14.4,JA0012
1956-02,14.5,JA0012
1956-03,14.5,JA0012
1956-04,14.6,JA0012
1956-05,14.5,JA0012
1956-06,14.7,JA0012
1956-07,14.5,JA0012
1956-08,14.6,JA0012
1956-09,14.7,JA0012
1956-10,14.7,JA0012
1956-11,14.5,JA0012
1956-12,14.7,JA0012
1957-01,14.8,JA0012
1957-02,14.8,JA0012
1957-03,14.8,JA0012
1957-04,15.0,JA0012
1957-05,15.1,JA0012
1957-06,15.0,JA0012
1957-07,15.2,JA0012
1957-08,15.3,JA0012
1957-09,15.2,JA0012
1957-10,15.2,JA0012
1957-11,15.0,JA0012
1957-12,15.0,JA0012
1958-01,15.0,JA0012
1958-02,14.8,JA0012
1958-03,14.7,JA0012
1958-04,14.8,JA0012
1958-05,14.8,JA0012
1958-06,15.0,JA0012
1958-07,15.0,JA0012
1958-08,15.1,JA0012
1958-09,15.0,JA0012
1958-10,15.2,JA0012
1958-11,15.0,JA0012
1958-12,15.0,JA0012
1959-01,15.0,JA0012
1959-02,15.0,JA0012
1959-03,15.0,JA0012
1959-04,15.1,JA0012
1959-05,15.0,JA0012
1959-06,15.1,JA0012
1959-07,15.1,JA0012
1959-08,15.3,JA0012
1959-09,15.2,JA0012
1959-10,15.3,JA0012
1959-11,15.3,JA0012
1959-12,15.3,JA0012
1960-01,15.5,JA0012
1960-02,15.5,JA0012
1960-03,15.5,JA0012
1960-04,15.6,JA0012
1960-05,15.7,JA0012
1960-06,15.6,JA0012
1960-07,15.6,JA0012
1960-08,15.7,JA0012
1960-09,15.9,JA0012
1960-10,15.9,JA0012
1960-11,15.7,JA0012
1960-12,15.9,JA0012
1961-01,16.1,JA0012
1961-02,16.1,JA0012
1961-03,16.1,JA0012
1961-04,16.2,JA0012
1961-05,16.2,JA0012
1961-06,16.2,JA0012
1961-07,16.4,JA0012
1961-08,16.6,JA0012
1961-09,16.7,JA0012
1961-10,17.0,JA0012
1961-11,17.1,JA0012
1961-12,17.3,JA0012
1962-01,17.3,JA0012
1962-02,17.3,JA0012
1962-03,17.3,JA0012
1962-04,17.6,JA0012
1962-05,17.6,JA0012
1962-06,17.6,JA0012
1962-07,17.8,JA0012
1962-08,17.8,JA0012
1962-09,17.7,JA0012
1962-10,17.8,JA0012
1962-11,17.8,JA0012
1962-12,18.1,JA0012
1963-01,18.6,JA0012
1963-02,18.7,JA0012
1963-03,18.7,JA0012
1963-04,18.7,JA0012
1963-05,19.0,JA0012
1963-06,19.1,JA0012
1963-07,19.0,JA0012
1963-08,18.9,JA0012
1963-09,19.3,JA0012
1963-10,19.3,JA0012
1963-11,19.2,JA0012
1963-12,19.3,JA0012
1964-01,19.3,JA0012
1964-02,19.3,JA0012
1964-03,19.3,JA0012
1964-04,19.6,JA0012
1964-05,19.6,JA0012
1964-06,19.6,JA0012
1964-07,19.5,JA0012
1964-08,19.7,JA0012
1964-09,19.9,JA0012
1964-10,20.3,JA0012
1964-11,20.1,JA0012
1964-12,20.1,JA0012
1965-01,20.6,JA0012
1965-02,20.5,JA0012
1965-03,20.7,JA0012
1965-04,21.1,JA0012
1965-05,21.0,JA0012
1965-06,20.9,JA0012
1965-07,20.8,JA0012
1965-08,20.9,JA0012
1965-09,21.3,JA0012
1965-10,21.5,JA0012
1965-11,21.3,JA0012
1965-12,21.4,JA0012
1966-01,21.6,JA0012
1966-02,21.9,JA0012
1966-03,21.9,JA0012
1966-04,22.1,JA0012
1966-05,22.0,JA0012
1966-06,22.0,JA0012
1966-07,22.1,JA0012
1966-08,21.9,JA0012
1966-09,22.2,JA0012
1966-10,22.4,JA0012
1966-11,22.1,JA0012
1966-12,22.4,JA0012
1967-01,22.7,JA0012
1967-02,22.7,JA0012
1967-03,22.8,JA0012
1967-04,22.9,JA0012
1967-05,22.7,JA0012
1967-06,22.6,JA0012
1967-07,22.5,JA0012
1967-08,22.7,JA0012
1967-09,23.1,JA0012
1967-10,23.5,JA0012
1967-11,23.4,JA0012
1967-12,23.6,JA0012
1968-01,23.9,JA0012
1968-02,23.9,JA0012
1968-03,23.9,JA0012
1968-04,24.0,JA0012
1968-05,24.0,JA0012
1968-06,23.9,JA0012
1968-07,23.9,JA0012
1968-08,24.0,JA0012
1968-09,24.6,JA0012
1968-10,24.6,JA0012
1968-11,24.7,JA0012
1968-12,24.5,JA0012
1969-01,24.7,JA0012
1969-02,24.7,JA0012
1969-03,25.0,JA0012
1969-04,25.1,JA0012
1969-05,25.2,JA0012
1969-06,25.2,JA0012
1969-07,25.5,JA0012
1969-08,25.8,JA0012
1969-09,26.0,JA0012
1969-10,26.1,JA0012
1969-11,26.0,JA0012
1969-12,26.1,JA0012
1970-01,26.7,JA0012
1970-02,26.9,JA0012
1970-03,27.1,JA0012
1970-04,27.3,JA0012
1970-05,27.3,JA0012
1970-06,27.2,JA0012
1970-07,27.1,JA0012
1970-08,27.0,JA0012
1970-09,27.6,JA0012
1970-10,28.0,JA0012
1970-11,28.0,JA0012
1970-12,28.1,JA0012
1971-01,28.4,JA0012
1971-02,28.4,JA0012
1971-03,28.5,JA0012
1971-04,28.9,JA0012
1971-05,28.9,JA0012
1971-06,29.0,JA0012
1971-07,29.0,JA0012
1971-08,29.0,JA0012
1971-09,29.7,JA0012
1971-10,29.8,JA0012
1971-11,29.5,JA0012
1971-12,29.5,JA0012
1972-01,29.6,JA0012
1972-02,29.6,JA0012
