,Motor vehicles and parts,Furnishings and durable household equipment,Recreational goods and vehicles,Other durable goods,Food and beverages purchased for off-premises consumption,Clothing and footwear,Gasoline and other energy goods,Other nondurable goods,Housing excluding gas and electric utilities,Gas and electric utilities,Health care,Transportation services,Recreation services,Food services and accommodations,Financial services and insurance,Other services,Final consumption expenditures of nonprofit institutions serving households (NPISHs)
1962-07,2.0219030385355996,-0.02093053670501055,-0.41422291719204196,0.9374087123342756,-3.921771470268065,1.2847545728916776,-16.3523631428413,0.0,1.1749644237214696,2.0615659592964075,1.5576519117564303,1.4707874056540948,0.34639498029807037,5.304262657512915,-0.9575668443709051,-0.7351942836847813,1.618202490975662
1962-08,2.820215166015938,-1.0001653199513627,-0.33015377359585374,-6.370671844541754,4.004894866625386,-4.222158798987485,21.1122019426369,0.07524690037905568,3.2335578969583167,2.5411341015770805,4.130914498724847,-1.1791692378216756,1.6547147808115614,-0.7009999627702768,-3.576365604383047,-0.3158861951090608,-3.6795248555591242
1962-09,3.659593660648275,-0.7308064779202428,-1.6122897112958445,0.2889388525837422,15.24818722770247,15.944449743242073,42.901554163634614,0.9063382774247675,0.2033852954590909,-0.5044709490630184,4.116744813019713,1.2855656333572218,3.2409535260641498,-3.575678156579909,-1.173685024993254,3.536775639747103,5.712660245400469
1962-10,-12.520353538183393,0.9685834972603891,-1.1566806589467071,-0.5395751289639428,-3.735639798907875,-1.9251698360195246,-8.26224588984581,0.8298968958217356,0.47086418325563706,-4.665951186465245,2.130155659378552,-0.45501002515646594,3.0550907175990405,6.415964710283917,-0.8556860308994163,2.6611900482963025,-0.7853280004443186
1962-11,1.2297164447826248,0.2096655072007403,0.23230756267813568,-1.6469864411117308,1.1055381224294836,-5.382312865665517,1.2767638495948974,0.9050281461014276,0.48957886616416424,-0.13284674690314802,6.301340184076043,1.1924186912073642,2.4311415514891577,2.7250877883853164,3.3825795468630737,2.3332883383933467,-2.2658587268744035
1962-12,-0.6678536756382636,-0.230127428034399,-1.2304231987770864,1.1622146864410876,-7.495491846358259,-4.102514243863286,13.702709891289322,0.45124015386517335,0.27499579510443795,-0.23933735654303456,0.0,-3.849259387438031,1.1198333877964428,3.5597597457797114,2.6024224224320047,3.18783384605994,5.459469183610954
1963-01,-4.062311457510859,0.020948806278608956,-0.5662599723433526,1.7462575490578836,11.069963183371812,4.68161956691977,-13.659813920489693,1.5869189176437537,4.977627139275542,2.2303390787260957,1.3415117353880124,2.309990400085238,-0.8528733088939755,1.2882271875947593,4.362170685874789,3.826279017109546,7.2875951268184025
1963-02,5.432425265899221,0.02094844057420886,-0.12901539495167036,2.552202270143966,1.9172285335667727,1.832780090304964,-1.7180887206308504,-0.22454380141679886,0.21590591851232688,-0.55549444635411,3.6755335418437785,-1.98938407334468,0.7738846103436225,3.906190009507582,-3.8719970356842937,3.062202674535164,0.4044143159909419
1963-03,3.440700873364233,-1.0630344467755681,2.548701072514259,1.7035009283303593,-5.06053597541456,0.523008398208491,-12.10499876550195,-0.14977530916959747,0.13054866336730253,-0.08185537215364969,0.3800470525393784,1.6579300502681305,3.4794311233920405,0.6978068509017055,-2.012377255827791,1.9916365090159927,1.6517180029789191
1963-04,0.907187301751633,0.5464467407878537,-0.7848970294680013,-2.6605565803736075,-5.430765071182641,1.5068785506242133,-3.90193750062654,5.4530640351232895,1.5632911668221672,-0.28197767177868815,1.5276600890375303,-0.7278760903901227,1.2019603880186969,1.3992584101415462,-0.7470284194126875,1.1467666186716574,1.8029548190578115
1963-05,0.9856831652286457,0.5040858976606888,2.018535608651706,-1.038874171597215,-0.2941715117667498,-1.372757289259996,7.767969015025256,4.725656939738165,3.213040718197724,-0.3409818512187246,2.8781935668587666,2.3076805210802354,3.553906225908565,4.728674931884846,-0.10709981579140049,1.67039849724413,3.474364978025246
1963-06,6.25108542088646,0.27264369146964285,0.2724593321137059,0.21637207637672518,12.115945790858262,2.1291027766838333,-17.326833392137143,6.032800379881653,0.29428595600702323,-2.4244090748790637,4.827287404591529,-1.3590337870258096,1.8872768872592482,-0.46016600223385273,2.3832060771180386,1.458181279563897,-0.1503602099178325
