,lower,median,upper
2005-09,2.1145707517470207,2.342685218312057,2.579151346543554
2005-10,2.2141180370550333,2.4419475908530153,2.684905035987991
2005-11,2.2504895413033603,2.4759764505147097,2.7071419705509423
2005-12,2.22002854360889,2.441287207955766,2.6615398473380605
2006-01,2.276436830996858,2.482969406170933,2.718930826392671
2006-02,2.2778286736896494,2.5063684189242688,2.7171841027820993
2006-03,2.3367279372788543,2.5585960274256596,2.7782254264786603
2006-04,2.360413562199852,2.5836403103490886,2.8295128548843955
2006-05,2.359833407258609,2.576649948922559,2.8049220902665946
2006-06,2.3274697399581763,2.5486546498245795,2.7816640474839573
2006-07,2.2141062361895263,2.4334963241341416,2.667008985019713
2006-08,2.1353933024868206,2.355634657721393,2.5787270278317465
2006-09,1.991728593028109,2.2209509751537757,2.4654054346383467
2006-10,1.9275141046197772,2.156491521064506,2.392744736621578
2006-11,1.8609296718543689,2.0836532166581785,2.317119413303932
2006-12,1.906340064182285,2.1219412106861903,2.351622761516794
2007-01,2.0036102616610716,2.2175592621197504,2.4396535069685092
