,Food and non-alcoholic beverages,Alcoholic beverages and tobacco,Clothing and footwear,"Housing, water, electricity and other fuels","Furnishings, household equipment and routine household maintenance",Health,Transport,Communication,Recreation and culture,Education,Restaurants and hotels,Miscellaneous goods and services
2019-07,-10.190373998050328,0.2285289460832729,0.10903307779270843,-15.46299264526495,11.590963014693223,-2.309208315855482,-8.158271466219825,-4.941126030078458,19.579949561631672,0.0,2.6479889195867523,0.8838275290665276
2019-08,12.096203095287429,0.5781491260489879,0.0,0.9568523225317982,-4.04816109774716,0.10967527914420572,0.11705716916765585,4.679555910608202,10.246872149204789,0.33905704006056414,3.200599556729089,-0.4389255549982596
2019-09,36.36846466144987,2.587728032419423,0.46106165664774323,21.052349629335644,-8.071988478161597,1.0647257924129683,4.780993139059042,3.3927864171556354,-12.111609800947388,-19.049316844965738,-5.806627362404715,0.0
2019-10,2.4063073363719267,0.8178028463946996,2.1016927544989628,1.8777377972792442,15.2826518414662,0.5856379709385573,7.3444623082057126,-0.864716318022074,4.294552195462842,1.6394143563106534,1.9803966241843662,0.8835021713419433
2019-11,-26.86422095861918,-3.0807180505133536,7.1340865098443285,-0.11986214425844244,-8.959111408525889,-0.3521354734038695,-5.420892545525402,-8.976838697377843,-18.125194562504443,0.5827622335870641,0.2179329807346253,0.7721062822559244
2019-12,13.192649444829453,0.5777547880190026,0.0,1.9970600855074405,5.881201469735786,1.186488269487862,5.486892104461827,-0.6135734372521462,-7.765648470353392,0.6898028392778199,1.755375281188365,0.21990543416494646
2020-01,15.879583442765677,1.9612566142841903,-3.2306608126007386,-0.5375127091276743,-7.513335375951202,22.237306301898705,19.118525441632972,-6.998485827857303,8.783990423587262,-15.535985665500341,4.259102340175924,13.715894139053852
2020-02,-6.00355772798542,0.239855972290548,1.944440453180274,7.30150679017354,9.950728209252668,-1.0704095390659862,-0.3420261753780185,-0.5939106591217214,-3.420987143015808,2.1846016091592313,-0.8391140150802778,4.182734879289174
2020-03,18.834126248500873,-3.9971090500955375,0.12033089559273513,-0.9486095029641595,-6.496058186156928,0.5997882931951581,-30.84581333154909,-0.4756233643184671,-5.048078145062906,-0.11988609392941108,-1.7914424107430826,-0.9582677876131984
2020-04,-4.903550051738181,-0.2400959237403355,-4.820452139088804,-1.4209352349283777,1.0878765850707905,-0.23887716386211677,-35.059662972600535,7.774431548813943,3.8073207940846565,0.36048627001687983,0.9691021349043982,-2.617079780875675
2020-05,10.286327273944496,1.4520268789596003,6.975477172446798,-4.2123580316281934,4.038427321620985,0.2394491532083265,-23.979763924739352,-0.47285893973261217,3.7952806386025273,-1.074028774811464,2.5601879928518034,4.935269070752568
2020-06,2.8397575552592036,0.0,0.0,1.0831849657791048,-4.572405558251935,5.389793510714069,21.475440919451284,7.2211115274881,-2.1383203467418177,0.481202087635757,1.0876574692127994,1.5737384879756178
2020-07,5.867567060038503,0.36077527978459756,3.910697981932487,-22.898812330232822,1.4524662505752906,-10.848535299368212,27.396934250254958,-0.9385930467790571,4.789530907475781,0.8431569173262154,2.9218744371289684,2.9192091316226465
2020-08,37.23368131465654,0.0,-0.11962317278694234,3.9837160050752107,3.6629769296450343,-0.9573122100901221,2.559148063677763,-0.8223557487500255,5.648497732656432,1.0844901792911532,3.28454949414434,-1.190934726807824
2020-09,41.53529299368144,1.20686475162608,0.23966435595783597,20.03788313779451,-8.94986234458771,-5.280696248713978,-5.048078145062906,-0.8229196895132351,-7.588262590379447,-3.5352788500463084,-2.1305168548039766,9.500149835057936
2020-10,0.689256346028766,0.7218014104029891,-1.1902259944868487,3.5371241946486,12.488782643474462,3.8108306433338512,-4.144475978409901,-82.74175495129698,3.658882189631374,0.36106475333461674,2.6665118149324707,-8.127075627980673
2020-11,-34.32434387953932,-1.9005563803926595,1.2045630166307664,-0.953319508759598,-3.8729385143370876,-1.435954577387255,-5.43277594156506,371.5385888194482,-4.795087672420162,0.8440888991851692,-2.363722742881802,2.9135983121044484
2020-12,3.247678509728469,-1.1936593709623744,0.7204291761111703,1.446920448528033,4.028978369337621,-1.1993859353392367,11.79086471993347,10.834891434087247,-0.35969387406856734,0.7225982537697684,3.4042791850703136,-2.3644213143455883
2021-01,24.633987697475646,3.4163930114375907,-1.6616827788855537,0.5998482566780927,9.339830288718964,10.361137493843442,31.70322134294008,-16.775726128271984,2.921578051768914,2.6713682873089173,3.3946497959403077,15.49328499101199
2021-02,30.216000126406307,0.6006890061099002,0.6005086471739807,6.651984903592956,-4.073341337342962,0.11980231194108626,8.950910512884814,0.36343405907055537,-1.1918810172206307,1.688742141744659,3.2623928201046315,-1.1769185594990739
