date,0163
1946-01,
1946-02,
1946-03,
1946-04,
1946-05,
1946-06,
1946-07,
1946-08,2.4
1946-09,2.2
1946-10,2.0
1946-11,2.0
1946-12,2.3
1947-01,2.6
1947-02,2.9
1947-03,3.2
1947-04,3.3
1947-05,3.9
1947-06,4.6
1947-07,5.4
1947-08,5.7
1947-09,6.1
1947-10,5.9
1947-11,5.9
1947-12,6.4
1948-01,6.4
1948-02,6.9
1948-03,7.4
1948-04,7.6
1948-05,7.9
1948-06,8.0
1948-07,8.8
1948-08,9.8
1948-09,9.8
1948-10,9.4
1948-11,9.9
1948-12,10.4
1949-01,10.8
1949-02,11.0
1949-03,11.4
1949-04,11.5
1949-05,11.6
1949-06,11.3
1949-07,11.5
1949-08,11.5
1949-09,11.4
1949-10,11.1
1949-11,10.7
1949-12,10.9
1950-01,11.0
1950-02,10.6
1950-03,10.4
1950-04,10.1
1950-05,10.3
1950-06,10.1
1950-07,10.4
1950-08,10.6
1950-09,10.6
1950-10,10.3
1950-11,10.4
1950-12,10.8
1951-01,11.4
1951-02,11.9
1951-03,12.1
1951-04,12.2
1951-05,12.1
1951-06,12.1
1951-07,12.1
1951-08,12.6
1951-09,12.7
1951-10,12.9
1951-11,12.9
1951-12,12.9
1952-01,13.0
1952-02,12.9
1952-03,12.9
1952-04,13.0
1952-05,12.8
1952-06,12.9
1952-07,13.0
1952-08,13.0
1952-09,13.0
1952-10,13.0
1952-11,13.0
1952-12,12.9
1953-01,13.2
1953-02,13.4
1953-03,13.4
1953-04,13.5
1953-05,13.4
1953-06,13.6
1953-07,13.9
1953-08,14.0
1953-09,14.0
1953-10,14.4
1953-11,14.3
1953-12,14.3
1954-01,14.5
1954-02,14.7
1954-03,14.7
1954-04,14.7
1954-05,14.6
1954-06,14.7
1954-07,14.8
1954-08,14.8
1954-09,14.7
1954-10,14.9
1954-11,14.6
1954-12,14.5
1955-01,14.7
1955-02,14.7
1955-03,14.5
1955-04,14.7
1955-05,14.5
1955-06,14.5
1955-07,14.4
1955-08,14.5
1955-09,14.7
1955-10,14.7
1955-11,14.4
1955-12,14.3
1956-01,14.4
1956-02,14.5
1956-03,14.5
1956-04,14.6
1956-05,14.5
1956-06,14.7
1956-07,14.5
1956-08,14.6
1956-09,14.7
1956-10,14.7
1956-11,14.5
1956-12,14.7
1957-01,14.8
1957-02,14.8
1957-03,14.8
1957-04,15.0
1957-05,15.1
1957-06,15.0
1957-07,15.2
1957-08,15.3
1957-09,15.2
1957-10,15.2
1957-11,15.0
1957-12,15.0
1958-01,15.0
1958-02,14.8
1958-03,14.7
1958-04,14.8
1958-05,14.8
1958-06,15.0
1958-07,15.0
1958-08,15.1
1958-09,15.0
1958-10,15.2
1958-11,15.0
1958-12,15.0
1959-01,15.0
1959-02,15.0
1959-03,15.0
1959-04,15.1
1959-05,15.0
1959-06,15.1
1959-07,15.1
1959-08,15.3
1959-09,15.2
1959-10,15.3
1959-11,15.3
1959-12,15.3
1960-01,15.5
1960-02,15.5
1960-03,15.5
1960-04,15.6
1960-05,15.7
1960-06,15.6
1960-07,15.6
1960-08,15.7
1960-09,15.9
1960-10,15.9
1960-11,15.7
1960-12,15.9
1961-01,16.1
1961-02,16.1
1961-03,16.1
1961-04,16.2
1961-05,16.2
1961-06,16.2
