date,0163
1946-01,
1946-02,
1946-03,
1946-04,
1946-05,
1946-06,
1946-07,
1946-08,
1946-09,-9.2
1946-10,-6.0
1946-11,-1.6
1946-12,14.7
1947-01,12.8
1947-02,11.0
1947-03,10.8
1947-04,4.4
1947-05,17.9
1947-06,16.7
1947-07,18.8
1947-08,5.9
1947-09,6.4
1947-10,-3.9
1947-11,-0.1
1947-12,9.6
1948-01,0.1
1948-02,7.6
1948-03,6.8
1948-04,2.2
1948-05,3.9
1948-06,1.8
1948-07,10.2
1948-08,11.5
1948-09,-0.5
1948-10,-3.3
1948-11,4.1
1948-12,5.7
1949-01,4.2
1949-02,2.0
1949-03,3.2
1949-04,1.1
1949-05,1.1
1949-06,-3.5
1949-07,2.1
1949-08,0.1
1949-09,-0.4
1949-10,-2.4
1949-11,-3.9
1949-12,2.0
1950-01,1.1
1950-02,-4.2
1950-03,-1.6
1950-04,-2.7
1950-05,1.7
1950-06,-2.1
1950-07,2.7
1950-08,2.2
1950-09,0.5
1950-10,-2.8
1950-11,0.6
1950-12,4.2
1951-01,4.3
1951-02,3.7
1951-03,2.8
1951-04,0.7
1951-05,-0.6
1951-06,-0.9
1951-07,-0.1
1951-08,4.5
1951-09,1.1
1951-10,1.0
1951-11,0.2
1951-12,-0.1
1952-01,0.5
1952-02,-0.5
1952-03,0.3
1952-04,0.2
1952-05,-0.9
1952-06,0.3
1952-07,1.2
1952-08,0.3
1952-09,-0.2
1952-10,0.2
1952-11,-0.9
1952-12,-0.3
1953-01,2.4
1953-02,1.5
1953-03,0.1
1953-04,0.6
1953-05,-0.5
1953-06,1.2
1953-07,2.0
1953-08,1.1
1953-09,0.2
1953-10,2.9
1953-11,-0.9
1953-12,0.1
1954-01,1.5
1954-02,0.7
1954-03,0.3
1954-04,0.3
1954-05,-0.7
1954-06,0.6
1954-07,0.5
1954-08,0.1
1954-09,-0.3
1954-10,0.9
1954-11,-2.1
1954-12,-0.6
1955-01,0.9
1955-02,0.0
1955-03,-0.7
1955-04,0.9
1955-05,-1.0
1955-06,0.1
1955-07,-0.4
1955-08,0.6
1955-09,0.5
1955-10,0.6
1955-11,-2.4
1955-12,-0.4
1956-01,0.5
1956-02,0.9
1956-03,0.2
1956-04,0.2
1956-05,-0.4
1956-06,2.1
1956-07,-2.1
1956-08,0.6
1956-09,0.8
1956-10,0.5
1956-11,-1.7
1956-12,1.1
1957-01,1.1
1957-02,-0.2
1957-03,0.3
1957-04,0.6
1957-05,0.9
1957-06,-0.3
1957-07,1.2
1957-08,0.7
1957-09,-0.5
1957-10,-0.3
1957-11,-1.4
1957-12,-0.2
1958-01,0.2
1958-02,-0.8
1958-03,-0.4
1958-04,0.4
1958-05,-0.1
1958-06,1.2
1958-07,-0.5
1958-08,1.1
1958-09,-0.5
1958-10,0.8
1958-11,-1.0
1958-12,-0.2
1959-01,0.2
1959-02,-0.5
1959-03,0.3
1959-04,0.6
1959-05,-0.8
1959-06,0.8
1959-07,0.1
1959-08,1.5
1959-09,0.7
1959-10,1.4
1959-11,-0.6
1959-12,0.0
1960-01,0.9
1960-02,0.1
1960-03,-0.3
1960-04,0.6
1960-05,0.9
1960-06,-0.4
1960-07,-0.1
1960-08,0.8
1960-09,0.8
1960-10,0.5
1960-11,-1.4
1960-12,0.8
